batting_avg,strike_rate,centuries,half_centuries,fours_per_innings,sixes_per_innings,bowling_avg,economy_rate,wickets,fielding_dismissals
56.92,104.75,10.79,24.48,6.15,1.26,,6.44,0.87,
55.51,107.38,10.42,29.98,7.24,1.03,60.01,7.93,1.59,11.9
54.96,102.42,6.97,22.78,8.71,1.42,72.72,7.61,0.87,12.62
57.51,120.75,8.86,16.04,5.23,1.44,75.28,5.61,3.03,9.1
54.43,108.95,8.81,27.09,7.68,0.66,63.73,8.63,2.73,13.68
47.72,105.49,7.68,18.14,,0.28,63.91,8.42,3.15,14.63
59.71,118.5,6.89,18.22,8.15,1.45,72.16,9.67,0.79,15.95
44.18,133.75,5.18,20.28,5.32,0.64,77.75,8.67,2.84,8.83
47.21,120.27,5.57,13.76,7.73,1.7,57.67,7.61,0.46,13.23
54.83,118.68,7.66,21.31,6.87,0.79,67.28,7.29,1.26,12.74
53.06,133.15,6.56,20.41,7.68,1.79,61.07,6.99,2.4,
54.26,111.15,9.06,,7.88,0.35,80.89,7.96,2.87,10.57
51.8,129.3,4.75,24.84,9.09,0.48,63.12,7.28,3.45,11.72
42.87,123.66,3.68,31.64,6.25,1.46,61.04,7.07,2.61,19.23
44.18,116.88,7.55,26.79,10.5,1.48,78.57,7.51,1.67,11.76
51.58,111.12,9.14,18.54,8.75,1.13,61.65,6.97,1.41,13.75
56.91,126.87,11.21,19.89,9.67,0.87,72.7,8.03,0.76,19.77
51.95,119.48,7.96,22.71,8.6,1.72,51.07,6.76,2.54,12.85
57.79,115.96,9.39,22.72,8.36,1.67,68.99,8.71,0.83,15.09
52.68,126.74,8.92,23.03,9.85,1.32,65.9,8.42,1.71,13.09
47.85,120.18,,24.19,9.39,1.34,57.37,8.44,1.51,8.58
50.0,111.19,7.71,20.32,7.47,2.0,68.41,6.21,2.0,13.08
56.99,121.77,6.69,26.04,9.52,1.14,73.14,6.89,2.92,12.48
52.03,120.59,8.83,17.93,9.47,,78.65,7.76,2.77,4.17
54.31,111.99,8.81,26.85,7.43,0.78,80.45,7.24,0.0,10.63
51.93,112.92,8.83,22.09,6.33,0.26,65.56,8.9,4.14,8.8
63.16,122.62,7.07,18.74,7.48,1.3,80.05,8.97,1.15,11.38
48.15,115.07,8.47,21.66,7.65,1.37,81.08,6.71,2.2,11.87
48.72,117.93,4.35,31.67,6.45,0.84,70.71,7.13,2.0,11.9
54.81,,9.9,32.01,8.18,0.5,,8.92,4.04,15.61
47.3,111.2,6.4,21.39,4.29,0.85,74.03,6.83,2.12,11.55
59.19,121.69,7.84,27.53,5.8,1.06,77.38,6.29,2.54,6.04
56.7,136.12,8.36,17.53,8.97,0.74,68.01,8.07,2.63,9.65
49.03,106.58,7.5,18.38,7.37,0.21,80.61,7.15,2.16,17.62
53.08,137.05,7.98,24.68,7.79,1.35,73.25,7.7,1.58,13.08
39.73,121.44,4.61,15.4,6.07,1.01,84.8,8.7,3.07,15.97
52.09,119.03,9.64,24.1,6.74,0.8,58.9,7.53,1.36,12.94
59.32,106.64,9.75,25.54,9.99,0.66,64.92,7.63,2.4,12.22
66.58,126.62,6.03,22.58,6.02,0.72,71.68,7.37,2.12,13.7
47.8,125.43,8.97,25.6,7.74,0.66,61.85,8.8,3.93,11.18
46.78,120.74,8.32,19.4,6.79,0.52,76.49,7.13,2.23,10.49
55.93,118.49,6.2,19.46,9.97,0.37,63.17,9.39,3.39,15.68
51.76,120.61,,21.9,7.51,1.02,36.38,7.68,1.75,15.06
57.28,119.54,5.43,25.78,6.96,1.73,91.52,8.93,3.52,7.88
57.08,127.07,10.27,19.0,9.52,0.51,78.25,7.42,1.93,13.09
34.93,121.95,7.85,23.6,9.1,0.0,61.5,8.32,1.76,13.17
48.27,128.02,9.31,27.43,9.37,0.08,64.21,7.17,2.41,13.03
53.71,101.91,5.67,17.05,6.61,0.74,72.95,9.11,0.53,13.87
,102.97,10.82,24.04,7.69,1.27,60.36,8.85,2.34,14.04
58.53,117.24,4.24,21.92,8.9,,69.65,8.57,2.04,8.9
59.06,121.09,7.68,26.22,8.99,0.22,66.64,7.79,3.03,9.8
46.14,125.44,11.76,,5.5,1.02,76.64,8.42,1.86,16.6
51.27,120.25,7.91,21.29,6.48,1.74,70.66,8.81,3.31,8.5
47.99,122.04,7.08,21.66,8.21,1.4,85.96,8.81,2.09,18.55
61.74,105.96,9.25,20.58,9.77,,76.95,8.19,1.13,13.59
51.23,104.68,5.55,23.86,8.23,0.4,65.0,8.74,1.22,13.43
46.39,108.65,4.99,26.97,8.44,1.37,76.44,7.18,1.55,9.65
53.51,121.62,11.74,16.99,8.7,1.45,71.26,7.73,2.01,8.58
52.46,114.52,10.5,15.13,9.32,,75.96,8.06,2.37,10.33
52.57,105.39,9.52,23.54,9.42,0.43,65.76,6.16,0.29,9.56
56.0,129.2,9.07,16.17,9.51,1.46,62.22,7.69,1.6,6.64
37.47,,9.54,24.99,6.43,1.11,73.15,7.45,1.09,5.13
57.19,123.98,,24.66,6.86,0.23,78.47,9.04,3.57,13.01
64.41,110.49,8.2,26.61,7.54,0.49,44.72,7.74,0.99,14.5
36.98,118.38,8.49,16.3,10.57,0.81,63.68,7.38,3.23,12.8
42.59,103.64,10.0,21.55,6.99,0.88,55.12,7.74,2.9,16.23
43.2,138.02,8.73,23.0,5.91,0.84,71.51,8.05,2.27,11.77
42.11,127.42,6.7,14.92,9.25,0.05,82.67,9.2,4.43,11.76
50.24,113.2,4.44,26.04,8.06,0.99,53.93,7.77,1.82,11.8
57.3,113.1,9.07,21.51,9.62,0.58,78.82,4.82,2.58,12.33
49.02,106.17,6.96,17.09,8.39,0.35,67.97,,1.76,13.78
58.29,129.8,5.47,29.07,8.63,0.22,84.0,8.31,1.82,12.54
58.95,119.0,9.81,14.52,9.55,1.19,72.6,8.21,2.6,15.54
53.91,131.97,7.97,12.35,8.92,1.02,76.45,6.95,2.61,8.18
53.52,115.35,11.19,24.96,6.31,1.35,78.29,8.03,2.36,11.61
59.13,112.09,8.77,23.38,8.27,0.18,76.1,6.95,2.8,10.09
52.65,133.89,8.89,20.91,5.09,0.32,59.41,7.95,2.16,15.58
52.71,,6.75,28.22,5.28,1.56,67.83,8.33,3.15,15.68
66.43,113.85,13.01,,8.29,0.44,,7.91,1.4,11.51
61.22,125.65,6.38,21.81,8.54,1.19,58.97,4.91,2.26,12.04
49.58,122.51,7.44,21.6,7.51,0.67,74.02,9.91,2.13,10.93
50.03,115.01,6.97,21.24,9.71,0.63,68.91,9.01,2.18,10.1
59.82,117.02,7.3,24.98,8.77,0.5,68.89,8.07,1.25,8.76
50.78,121.2,7.88,29.16,5.14,0.33,73.35,9.02,0.0,13.52
51.71,133.96,8.77,22.69,8.91,0.71,88.22,8.1,3.34,13.6
49.38,112.82,9.83,19.54,7.53,0.94,63.69,8.55,0.0,13.52
59.62,133.39,5.35,15.82,10.66,1.09,69.65,8.41,2.04,13.06
61.05,121.61,6.22,13.73,7.34,0.9,73.42,8.24,0.0,13.71
61.44,115.78,,21.88,8.72,0.55,69.21,6.52,1.53,12.92
54.24,132.79,7.46,10.09,6.68,1.49,63.73,9.81,1.67,8.65
46.3,114.01,3.0,27.09,9.67,0.88,58.82,9.2,2.14,15.36
68.79,120.39,7.43,24.88,6.69,0.88,68.25,6.89,0.0,12.59
35.08,124.35,5.16,18.71,8.56,0.51,70.25,9.3,0.95,13.77
51.54,111.3,7.2,22.28,10.46,0.36,67.9,9.1,2.56,15.08
53.66,124.18,7.69,27.98,6.6,1.21,68.12,8.99,0.57,10.02
57.11,113.96,9.97,19.62,9.21,0.81,64.8,7.47,0.58,8.29
50.8,111.9,10.6,19.09,6.98,1.79,70.58,9.62,1.57,5.21
55.98,112.02,7.43,15.27,8.57,1.61,,8.77,3.17,16.18
58.68,120.02,,19.55,7.53,1.32,59.0,8.6,0.73,9.36
56.06,119.48,7.47,23.68,9.63,1.22,69.65,8.93,3.39,10.21
55.95,128.28,3.66,21.11,8.2,1.02,64.49,8.83,1.42,14.93
58.04,,8.15,23.72,9.48,1.32,69.11,8.32,2.43,11.66
42.64,140.76,10.13,20.6,8.64,,86.8,8.57,3.88,10.41
54.38,118.39,6.84,17.25,11.13,1.65,71.74,6.87,0.0,15.29
45.44,130.52,8.3,20.7,7.7,0.64,75.47,7.7,2.16,14.08
44.07,115.63,8.33,18.3,9.76,0.93,62.8,8.62,1.25,8.72
53.41,119.67,13.4,25.8,2.01,0.67,67.57,6.92,2.45,14.39
48.76,112.21,6.65,25.94,4.7,1.12,60.53,9.01,2.67,9.39
49.94,115.77,8.79,22.44,9.12,0.88,75.82,8.1,0.31,
59.1,122.7,7.08,29.25,7.21,0.0,71.72,7.96,1.8,12.74
51.11,115.29,11.54,29.99,9.82,0.62,70.3,7.76,3.12,10.18
45.02,114.33,7.75,25.61,8.79,0.56,79.02,6.86,2.6,8.99
55.97,108.52,7.36,18.31,7.94,1.55,59.88,,2.49,11.38
47.01,118.48,9.69,19.01,11.36,0.68,71.03,7.63,1.63,9.55
53.68,113.39,8.84,28.32,8.99,1.46,68.02,8.05,0.79,12.76
51.59,119.39,10.03,18.77,4.9,0.79,78.64,5.67,2.6,9.79
52.56,129.97,7.1,31.87,8.25,1.44,62.2,9.94,,6.59
52.27,121.06,3.47,22.6,7.86,1.22,70.29,9.43,1.33,7.29
45.15,106.45,7.33,24.22,11.68,1.08,55.1,8.3,1.17,10.29
48.95,117.34,9.24,18.14,6.7,1.66,68.64,8.28,1.78,5.81
58.57,123.44,5.97,22.81,7.59,0.57,80.66,7.67,1.1,14.52
48.37,123.11,9.26,16.94,8.23,1.24,77.17,,1.69,11.5
54.33,106.86,,14.06,8.21,1.05,59.32,9.61,2.36,13.67
44.16,111.09,8.23,21.64,,0.19,66.71,10.17,2.77,8.26
51.58,113.54,10.69,26.9,9.61,,79.12,8.27,2.48,11.59
43.72,115.12,8.14,27.21,9.05,1.48,67.26,9.62,3.32,14.34
56.8,108.15,6.62,20.64,8.24,0.74,65.54,8.15,2.87,13.58
50.24,109.38,7.94,26.42,7.42,0.74,54.0,7.52,3.15,11.65
46.79,111.89,7.27,16.96,11.17,0.99,74.68,8.8,1.93,12.77
61.02,107.41,7.33,27.93,7.66,1.14,53.76,8.34,2.6,9.51
43.83,131.67,2.26,25.73,7.47,0.35,61.3,7.84,1.58,13.77
53.67,131.58,7.23,18.19,7.96,0.5,64.37,7.49,0.43,5.67
56.93,124.82,8.5,19.69,7.27,1.16,75.75,8.12,1.47,13.32
54.84,121.68,7.25,19.7,9.0,0.82,56.82,7.52,2.78,11.84
53.14,107.23,8.86,23.09,8.75,1.97,72.31,7.01,2.57,10.46
55.04,107.69,10.45,,9.58,1.17,63.06,8.87,2.35,8.6
63.95,118.15,6.53,21.15,6.82,1.35,70.86,8.49,1.79,8.08
51.26,124.53,7.11,21.42,9.91,0.6,72.03,8.29,1.56,10.4
65.25,,10.39,26.3,7.76,1.48,62.31,8.26,2.89,10.88
42.18,110.97,7.87,33.16,8.79,1.06,52.84,9.54,1.71,12.36
51.17,121.95,8.84,29.13,4.85,0.38,84.5,11.0,1.72,14.48
59.16,116.2,7.98,23.93,10.12,0.89,66.16,7.89,1.75,16.42
43.03,124.23,9.92,21.05,7.71,1.1,81.91,8.27,1.19,11.99
47.37,122.52,6.9,13.76,8.65,2.02,80.19,8.61,1.19,14.86
47.44,106.45,8.69,22.87,10.76,0.73,66.64,8.46,2.56,12.8
50.27,119.31,8.62,27.29,6.65,1.35,52.67,7.2,1.64,
49.58,124.37,6.34,23.74,6.82,0.37,65.95,7.84,2.54,9.76
51.88,132.27,8.95,19.67,9.1,0.83,74.16,8.8,3.29,9.36
57.24,116.19,8.11,22.84,7.78,0.8,76.87,,3.94,11.48
43.02,108.55,8.26,16.54,11.11,0.46,79.09,8.54,3.28,7.96
58.75,123.54,5.51,24.74,8.02,2.28,70.38,7.82,0.92,14.64
50.75,118.88,6.25,20.48,7.64,0.08,67.44,8.77,,14.1
46.89,106.89,5.34,15.57,8.44,1.37,78.61,6.88,2.32,8.54
47.03,130.0,9.98,18.12,9.32,1.17,66.61,8.52,2.12,16.18
56.03,110.44,7.0,22.3,8.22,0.0,67.19,8.1,2.59,10.32
55.25,109.62,11.24,16.98,5.5,1.03,54.84,8.31,2.09,11.49
56.28,115.22,8.27,27.88,7.19,0.98,77.48,6.98,2.24,6.97
59.05,112.2,3.64,27.63,7.71,1.05,54.12,8.6,2.08,14.22
59.16,115.24,7.85,20.01,7.44,1.57,75.44,8.76,2.36,10.8
55.4,108.51,7.07,17.91,8.54,0.6,85.54,8.85,1.34,10.63
56.51,109.71,4.44,25.82,7.4,0.79,71.74,6.07,0.83,11.02
49.23,127.5,10.97,,9.61,1.79,61.57,6.86,1.03,
49.47,125.62,8.91,25.26,9.21,1.85,54.66,7.84,1.71,9.51
45.18,116.63,10.52,19.19,9.38,1.65,57.55,6.95,2.21,11.24
50.01,114.8,11.26,21.69,7.61,1.96,72.52,8.65,3.05,6.46
51.64,119.52,7.23,29.67,8.03,1.29,70.11,7.9,3.28,17.52
52.62,129.33,8.51,19.51,6.82,0.69,67.4,7.32,2.63,9.32
61.33,127.95,3.73,19.81,6.61,1.23,54.99,7.18,2.29,13.67
58.24,120.5,8.9,17.86,6.31,1.28,78.16,6.55,1.55,13.77
42.82,,9.05,19.78,10.3,0.74,64.88,6.91,1.11,10.06
57.65,127.98,11.56,19.57,5.53,0.7,81.31,6.64,3.51,12.48
62.72,127.57,7.73,25.87,8.35,0.12,67.74,8.3,0.0,10.57
47.0,,10.65,17.19,5.76,0.0,78.67,7.38,1.43,7.89
48.41,126.84,7.23,22.54,7.29,1.15,74.26,8.78,1.16,13.77
50.53,107.96,6.51,17.82,6.59,1.01,53.29,7.16,2.45,13.68
50.87,,9.16,17.88,6.46,1.53,75.11,9.04,1.56,14.52
46.17,127.73,7.1,19.77,6.48,0.96,66.26,7.98,2.34,11.06
49.56,99.17,11.85,15.1,7.31,0.81,79.23,9.38,0.5,12.0
44.04,110.57,9.51,19.91,5.95,1.35,72.65,8.02,1.77,7.97
44.09,139.77,8.47,18.33,6.83,0.87,72.72,7.64,0.0,9.17
52.44,124.98,7.19,29.17,9.34,0.9,68.42,5.73,2.71,10.07
60.56,118.14,9.31,20.13,8.63,1.46,73.08,8.07,2.29,11.05
,134.98,7.08,23.28,,0.02,80.98,9.53,1.39,14.92
51.23,130.55,7.88,22.69,10.56,1.18,72.9,7.01,1.88,10.76
54.66,124.87,5.75,28.64,,1.31,62.97,8.84,3.18,10.4
58.17,116.84,9.11,13.35,7.11,0.73,74.5,8.45,0.85,12.57
65.43,115.68,6.44,24.85,9.06,0.95,,6.94,1.73,10.81
56.78,,7.37,25.51,7.84,1.95,69.86,6.46,1.23,12.36
41.51,123.16,9.57,16.75,11.8,1.17,73.63,7.51,1.17,8.25
56.99,116.67,6.08,20.49,7.71,1.09,77.79,8.51,2.08,16.02
67.98,123.21,10.49,25.52,6.59,1.78,61.6,8.97,2.02,17.78
62.97,120.43,7.78,20.68,8.53,0.96,62.16,9.05,0.54,14.28
48.51,120.98,8.15,24.76,6.59,0.56,72.76,7.05,1.54,13.15
55.53,112.29,9.12,16.76,9.98,1.0,89.87,10.02,0.37,6.78
41.85,120.78,11.85,14.55,7.54,1.24,58.19,7.44,1.62,16.74
52.39,116.2,6.05,24.63,9.08,1.28,71.22,7.79,1.39,14.85
55.24,123.89,7.69,18.92,9.69,1.11,82.68,9.84,1.29,15.96
49.07,111.76,11.88,22.13,6.86,0.72,86.54,8.79,0.0,8.05
56.21,122.41,9.13,17.26,6.18,0.65,66.74,7.19,0.33,11.29
52.63,,4.09,22.05,8.08,0.79,71.17,6.66,1.82,14.42
51.06,132.2,8.9,11.84,9.06,1.38,66.97,7.62,1.21,13.97
45.42,114.03,7.17,16.8,5.91,0.92,66.89,9.74,3.23,8.17
51.2,134.18,8.65,19.38,7.67,1.56,57.96,8.12,0.4,13.33
51.32,112.79,9.49,27.78,7.8,0.74,55.36,7.67,,14.34
50.63,115.33,6.17,13.03,,0.96,73.44,9.48,,15.05
49.15,110.52,6.27,21.82,9.52,1.14,,7.9,2.42,12.72
43.19,112.57,7.78,15.41,9.93,0.71,74.49,7.76,0.69,13.67
50.43,103.67,7.08,17.17,11.38,0.18,74.63,7.98,1.32,13.3
60.39,132.99,11.42,22.35,8.29,1.14,68.23,8.22,1.05,15.11
67.84,121.15,9.3,16.19,8.2,0.62,67.42,9.03,0.14,12.25
48.34,119.41,5.52,26.41,8.52,0.73,73.62,6.53,1.63,10.7
62.96,116.6,11.15,25.36,7.51,2.04,78.96,8.39,1.45,10.42
55.12,120.17,10.47,29.63,9.84,0.82,72.36,8.62,1.88,9.13
51.37,106.85,9.09,21.08,8.2,0.49,84.15,10.88,1.89,9.77
51.68,117.68,10.19,22.95,9.04,1.05,53.16,8.2,2.25,6.94
43.53,108.32,7.52,24.58,6.03,0.49,88.57,8.28,1.23,12.99
50.59,120.51,7.91,23.14,6.91,0.97,75.24,6.25,,9.46
58.77,128.69,6.29,16.35,6.34,1.11,65.54,8.19,0.22,17.19
43.22,109.23,7.24,24.2,6.62,0.53,79.17,8.47,0.08,6.21
46.58,124.92,6.52,19.22,9.5,0.18,75.02,6.05,1.44,10.3
55.48,124.58,5.55,22.29,6.41,1.28,85.38,7.19,3.04,9.98
53.97,126.18,8.44,22.08,10.24,0.19,69.39,9.22,0.0,13.77
51.57,118.66,8.32,22.76,7.08,1.2,67.85,7.62,3.08,10.43
45.59,124.93,6.42,23.21,7.3,1.24,78.16,8.86,0.93,11.25
,113.58,8.11,20.26,8.54,0.62,81.91,6.31,1.55,11.23
51.72,110.89,,21.53,6.43,1.5,73.21,9.2,0.74,9.67
60.28,119.66,8.35,27.66,10.73,0.82,58.74,9.0,2.93,8.21
49.31,120.87,6.09,27.01,7.92,,82.64,7.85,2.29,12.04
47.99,118.49,8.97,20.08,8.6,1.57,83.47,6.75,2.76,17.6
47.89,122.6,8.94,,5.33,0.85,76.87,7.97,2.05,6.35
60.45,124.11,6.47,19.24,7.0,0.94,60.47,9.77,3.86,9.82
49.02,129.83,7.71,24.66,11.73,1.04,75.08,7.37,1.58,10.42
58.02,118.47,10.56,30.39,6.77,1.4,73.65,8.51,2.38,4.87
64.94,113.81,8.78,28.38,7.23,1.17,79.81,7.8,2.48,11.91
43.78,121.9,4.9,19.01,6.72,1.87,62.54,8.24,1.5,14.24
51.33,111.41,5.7,23.33,6.74,1.41,73.93,7.33,0.0,10.72
50.81,,8.04,23.72,5.91,1.09,85.3,8.64,2.56,8.11
56.1,121.3,11.91,28.15,7.77,1.21,70.29,,3.35,7.86
59.62,108.0,5.7,27.89,6.96,1.88,51.11,8.81,3.6,15.27
56.84,116.73,,,8.94,0.77,76.69,10.23,2.76,7.55
41.08,109.51,8.18,21.33,9.66,0.47,61.8,,2.39,13.02
53.13,117.28,,18.31,10.62,1.27,87.33,9.57,3.3,11.61
50.17,122.54,6.75,28.26,9.27,0.68,74.51,8.16,1.03,12.94
43.2,123.08,7.44,23.46,7.01,0.99,73.07,8.33,2.09,13.15
49.5,133.91,7.73,19.37,6.52,1.42,61.18,8.71,3.48,8.73
44.31,122.87,10.6,19.82,7.34,0.0,70.72,7.94,1.11,14.98
53.87,110.45,6.92,19.82,9.35,1.4,65.2,10.06,2.13,14.4
56.58,121.21,9.65,26.86,8.84,0.96,73.34,7.55,0.1,5.57
43.45,101.53,8.58,21.51,6.87,1.55,72.95,6.62,1.73,11.19
47.09,117.24,10.08,26.54,8.2,0.32,74.18,6.96,2.79,16.57
57.07,114.28,7.98,23.76,7.73,0.85,86.58,8.65,3.0,13.73
63.5,128.41,6.59,27.27,7.69,0.84,74.44,9.54,2.1,12.64
50.4,103.94,10.43,22.28,9.91,1.67,62.08,9.37,1.66,13.5
65.34,114.17,7.44,17.87,9.01,0.34,64.32,9.31,1.96,9.36
48.05,116.22,8.77,20.31,10.65,1.55,79.67,8.89,1.35,12.26
43.94,116.66,9.07,19.61,9.32,1.07,77.36,7.43,1.3,13.01
62.46,105.11,11.83,20.66,9.29,1.07,72.75,8.77,2.57,15.24
55.66,112.84,9.96,28.13,7.94,1.4,78.39,6.95,1.62,6.97
52.24,114.26,8.97,,8.83,0.89,76.33,8.14,2.39,9.19
54.45,113.07,6.04,20.96,7.15,0.51,70.82,7.13,2.68,13.14
59.87,100.17,7.02,26.29,6.04,0.7,67.68,10.04,2.08,9.57
59.66,125.27,13.47,17.96,5.76,1.75,75.36,8.44,3.31,12.8
55.28,120.74,11.79,21.22,3.25,1.01,49.24,8.07,3.53,9.31
44.96,123.02,5.88,15.46,6.62,0.53,82.67,8.23,1.19,10.5
56.86,120.12,8.83,20.63,9.23,1.28,61.87,5.63,3.01,10.84
45.72,126.77,7.96,25.08,7.84,0.81,72.47,7.64,2.55,18.4
51.99,118.5,7.0,22.01,8.02,1.51,67.75,9.61,2.5,9.59
45.63,116.26,8.44,19.51,7.43,0.88,66.8,6.85,2.76,8.98
52.06,114.37,8.57,26.37,,1.11,56.43,7.9,,10.69
58.34,140.65,9.75,23.6,8.12,1.79,72.33,7.51,0.61,16.33
58.32,117.76,8.5,23.9,8.16,0.19,73.42,8.71,2.79,10.2
53.31,117.96,9.2,16.93,7.86,0.5,60.3,8.6,2.77,17.65
52.61,117.36,8.63,20.31,8.84,0.06,68.06,8.72,2.13,13.26
49.91,122.01,8.39,14.73,9.81,0.0,60.72,6.71,1.71,11.47
56.13,124.01,8.37,20.43,9.12,0.68,67.89,6.86,2.87,13.19
45.69,119.37,,22.45,8.54,1.37,57.7,5.83,2.36,17.31
49.52,120.14,5.79,22.91,8.39,1.15,64.6,9.26,2.49,11.12
51.65,110.89,7.33,17.05,7.36,0.0,77.66,7.68,1.99,9.79
50.84,106.67,5.79,26.0,7.58,1.23,91.05,8.58,2.27,15.01
49.21,109.96,8.06,21.75,6.67,1.96,66.59,10.18,2.99,10.46
58.71,124.37,11.58,20.76,9.28,1.51,62.87,6.45,0.71,10.21
55.22,110.13,6.12,22.0,8.97,0.82,71.7,7.86,1.43,10.72
48.17,,7.68,21.92,10.38,0.42,71.04,6.87,2.46,11.66
49.77,137.4,10.98,28.96,6.23,0.39,82.72,8.88,1.99,13.43
54.61,107.71,9.49,21.02,7.3,1.28,61.7,7.54,1.25,13.41
48.95,107.27,8.11,20.64,7.61,1.5,88.25,7.96,1.69,14.28
52.17,111.59,7.91,27.67,9.42,1.26,61.94,10.25,2.09,12.25
58.59,128.03,6.49,25.64,10.18,0.87,74.82,8.57,2.05,10.82
46.2,119.5,6.64,18.17,6.9,0.98,78.07,8.07,1.57,12.69
53.71,128.9,7.69,16.34,,1.56,68.16,,3.11,12.78
48.43,124.89,5.78,19.57,7.21,1.2,67.77,7.62,2.23,8.7
47.62,125.89,7.0,16.33,9.48,1.84,53.97,7.78,2.18,12.48
51.5,115.8,10.44,28.25,9.43,1.28,78.12,7.41,0.0,12.92
47.9,133.46,7.95,29.23,7.9,1.47,70.81,8.98,2.05,10.58
54.27,111.5,8.68,16.55,10.05,0.17,79.18,8.48,,16.01
52.02,111.03,4.02,23.13,9.03,0.92,64.34,7.24,2.72,14.85
52.05,110.46,7.26,14.96,8.64,0.29,71.62,9.0,1.2,8.87
50.02,115.91,10.01,23.59,8.07,1.46,66.38,8.86,2.23,6.76
55.97,118.54,5.99,25.89,9.75,0.46,70.12,7.65,3.1,12.9
51.46,117.82,8.11,19.03,6.54,0.82,74.38,8.46,1.79,9.67
49.18,130.97,9.98,21.3,6.42,0.0,76.16,9.24,2.5,12.21
57.45,121.31,9.27,17.52,8.26,0.59,64.22,7.89,4.36,16.14
51.87,129.04,6.57,18.49,5.68,0.32,77.52,8.66,2.05,13.36
60.17,115.73,12.03,17.11,9.35,0.99,76.1,7.84,1.47,16.67
64.28,112.11,10.19,,8.2,0.98,65.14,8.1,4.35,10.27
55.55,114.38,5.64,21.83,7.85,1.4,61.35,9.04,1.31,12.65
58.88,122.32,10.09,17.82,6.96,0.24,66.83,6.7,1.11,12.88
53.32,118.46,7.16,24.5,7.58,0.67,90.18,6.48,1.0,17.89
50.53,114.65,7.58,15.75,7.11,1.26,56.46,8.31,1.08,11.76
53.32,,5.17,20.71,7.48,0.94,69.63,8.38,2.71,10.56
54.19,122.45,6.66,21.66,9.61,0.92,72.44,8.66,3.09,14.27
57.56,115.06,2.32,23.2,5.51,1.33,69.15,7.91,2.73,16.04
44.32,108.0,9.91,19.95,8.92,1.65,61.1,8.15,3.71,9.29
54.02,113.89,8.51,16.18,8.21,1.07,65.85,8.13,2.24,17.68
46.15,119.68,8.46,24.74,7.84,0.12,,6.35,0.47,10.09
47.66,117.44,9.23,26.18,9.05,0.84,87.62,9.04,1.59,14.19
41.18,119.22,6.93,14.07,5.96,0.46,77.22,8.9,0.74,10.21
56.96,132.12,10.25,15.64,8.79,1.48,65.14,8.26,2.04,11.73
57.2,119.96,6.19,18.18,8.91,,70.33,10.38,2.98,13.45
60.66,115.45,4.35,27.94,6.69,0.51,80.71,7.95,3.18,17.26
47.81,116.41,8.57,28.44,8.24,1.09,60.36,8.19,0.83,15.4
46.98,135.39,6.26,25.85,7.63,,51.87,8.51,,16.82
50.44,116.23,8.25,24.44,10.91,0.89,71.02,8.5,0.75,15.37
54.36,123.24,9.57,24.48,11.85,1.05,69.19,8.16,3.04,16.13
52.17,117.06,6.61,17.84,8.13,0.93,59.39,7.86,2.84,14.06
61.26,130.17,10.87,29.74,7.33,0.93,60.63,7.74,0.87,11.13
62.96,116.44,7.62,25.2,10.76,1.68,69.46,6.73,2.61,9.92
48.54,120.36,8.52,22.27,7.81,1.29,84.91,7.21,1.68,14.93
53.43,133.85,,20.94,6.11,1.38,64.26,7.92,2.25,11.82
53.63,127.65,7.83,22.31,9.01,2.16,74.26,8.28,1.53,14.52
50.09,121.35,4.63,23.09,6.62,0.81,86.17,8.73,2.53,10.76
49.04,129.76,,16.68,9.77,1.27,67.7,7.59,3.23,5.27
53.47,124.24,8.71,22.39,7.06,0.82,68.25,9.27,0.48,18.01
53.22,122.1,6.69,28.14,9.52,1.37,74.36,6.74,1.59,17.7
53.4,115.7,7.9,15.75,8.29,0.37,57.71,7.75,2.73,11.61
57.69,109.88,9.35,20.71,8.93,1.05,58.39,7.06,1.6,12.37
52.16,102.19,8.54,23.81,8.7,0.74,80.53,9.57,2.78,13.21
51.28,123.36,7.62,18.98,8.49,1.46,72.0,8.31,0.0,13.39
53.07,117.27,10.33,23.15,5.61,0.28,75.43,10.29,1.27,15.98
59.31,108.49,9.83,24.61,6.61,1.55,79.21,9.77,2.96,7.78
48.99,119.47,6.83,21.68,11.96,1.15,83.98,8.96,3.21,14.55
,114.33,9.84,14.29,8.12,0.55,56.18,8.19,2.47,9.4
51.82,116.8,5.44,21.21,6.96,0.74,75.18,7.6,1.56,12.26
45.04,129.81,7.51,25.72,5.17,1.23,49.92,6.55,2.45,10.17
46.38,112.74,6.05,19.56,9.19,0.68,84.03,8.23,,9.64
53.45,109.33,6.43,18.41,8.47,0.0,79.68,7.31,2.67,
51.43,134.8,11.11,25.35,6.87,1.41,70.31,8.62,2.76,13.55
63.07,137.03,9.02,18.22,6.98,1.66,61.46,8.32,2.58,14.78
44.34,121.72,6.79,24.21,8.58,,79.06,6.45,1.06,8.67
58.48,121.83,5.99,18.08,7.44,1.89,70.37,7.59,1.59,9.33
45.05,112.59,7.89,22.21,,1.58,63.25,6.52,0.71,12.0
52.84,113.24,9.85,25.99,11.87,2.03,67.12,8.08,2.31,13.48
54.49,111.53,7.49,28.63,7.96,0.0,90.1,7.7,2.57,15.88
35.94,130.93,7.9,23.31,6.56,0.75,61.23,8.0,,10.86
