claim_amount,policy_age_years,prev_claims,injury_severity,days_to_report,num_witnesses,vehicle_age_years,repair_cost,agent_flagged,is_fraud
146738.52,8.1,6.0,1.0,53.0,3.0,0.0,42211.85,0.0,1
439300.88,17.4,5.0,1.0,55.0,0.0,4.0,37472.39,1.0,1
149213.2,13.4,7.0,2.0,2.0,0.0,3.0,5553.57,1.0,1
401179.05,15.6,4.0,3.0,5.0,1.0,1.0,6283.93,0.0,0
176207.82,19.0,1.0,2.0,49.0,3.0,3.0,21373.43,0.0,0
321191.31,4.1,7.0,1.0,44.0,2.0,7.0,34692.14,0.0,1
186966.44,5.6,9.0,1.0,18.0,0.0,16.0,46114.8,0.0,1
93351.02,15.5,6.0,3.0,64.0,4.0,15.0,18281.93,0.0,1
216730.14,0.4,2.0,2.0,75.0,0.0,7.0,6792.61,0.0,1
353990.12,15.7,2.0,2.0,,4.0,4.0,43139.86,0.0,0
382465.8,16.6,4.0,3.0,68.0,4.0,10.0,21402.9,0.0,0
254599.22,13.0,2.0,1.0,24.0,2.0,18.0,47181.33,0.0,0
492834.19,2.6,4.0,3.0,52.0,4.0,16.0,46861.8,1.0,1
175670.17,19.5,1.0,4.0,73.0,4.0,19.0,5972.84,,0
36255.15,6.5,4.0,1.0,7.0,2.0,17.0,25101.19,0.0,0
192155.49,17.9,2.0,3.0,9.0,4.0,15.0,1225.6,0.0,0
202939.83,13.1,0.0,4.0,67.0,2.0,10.0,39110.16,0.0,0
452989.96,11.8,5.0,2.0,27.0,1.0,14.0,27260.52,0.0,1
92888.26,7.6,8.0,3.0,39.0,0.0,6.0,8364.01,0.0,1
390903.85,18.8,1.0,4.0,24.0,0.0,13.0,32403.76,0.0,0
47798.78,15.1,6.0,3.0,30.0,2.0,5.0,14899.32,0.0,0
457742.2,9.0,3.0,4.0,33.0,1.0,0.0,23465.93,0.0,1
30687.38,0.2,6.0,4.0,25.0,2.0,5.0,18324.73,0.0,1
87174.33,17.2,0.0,1.0,24.0,0.0,17.0,1632.81,0.0,0
194131.72,3.7,5.0,4.0,13.0,3.0,11.0,26579.44,0.0,1
138434.04,9.0,6.0,4.0,3.0,1.0,9.0,10121.34,0.0,0
365917.89,19.1,7.0,3.0,,3.0,3.0,22649.8,0.0,1
396115.5,3.4,0.0,1.0,50.0,4.0,9.0,26469.76,0.0,0
170389.7,14.6,7.0,3.0,22.0,0.0,10.0,4413.74,0.0,1
386004.01,10.5,6.0,4.0,22.0,0.0,11.0,27128.42,0.0,1
145988.41,14.6,2.0,3.0,26.0,2.0,1.0,5784.39,0.0,1
312412.69,5.9,0.0,2.0,31.0,4.0,8.0,1891.64,0.0,0
419349.08,11.4,2.0,3.0,10.0,4.0,19.0,36293.65,1.0,1
94662.37,7.2,0.0,4.0,32.0,,0.0,34221.26,0.0,0
217288.31,18.5,4.0,3.0,45.0,3.0,1.0,21653.2,0.0,0
378586.13,7.6,7.0,4.0,20.0,0.0,5.0,18328.79,0.0,1
455127.89,15.6,7.0,2.0,10.0,2.0,17.0,17021.02,1.0,1
114355.5,8.8,8.0,1.0,4.0,3.0,14.0,41337.38,0.0,1
114852.55,15.1,5.0,1.0,45.0,1.0,6.0,43225.69,1.0,1
347660.75,16.1,5.0,1.0,76.0,0.0,13.0,47123.66,0.0,1
259290.16,,8.0,1.0,1.0,1.0,15.0,26865.2,0.0,1
14291.99,11.1,6.0,,43.0,3.0,7.0,16138.92,0.0,0
4700.67,11.0,5.0,3.0,74.0,0.0,17.0,13610.93,0.0,1
393381.85,8.7,1.0,2.0,33.0,0.0,8.0,30085.73,0.0,0
209726.31,16.4,4.0,2.0,19.0,0.0,1.0,33409.94,0.0,0
362210.97,1.8,1.0,3.0,72.0,4.0,12.0,4225.99,0.0,1
333634.59,19.2,1.0,2.0,67.0,4.0,7.0,48670.59,0.0,0
156754.47,2.2,8.0,1.0,9.0,2.0,5.0,40183.88,0.0,0
119800.87,3.0,6.0,3.0,30.0,3.0,16.0,31657.48,0.0,1
433736.42,2.3,9.0,1.0,65.0,3.0,18.0,30372.83,0.0,1
160811.43,12.4,1.0,3.0,20.0,0.0,2.0,17775.7,0.0,0
232405.89,4.2,4.0,,65.0,1.0,18.0,15766.9,0.0,1
365975.37,6.3,3.0,3.0,72.0,0.0,1.0,12548.68,0.0,0
269576.36,0.5,9.0,2.0,53.0,4.0,3.0,14219.68,0.0,1
97952.35,20.0,7.0,4.0,47.0,1.0,9.0,31564.73,1.0,0
133092.91,7.6,9.0,1.0,20.0,0.0,18.0,47245.29,0.0,1
136095.51,2.4,4.0,3.0,0.0,4.0,1.0,3581.68,0.0,0
362663.91,7.2,9.0,3.0,3.0,2.0,9.0,3377.8,0.0,1
398133.7,14.8,5.0,4.0,15.0,2.0,9.0,35040.61,0.0,1
324569.33,16.5,0.0,4.0,60.0,4.0,4.0,988.41,0.0,0
330655.8,15.4,,1.0,2.0,0.0,2.0,16619.92,0.0,0
111228.61,19.8,9.0,3.0,70.0,3.0,0.0,23735.01,0.0,1
389580.38,1.2,8.0,3.0,37.0,2.0,1.0,31978.56,0.0,1
266001.63,16.4,2.0,2.0,3.0,0.0,8.0,11493.38,0.0,0
206393.38,8.8,4.0,3.0,48.0,0.0,7.0,21372.74,0.0,0
435494.72,13.5,1.0,2.0,73.0,4.0,0.0,42704.62,0.0,0
414693.05,7.5,7.0,1.0,62.0,4.0,15.0,40928.09,1.0,1
227354.54,1.7,3.0,3.0,31.0,3.0,0.0,46965.71,1.0,1
320696.19,,5.0,2.0,44.0,,6.0,12559.59,0.0,1
395939.47,5.1,7.0,4.0,,4.0,12.0,31182.41,0.0,1
,14.0,1.0,1.0,36.0,3.0,10.0,46346.22,0.0,1
465840.72,4.7,1.0,2.0,77.0,2.0,8.0,30321.61,0.0,1
412236.06,8.6,8.0,3.0,66.0,2.0,6.0,49079.96,0.0,1
92767.07,1.2,8.0,1.0,71.0,1.0,6.0,39892.49,0.0,0
391600.75,7.4,7.0,4.0,8.0,2.0,15.0,10067.81,0.0,1
119705.75,17.6,5.0,3.0,42.0,4.0,4.0,35711.06,0.0,0
322943.94,,8.0,1.0,19.0,3.0,2.0,42034.19,1.0,1
156098.25,18.9,7.0,4.0,22.0,3.0,14.0,20009.72,0.0,1
35164.76,2.6,0.0,2.0,23.0,0.0,18.0,10796.64,1.0,0
264636.84,0.1,9.0,4.0,68.0,1.0,4.0,16775.66,0.0,1
170495.96,2.5,5.0,2.0,48.0,3.0,5.0,24714.67,0.0,1
38683.85,5.1,,2.0,,3.0,18.0,11691.82,0.0,0
381992.49,8.9,7.0,2.0,57.0,1.0,13.0,33178.67,0.0,1
225509.29,19.1,4.0,3.0,84.0,2.0,17.0,18693.06,1.0,0
403980.64,17.4,9.0,1.0,72.0,2.0,3.0,49241.2,1.0,1
167322.78,9.1,2.0,4.0,30.0,1.0,9.0,16539.84,0.0,1
403996.23,6.1,1.0,3.0,45.0,4.0,6.0,45849.54,0.0,0
202162.94,17.6,8.0,4.0,76.0,2.0,2.0,3697.39,0.0,0
125910.75,,9.0,1.0,25.0,0.0,1.0,11302.59,0.0,0
115450.28,15.5,8.0,1.0,1.0,2.0,13.0,13368.59,0.0,1
401641.97,16.0,5.0,4.0,65.0,1.0,7.0,46593.88,1.0,1
172958.85,17.4,6.0,2.0,75.0,2.0,15.0,20865.64,0.0,0
27416.71,2.8,0.0,1.0,81.0,1.0,14.0,37359.54,0.0,0
371853.65,14.1,0.0,1.0,83.0,1.0,13.0,11172.62,0.0,0
253720.69,6.1,0.0,3.0,77.0,1.0,6.0,28573.28,0.0,1
192330.29,16.5,2.0,4.0,61.0,2.0,13.0,33760.32,0.0,0
128797.76,1.5,0.0,1.0,37.0,3.0,0.0,30718.68,1.0,0
420658.16,3.9,7.0,2.0,51.0,1.0,2.0,35629.62,1.0,1
109313.86,18.4,2.0,1.0,20.0,4.0,3.0,7864.94,0.0,0
498444.54,3.4,7.0,1.0,36.0,3.0,16.0,10289.63,0.0,1
388820.3,0.9,9.0,4.0,42.0,4.0,4.0,37249.88,1.0,1
112581.73,3.8,9.0,3.0,61.0,2.0,15.0,48487.54,0.0,0
98725.11,12.1,2.0,1.0,26.0,4.0,7.0,7663.62,0.0,0
310344.61,8.2,3.0,1.0,35.0,2.0,14.0,47478.15,0.0,0
210982.07,1.1,3.0,4.0,36.0,1.0,14.0,6959.08,0.0,0
412502.23,10.6,3.0,3.0,70.0,4.0,5.0,40982.17,0.0,1
90962.71,0.7,3.0,4.0,77.0,4.0,0.0,41907.93,0.0,0
,15.2,0.0,1.0,85.0,1.0,9.0,38770.51,1.0,1
62733.77,15.9,0.0,2.0,27.0,3.0,3.0,45990.16,0.0,0
133315.2,8.8,1.0,4.0,25.0,4.0,6.0,31750.82,0.0,0
216739.34,11.9,0.0,3.0,55.0,3.0,10.0,36899.92,0.0,0
489076.98,11.4,5.0,2.0,,1.0,2.0,38227.52,0.0,1
344916.08,9.4,1.0,1.0,37.0,3.0,2.0,32757.55,0.0,0
87413.55,14.6,1.0,4.0,65.0,2.0,16.0,7813.36,0.0,0
432379.96,12.8,8.0,1.0,70.0,2.0,15.0,7689.49,1.0,1
151631.02,5.1,2.0,2.0,88.0,2.0,2.0,11228.41,0.0,0
428992.77,13.6,5.0,3.0,37.0,0.0,6.0,19630.3,0.0,0
337138.74,3.5,6.0,4.0,55.0,2.0,12.0,37893.89,1.0,0
20974.93,17.6,5.0,1.0,34.0,4.0,7.0,11491.89,1.0,0
317019.74,4.2,4.0,2.0,,4.0,4.0,35265.95,,0
260039.9,,5.0,1.0,35.0,1.0,19.0,34058.36,0.0,0
154551.56,8.0,8.0,1.0,22.0,3.0,11.0,34731.02,0.0,1
492569.72,16.7,0.0,3.0,62.0,0.0,5.0,6017.05,0.0,0
294352.04,6.0,9.0,1.0,4.0,0.0,8.0,48568.67,0.0,1
498012.97,0.1,0.0,3.0,57.0,1.0,9.0,25950.62,0.0,1
109362.7,10.0,9.0,4.0,59.0,3.0,18.0,10389.03,0.0,1
331155.09,7.0,8.0,4.0,28.0,0.0,5.0,16737.22,1.0,1
125774.24,0.5,2.0,2.0,,4.0,15.0,35082.57,0.0,0
94887.26,13.8,2.0,1.0,60.0,1.0,6.0,49729.68,0.0,0
364187.94,1.9,2.0,3.0,27.0,0.0,4.0,15255.64,0.0,0
170587.48,15.5,4.0,4.0,50.0,2.0,15.0,25317.28,0.0,1
320875.84,10.2,2.0,3.0,29.0,3.0,5.0,7230.84,,0
448971.0,7.2,2.0,3.0,27.0,2.0,2.0,49663.47,0.0,0
139787.34,9.6,8.0,4.0,7.0,3.0,14.0,14071.87,0.0,1
84798.82,5.7,4.0,2.0,73.0,3.0,12.0,45919.24,0.0,0
244321.93,2.4,4.0,1.0,28.0,2.0,5.0,28073.39,0.0,1
79276.8,2.7,5.0,4.0,36.0,0.0,3.0,47435.25,1.0,1
,8.6,6.0,3.0,80.0,3.0,14.0,7152.75,0.0,1
69854.77,4.8,8.0,4.0,35.0,3.0,,5665.31,0.0,0
359922.8,11.4,8.0,1.0,85.0,1.0,4.0,16410.49,1.0,1
359971.04,2.0,2.0,1.0,48.0,3.0,14.0,24978.39,1.0,0
422582.47,8.6,2.0,1.0,55.0,3.0,2.0,35828.37,0.0,0
410467.12,15.1,2.0,3.0,64.0,3.0,18.0,4625.57,0.0,1
40349.32,1.6,9.0,4.0,10.0,4.0,11.0,29793.04,0.0,0
251794.58,4.3,0.0,3.0,24.0,3.0,14.0,20143.7,0.0,1
23411.31,8.0,9.0,4.0,62.0,3.0,8.0,9940.06,0.0,0
225902.73,7.5,5.0,3.0,82.0,3.0,1.0,42204.13,0.0,1
479511.42,2.1,2.0,3.0,26.0,1.0,19.0,48663.98,0.0,1
9725.37,1.5,4.0,1.0,77.0,0.0,8.0,6672.6,1.0,1
199530.89,0.9,8.0,3.0,49.0,2.0,16.0,30867.12,0.0,1
23240.85,19.6,0.0,3.0,38.0,1.0,13.0,7872.67,0.0,0
221013.87,2.9,6.0,3.0,68.0,4.0,2.0,37007.04,1.0,1
266063.7,2.5,5.0,1.0,88.0,0.0,8.0,43312.55,0.0,1
329375.17,6.4,0.0,4.0,48.0,3.0,5.0,,0.0,0
218544.84,2.1,4.0,3.0,17.0,0.0,5.0,11737.22,0.0,1
368313.8,19.2,0.0,2.0,72.0,3.0,14.0,45633.12,0.0,0
475613.2,4.2,9.0,1.0,13.0,2.0,7.0,32876.99,0.0,1
123991.7,14.4,,2.0,29.0,1.0,14.0,34836.27,0.0,1
108487.48,5.9,9.0,3.0,25.0,3.0,11.0,28364.12,0.0,1
11488.15,19.4,1.0,,54.0,4.0,13.0,2569.07,0.0,0
32242.25,12.0,5.0,2.0,20.0,4.0,8.0,19041.21,1.0,0
495685.36,11.1,8.0,4.0,38.0,4.0,0.0,32217.18,0.0,0
383966.44,12.5,3.0,4.0,27.0,2.0,7.0,44459.25,0.0,0
53255.45,4.9,0.0,3.0,18.0,3.0,17.0,47598.73,0.0,0
427268.87,18.1,9.0,4.0,74.0,1.0,15.0,32762.22,1.0,1
217051.32,14.1,1.0,3.0,3.0,3.0,4.0,5303.04,0.0,0
94500.92,4.0,9.0,2.0,29.0,4.0,7.0,7559.08,0.0,1
471483.21,3.4,8.0,2.0,69.0,4.0,7.0,48449.86,1.0,1
278724.07,17.0,4.0,2.0,16.0,3.0,13.0,36034.37,1.0,1
451486.68,0.5,9.0,3.0,37.0,0.0,15.0,12951.86,0.0,1
463783.29,14.2,6.0,4.0,57.0,1.0,8.0,38344.85,0.0,1
34099.42,5.2,6.0,1.0,46.0,1.0,19.0,11137.69,0.0,1
428592.85,18.3,,4.0,55.0,4.0,4.0,23990.25,0.0,1
432952.63,10.4,7.0,3.0,29.0,4.0,4.0,48017.51,0.0,1
455417.82,11.2,2.0,4.0,27.0,0.0,10.0,21020.58,0.0,0
330571.21,19.1,7.0,3.0,69.0,4.0,,20713.26,0.0,0
,12.2,8.0,3.0,76.0,4.0,8.0,47869.35,0.0,1
202357.49,2.0,4.0,2.0,18.0,4.0,14.0,10298.41,1.0,0
353161.89,19.5,9.0,1.0,82.0,1.0,2.0,3326.83,0.0,1
199928.07,16.5,7.0,1.0,28.0,2.0,8.0,46478.5,0.0,0
25504.83,10.2,1.0,4.0,48.0,2.0,15.0,19866.95,0.0,0
61348.74,18.8,9.0,2.0,40.0,3.0,4.0,47590.88,0.0,0
493369.45,14.0,2.0,1.0,56.0,1.0,0.0,13009.2,0.0,1
156787.33,18.4,5.0,2.0,77.0,2.0,19.0,14064.91,0.0,0
98084.37,2.4,4.0,1.0,75.0,4.0,15.0,48268.94,0.0,0
42623.02,4.7,3.0,2.0,18.0,2.0,6.0,15267.62,0.0,0
433266.06,4.2,,2.0,14.0,3.0,10.0,31384.05,0.0,1
234216.04,10.4,9.0,2.0,47.0,4.0,5.0,44535.07,0.0,1
2751.79,12.8,9.0,3.0,82.0,3.0,11.0,32653.38,0.0,1
407262.26,1.1,1.0,3.0,82.0,3.0,16.0,18921.46,1.0,1
478414.56,1.0,5.0,4.0,13.0,4.0,15.0,33318.93,0.0,1
338050.04,7.2,5.0,,32.0,,19.0,6341.39,0.0,0
445066.2,19.0,1.0,1.0,59.0,3.0,0.0,49083.71,1.0,0
482689.21,4.1,0.0,3.0,64.0,1.0,6.0,28027.51,0.0,0
187492.5,8.2,6.0,1.0,10.0,0.0,11.0,41392.32,1.0,1
211564.59,18.5,2.0,3.0,87.0,2.0,16.0,521.28,0.0,0
407159.71,7.6,8.0,2.0,41.0,1.0,5.0,44679.31,1.0,1
493447.78,,0.0,4.0,23.0,2.0,7.0,13410.9,0.0,0
146509.45,15.5,4.0,1.0,31.0,0.0,5.0,17652.67,0.0,0
353678.65,14.7,6.0,4.0,65.0,0.0,14.0,43549.22,1.0,1
440577.49,7.6,6.0,4.0,74.0,1.0,2.0,8154.9,1.0,1
400384.94,7.2,6.0,,15.0,3.0,0.0,26284.91,1.0,0
286604.1,1.3,9.0,1.0,22.0,2.0,1.0,43267.04,0.0,1
206676.41,2.9,7.0,1.0,15.0,3.0,9.0,25839.66,0.0,0
49184.03,18.5,2.0,4.0,85.0,0.0,10.0,10881.4,0.0,0
64620.4,14.2,7.0,4.0,38.0,4.0,7.0,23694.89,0.0,0
136142.23,10.2,5.0,2.0,4.0,3.0,2.0,1059.4,0.0,1
98806.49,0.2,3.0,4.0,78.0,4.0,5.0,2085.16,0.0,0
192518.93,18.6,6.0,4.0,27.0,1.0,13.0,36711.02,0.0,0
410591.98,3.2,3.0,2.0,76.0,2.0,17.0,9818.76,0.0,1
175605.18,17.0,5.0,4.0,66.0,3.0,15.0,16915.95,0.0,1
299063.89,4.2,9.0,3.0,70.0,0.0,13.0,2561.55,0.0,1
272761.64,12.8,2.0,3.0,63.0,0.0,17.0,2682.08,0.0,1
112748.89,14.1,8.0,3.0,37.0,4.0,3.0,41116.14,0.0,0
487924.98,4.1,3.0,4.0,39.0,4.0,19.0,20875.61,0.0,0
478206.35,19.3,0.0,1.0,14.0,3.0,16.0,10727.04,0.0,0
258802.98,13.9,4.0,4.0,85.0,3.0,12.0,11540.17,0.0,1
155882.86,12.0,0.0,3.0,81.0,4.0,12.0,36839.2,0.0,0
219562.41,0.4,1.0,1.0,76.0,1.0,6.0,5253.57,0.0,0
95061.94,6.0,1.0,2.0,61.0,0.0,11.0,30341.52,0.0,1
7136.69,8.9,7.0,3.0,47.0,1.0,14.0,23353.5,1.0,1
486518.68,16.6,2.0,1.0,41.0,1.0,17.0,13633.64,0.0,0
215144.79,8.6,0.0,2.0,30.0,3.0,13.0,6262.52,1.0,0
313874.52,3.6,7.0,1.0,49.0,3.0,5.0,22352.16,0.0,1
123501.34,1.9,2.0,4.0,86.0,1.0,10.0,501.92,1.0,1
331367.81,8.9,0.0,1.0,19.0,4.0,18.0,4004.69,1.0,0
10466.79,13.6,5.0,1.0,72.0,4.0,,28247.98,1.0,0
341410.54,11.8,2.0,4.0,11.0,4.0,6.0,20703.48,0.0,0
270493.18,13.4,5.0,4.0,39.0,1.0,7.0,13880.86,1.0,1
323945.01,0.5,5.0,3.0,5.0,4.0,8.0,8032.32,0.0,0
409058.19,6.8,4.0,3.0,21.0,0.0,0.0,17661.75,0.0,0
262365.51,13.1,8.0,2.0,42.0,1.0,13.0,,0.0,1
379423.18,9.0,9.0,1.0,20.0,4.0,3.0,38599.07,0.0,1
193731.93,18.9,1.0,1.0,22.0,0.0,13.0,22852.59,0.0,0
450954.9,17.4,5.0,2.0,82.0,2.0,19.0,32647.04,0.0,1
487830.05,10.4,2.0,3.0,,2.0,16.0,22693.58,0.0,0
373249.26,9.1,7.0,1.0,44.0,4.0,18.0,48400.94,0.0,1
385755.31,10.1,3.0,1.0,55.0,1.0,17.0,21499.32,1.0,1
6494.43,5.2,6.0,2.0,18.0,1.0,0.0,10877.24,0.0,1
40541.95,9.0,0.0,3.0,57.0,3.0,15.0,32208.57,0.0,0
209962.42,12.0,9.0,3.0,66.0,4.0,,10346.38,0.0,1
167336.84,18.6,0.0,4.0,37.0,2.0,15.0,12587.07,0.0,0
52647.31,18.4,2.0,1.0,27.0,3.0,8.0,2623.44,0.0,0
483770.56,19.1,8.0,2.0,6.0,2.0,19.0,1667.29,0.0,0
451470.17,,6.0,1.0,57.0,1.0,11.0,16941.28,1.0,1
248965.31,4.9,3.0,4.0,11.0,4.0,14.0,38777.64,0.0,1
357253.97,13.5,0.0,3.0,68.0,4.0,15.0,34161.46,0.0,1
36366.44,18.5,5.0,3.0,53.0,0.0,3.0,36009.1,0.0,0
371971.98,17.5,9.0,4.0,76.0,4.0,9.0,47112.03,0.0,1
359403.89,18.2,3.0,2.0,87.0,4.0,18.0,13038.11,1.0,1
370306.01,12.6,4.0,,2.0,0.0,7.0,34436.51,0.0,1
378643.09,15.0,1.0,1.0,19.0,1.0,7.0,24884.83,0.0,0
33444.1,0.7,2.0,3.0,8.0,2.0,10.0,24817.94,0.0,1
253745.9,2.0,2.0,3.0,21.0,0.0,7.0,17916.73,0.0,0
479325.14,12.0,7.0,4.0,4.0,2.0,12.0,34439.36,0.0,1
196979.65,2.9,8.0,3.0,89.0,0.0,4.0,13886.79,0.0,1
351778.85,17.2,8.0,1.0,84.0,3.0,3.0,34711.14,0.0,1
299612.47,18.6,9.0,1.0,63.0,4.0,5.0,45940.94,0.0,1
5635.31,19.8,7.0,2.0,29.0,4.0,14.0,48033.82,0.0,0
472172.52,2.1,1.0,4.0,82.0,,0.0,37521.48,0.0,1
155840.16,4.6,4.0,1.0,5.0,1.0,6.0,1637.71,0.0,0
2220.69,16.5,7.0,2.0,17.0,3.0,9.0,16389.37,0.0,0
269634.93,3.2,1.0,1.0,59.0,3.0,3.0,45044.65,0.0,0
368619.11,1.1,7.0,2.0,39.0,4.0,15.0,18998.54,0.0,1
153453.68,17.9,5.0,3.0,76.0,1.0,2.0,9755.19,0.0,0
205909.93,6.8,9.0,3.0,65.0,,8.0,46999.03,0.0,1
346722.9,7.3,4.0,4.0,62.0,4.0,13.0,30597.04,1.0,1
144462.28,12.3,2.0,2.0,0.0,3.0,18.0,23105.38,1.0,1
336628.54,9.0,7.0,3.0,18.0,3.0,0.0,28163.39,1.0,1
239965.36,4.1,8.0,,74.0,4.0,15.0,11553.24,1.0,1
339131.17,12.0,0.0,3.0,45.0,0.0,4.0,8065.51,0.0,0
446912.5,16.2,6.0,2.0,32.0,0.0,7.0,17387.97,0.0,0
233161.09,7.4,8.0,1.0,77.0,0.0,2.0,5900.6,0.0,1
109629.01,9.2,2.0,2.0,39.0,1.0,19.0,4262.65,0.0,1
403653.84,6.3,3.0,4.0,79.0,3.0,3.0,34097.27,0.0,0
266202.65,12.3,3.0,1.0,73.0,3.0,5.0,16657.88,,0
2133.55,11.3,3.0,2.0,0.0,0.0,3.0,44558.45,0.0,0
430273.14,11.3,3.0,3.0,77.0,1.0,5.0,13598.14,0.0,1
193449.09,7.0,4.0,3.0,84.0,2.0,3.0,5906.35,0.0,0
415979.43,10.9,3.0,3.0,36.0,1.0,5.0,8186.26,1.0,0
496421.62,16.3,1.0,4.0,28.0,3.0,4.0,1722.86,0.0,0
86078.61,9.0,5.0,3.0,18.0,4.0,3.0,12596.86,0.0,0
86281.25,14.9,0.0,1.0,0.0,1.0,1.0,27059.94,0.0,0
184287.9,7.0,7.0,3.0,25.0,4.0,10.0,13953.71,0.0,0
330644.32,14.2,9.0,1.0,56.0,3.0,9.0,35251.36,0.0,1
40088.73,9.2,,3.0,53.0,0.0,13.0,4865.41,1.0,0
237098.69,6.9,8.0,4.0,39.0,0.0,19.0,23821.36,0.0,1
37806.49,,6.0,3.0,62.0,1.0,10.0,20077.93,0.0,1
401698.78,18.4,8.0,4.0,45.0,1.0,16.0,35053.84,0.0,1
7073.39,11.3,5.0,3.0,31.0,2.0,7.0,31765.81,0.0,0
74055.27,8.7,6.0,2.0,74.0,1.0,3.0,12750.58,0.0,1
199791.81,19.7,5.0,4.0,37.0,1.0,11.0,17551.31,0.0,1
279300.15,8.2,7.0,2.0,67.0,1.0,10.0,4723.9,0.0,1
365314.85,19.2,0.0,2.0,16.0,1.0,9.0,2873.43,1.0,0
362893.87,6.1,2.0,3.0,32.0,3.0,9.0,38573.51,0.0,0
428519.29,12.1,6.0,1.0,34.0,4.0,12.0,17127.89,0.0,1
475019.94,16.7,0.0,2.0,71.0,0.0,16.0,8718.31,0.0,1
180145.35,7.3,6.0,1.0,83.0,1.0,1.0,25742.09,0.0,0
203166.3,4.5,9.0,1.0,73.0,1.0,12.0,12891.02,0.0,1
212483.14,11.5,4.0,1.0,22.0,3.0,3.0,34520.05,0.0,0
410675.44,18.2,3.0,3.0,80.0,1.0,19.0,9313.87,1.0,1
118147.09,0.6,8.0,3.0,26.0,3.0,15.0,27231.72,0.0,0
8515.26,2.2,6.0,3.0,6.0,0.0,10.0,31790.48,0.0,1
207712.92,17.3,7.0,4.0,72.0,2.0,3.0,1076.98,0.0,0
357874.97,8.7,5.0,1.0,54.0,1.0,9.0,19965.11,0.0,1
2912.35,0.9,7.0,3.0,26.0,1.0,10.0,4223.9,0.0,0
488745.4,1.4,7.0,3.0,11.0,,7.0,20971.65,1.0,1
372329.21,17.3,9.0,3.0,6.0,4.0,2.0,28722.83,0.0,1
488891.16,1.0,9.0,1.0,57.0,3.0,13.0,36057.03,0.0,1
473636.34,4.8,5.0,4.0,22.0,1.0,15.0,39682.86,0.0,1
168149.9,9.1,6.0,4.0,7.0,4.0,5.0,22798.52,1.0,0
315374.01,0.3,2.0,2.0,62.0,0.0,15.0,19844.14,0.0,1
314922.54,14.5,0.0,1.0,27.0,4.0,13.0,33220.27,0.0,0
137499.5,16.8,3.0,3.0,7.0,4.0,0.0,8603.7,1.0,0
259742.12,13.5,5.0,4.0,50.0,3.0,9.0,42220.59,0.0,1
,10.3,6.0,3.0,42.0,4.0,2.0,32819.38,0.0,1
466466.13,0.9,9.0,1.0,67.0,1.0,0.0,11226.9,0.0,1
18901.87,15.0,9.0,4.0,45.0,1.0,1.0,4017.25,0.0,1
371939.67,10.3,0.0,4.0,29.0,3.0,0.0,30251.73,0.0,0
219532.87,7.6,0.0,1.0,69.0,3.0,17.0,7361.94,1.0,0
174765.61,10.9,7.0,3.0,77.0,4.0,5.0,6370.98,0.0,1
122493.93,2.9,7.0,4.0,74.0,2.0,10.0,41168.47,0.0,1
485900.47,14.0,9.0,3.0,20.0,0.0,8.0,46329.13,0.0,0
124848.91,12.1,2.0,4.0,13.0,0.0,7.0,21770.04,0.0,0
381706.38,14.0,8.0,3.0,79.0,1.0,0.0,16853.09,1.0,1
25610.19,14.6,2.0,4.0,44.0,4.0,9.0,25548.2,0.0,0
128116.7,18.1,6.0,2.0,26.0,1.0,4.0,21818.65,0.0,1
7010.55,4.8,2.0,1.0,48.0,2.0,0.0,13511.21,0.0,0
293022.44,18.2,6.0,3.0,11.0,2.0,4.0,18743.66,0.0,0
492845.22,18.8,7.0,4.0,50.0,4.0,12.0,42003.98,0.0,0
140483.47,1.5,6.0,3.0,18.0,2.0,2.0,31737.9,0.0,1
59167.75,9.0,2.0,4.0,,3.0,9.0,21384.38,0.0,0
319921.35,18.9,1.0,1.0,69.0,4.0,8.0,29249.76,0.0,0
203414.96,17.8,2.0,4.0,45.0,2.0,1.0,42236.72,0.0,0
8427.94,4.0,8.0,2.0,49.0,0.0,1.0,31740.83,0.0,0
184973.17,3.4,9.0,4.0,42.0,,,9601.7,0.0,1
329665.41,13.4,2.0,1.0,2.0,1.0,11.0,34742.88,0.0,0
204498.95,18.0,5.0,2.0,82.0,,4.0,18313.64,0.0,0
404301.77,17.3,4.0,2.0,56.0,3.0,16.0,25654.04,0.0,1
120490.18,11.6,1.0,3.0,29.0,3.0,10.0,19588.03,1.0,0
291947.43,19.7,8.0,4.0,67.0,4.0,10.0,39848.59,0.0,1
155682.07,6.9,2.0,3.0,88.0,0.0,3.0,45442.14,1.0,0
245503.36,0.0,9.0,2.0,58.0,4.0,6.0,40528.86,0.0,1
392672.87,13.2,0.0,2.0,12.0,3.0,6.0,12677.03,0.0,0
231148.53,14.3,4.0,4.0,50.0,3.0,1.0,14381.36,1.0,0
342807.07,,2.0,4.0,81.0,4.0,1.0,18095.03,0.0,0
85517.56,4.1,4.0,3.0,4.0,2.0,11.0,23779.43,0.0,0
136917.26,,4.0,2.0,23.0,1.0,10.0,18030.73,0.0,0
109415.89,17.8,7.0,2.0,40.0,0.0,5.0,20188.97,0.0,0
319551.1,10.2,5.0,1.0,62.0,4.0,11.0,34702.11,0.0,0
352300.69,19.9,3.0,2.0,84.0,1.0,1.0,3106.6,0.0,0
6603.52,8.9,8.0,4.0,83.0,3.0,9.0,40064.86,0.0,1
