performance_score,projects_completed,weekly_hours,training_hours_yr,salary_lakh,promotions,attendance_pct,satisfaction_score,years_experience,team_rating
92.56,20.26,42.26,57.15,34.32,3.08,96.13,4.17,5.14,4.39
96.08,16.25,47.5,92.62,26.11,2.82,97.25,3.92,6.22,4.27
89.91,19.97,40.06,80.27,27.67,3.38,97.97,3.9,5.82,4.43
94.02,18.59,50.82,88.82,24.76,3.58,95.05,4.33,7.64,4.57
95.41,16.8,50.3,78.76,28.02,3.14,92.85,3.86,9.97,4.62
92.07,16.63,46.87,68.26,30.65,4.44,95.19,4.37,11.25,4.98
95.54,17.63,48.08,73.65,25.09,2.76,96.37,,10.2,4.69
86.27,17.11,51.7,72.64,,2.09,99.33,4.28,10.01,4.53
90.28,19.27,40.18,71.95,31.39,2.61,97.41,4.49,11.47,4.65
87.45,20.09,48.62,82.74,25.36,3.71,97.18,4.52,9.2,4.92
84.27,17.81,51.09,70.7,28.06,3.93,94.88,4.47,8.95,4.66
92.98,16.37,41.67,72.34,31.54,2.97,97.17,4.15,9.9,4.73
90.46,15.67,48.66,85.11,31.16,3.72,96.56,3.92,7.76,4.19
90.37,18.26,56.92,,28.54,2.22,97.78,4.51,7.13,4.6
86.46,19.1,47.22,86.52,26.81,2.11,96.25,4.15,5.46,5.0
94.65,19.3,45.65,87.28,26.96,2.48,96.46,4.84,7.6,4.8
84.19,15.06,49.04,75.53,26.66,2.47,99.01,4.03,7.43,4.82
88.96,14.89,52.65,65.26,30.51,3.02,94.37,5.0,7.81,4.15
87.7,16.84,48.98,87.18,29.03,3.01,92.51,4.34,4.8,4.4
88.6,15.33,46.01,73.24,29.07,2.11,100.0,4.28,8.0,3.99
97.11,,40.29,85.26,31.68,3.11,100.0,4.36,6.61,4.67
91.49,17.88,45.26,84.74,29.5,3.77,97.46,4.24,12.9,4.66
91.94,20.14,54.06,101.97,24.07,1.93,96.08,4.5,7.71,4.68
92.79,20.1,49.89,66.07,25.3,4.18,99.13,3.82,7.05,4.7
91.78,16.13,45.65,79.77,23.51,2.68,95.31,4.12,6.42,4.67
89.41,15.48,51.55,84.21,29.26,2.5,97.09,4.35,5.52,4.83
90.99,,48.72,87.25,32.39,3.35,99.73,4.32,10.95,4.32
88.09,18.07,44.39,87.58,28.75,2.52,93.87,4.05,8.69,4.42
93.2,18.84,49.69,79.68,26.53,3.11,95.37,4.55,7.03,4.72
94.54,14.47,52.1,89.29,22.06,1.06,96.12,3.88,8.12,4.53
90.32,18.76,46.2,77.67,27.23,3.98,97.62,4.07,9.09,4.29
93.24,15.32,50.42,53.19,25.22,2.71,95.76,4.51,2.82,4.54
94.29,18.5,49.19,77.06,31.87,3.79,96.31,4.63,5.03,3.49
84.92,14.49,47.33,78.56,28.11,2.12,97.67,4.09,7.26,4.71
,22.64,47.06,82.95,27.56,1.48,98.53,4.58,5.99,4.8
99.24,15.99,45.83,70.44,32.71,2.83,99.28,4.11,6.57,4.55
91.42,18.54,37.82,62.3,32.01,2.54,95.29,4.26,9.31,4.53
86.57,17.19,48.98,85.83,37.57,4.94,96.58,4.38,11.2,4.7
91.65,22.06,50.08,89.86,30.82,2.62,92.61,4.09,5.28,4.94
95.07,16.73,52.44,83.53,26.55,4.17,98.34,3.93,7.5,3.92
89.63,20.26,45.34,90.7,23.18,3.39,97.37,4.52,,4.5
91.58,13.96,46.9,77.6,24.29,3.43,98.75,,4.59,4.21
95.5,16.69,45.09,68.82,28.02,2.92,95.94,4.18,9.76,4.47
88.31,17.22,42.52,96.04,30.11,4.04,95.76,4.17,7.7,4.16
95.79,17.64,51.52,79.82,26.46,1.84,97.82,3.92,8.79,4.54
95.2,18.91,48.1,86.68,26.57,3.27,94.57,4.34,7.28,4.74
90.26,19.06,51.12,92.64,29.34,2.66,93.75,4.17,9.56,4.86
90.25,16.25,47.48,81.16,31.12,2.21,94.05,4.53,6.84,4.48
84.5,17.14,50.29,76.93,21.7,3.29,94.36,4.19,8.81,4.43
97.65,17.14,56.4,83.78,33.5,1.92,97.48,3.51,8.51,4.39
92.48,18.48,49.61,108.44,31.16,2.37,98.12,4.06,7.86,5.0
90.01,18.71,43.26,65.57,30.5,3.61,97.92,3.82,8.48,5.0
95.61,18.58,56.51,71.36,31.23,4.2,,4.2,6.78,4.69
94.87,17.59,37.22,63.98,31.88,3.56,97.77,4.71,8.59,4.46
92.06,20.24,52.13,74.85,27.78,2.04,100.0,4.25,5.61,4.63
93.27,18.25,43.69,77.72,30.0,1.14,100.0,3.97,6.36,4.37
95.6,18.86,47.54,80.35,26.98,3.49,95.43,4.26,1.95,4.0
86.37,16.6,49.46,97.03,21.58,3.27,95.82,4.14,9.22,4.46
89.01,14.94,51.53,72.75,24.28,,97.08,3.72,10.17,4.53
93.39,18.15,50.2,74.67,24.06,3.66,96.83,4.45,4.73,4.73
88.86,,43.81,81.47,28.07,3.44,96.26,4.08,8.92,4.39
98.69,17.39,46.14,89.01,26.01,3.06,98.09,4.35,8.3,4.1
92.27,17.91,52.12,84.72,27.08,1.83,93.42,4.22,8.68,4.39
89.72,17.85,47.52,82.02,23.15,3.77,99.1,,6.87,4.74
91.03,16.96,46.68,92.75,27.8,3.05,96.74,3.94,8.46,4.61
92.27,17.41,51.86,71.91,30.26,2.55,98.52,4.33,7.04,
93.11,17.12,47.34,88.56,24.12,2.17,94.29,4.69,7.38,4.09
94.9,19.34,50.65,85.23,35.24,3.35,95.12,3.87,5.93,4.25
90.06,18.34,52.65,82.72,30.68,3.42,96.55,3.84,12.12,4.72
95.89,20.85,47.63,78.28,26.63,3.81,97.43,4.01,8.71,4.16
97.08,18.38,51.58,73.5,27.61,2.22,96.37,4.43,10.1,4.22
85.3,16.3,42.43,85.55,32.88,3.41,97.62,4.25,5.96,4.55
95.67,19.02,53.95,81.4,21.81,3.18,96.55,3.8,7.31,4.42
88.14,20.83,58.04,88.33,22.17,4.77,96.63,3.83,11.07,4.34
83.8,19.45,52.22,84.63,28.98,3.66,96.68,4.29,8.6,4.53
92.09,16.93,46.06,,28.45,2.85,96.94,4.27,7.53,4.43
98.54,17.62,50.15,96.04,29.58,2.8,100.0,4.18,9.32,5.0
92.28,16.43,49.78,93.06,22.0,1.09,93.02,4.46,7.91,4.33
88.29,18.17,50.97,89.42,28.56,3.65,99.8,4.08,9.29,4.11
96.52,19.86,46.07,85.94,31.82,3.41,94.26,4.23,5.57,4.65
89.17,17.09,41.42,67.27,,2.54,95.41,3.94,11.35,4.38
90.22,19.95,51.31,84.41,24.51,,98.33,4.33,7.06,
93.43,18.11,52.36,69.54,27.42,3.61,,4.48,7.25,4.8
90.0,16.24,43.59,76.5,19.91,2.31,97.88,4.39,4.84,4.81
94.46,17.66,45.76,66.8,27.5,2.58,100.0,4.6,10.4,4.03
90.86,24.93,50.49,67.08,28.34,3.31,97.15,3.89,10.93,4.31
95.58,21.71,42.39,71.78,34.0,4.39,99.47,4.32,9.12,4.25
93.63,19.38,51.6,84.95,26.41,3.45,98.43,4.06,8.55,4.5
,18.61,50.12,78.72,30.06,3.5,96.05,4.36,6.33,4.57
85.47,17.8,47.65,88.02,29.51,3.24,98.04,4.5,6.58,4.03
88.19,16.37,45.54,78.15,,2.85,98.19,4.38,11.66,4.78
94.55,20.97,48.45,91.75,32.14,2.53,99.33,4.37,9.61,4.49
94.13,18.69,43.71,95.8,23.6,3.34,96.04,3.92,6.76,4.45
95.35,15.8,,74.15,27.94,3.74,100.0,3.8,7.08,4.82
88.84,20.42,50.3,60.17,33.59,2.54,,4.28,3.99,3.92
87.01,17.82,43.69,67.47,20.99,3.2,94.74,4.42,7.1,4.4
99.26,18.15,48.91,80.58,28.75,1.5,97.45,4.24,7.71,4.64
95.2,17.56,49.92,82.93,29.86,2.89,100.0,4.47,6.43,4.46
93.35,19.7,47.26,89.34,24.42,2.17,93.92,4.02,8.2,4.07
92.56,18.17,40.07,87.06,25.79,4.79,98.21,4.13,6.21,4.19
89.19,18.21,53.83,81.94,30.54,3.4,95.44,4.35,6.82,
94.82,16.23,46.61,86.22,34.03,3.87,93.67,3.84,7.88,3.98
91.78,22.34,41.2,91.86,37.31,2.27,91.97,4.24,9.75,4.52
91.41,18.82,51.67,70.05,31.13,2.38,100.0,4.73,9.33,4.65
93.89,18.61,53.45,54.59,30.45,3.72,95.22,4.12,10.59,4.23
100.0,18.75,51.39,54.28,23.87,1.99,100.0,4.25,6.78,4.61
91.02,18.09,50.35,85.99,26.38,2.24,94.4,3.74,10.97,3.87
92.19,16.29,48.96,80.77,27.28,4.03,95.33,4.59,6.96,4.2
96.55,19.13,48.08,80.01,29.39,2.42,97.73,4.52,12.04,4.82
98.38,17.85,45.33,85.87,26.18,3.41,98.12,4.32,8.9,4.71
90.01,,44.78,73.57,28.93,4.19,94.3,4.07,8.62,4.51
93.07,15.44,53.9,69.89,27.91,2.98,97.35,,8.58,4.2
82.15,16.2,48.02,78.54,34.1,2.12,97.96,4.18,10.16,4.57
93.1,17.39,46.37,100.69,30.37,3.25,97.44,4.24,6.55,3.6
90.05,17.04,46.72,,27.68,3.52,99.35,,7.48,3.81
91.64,20.82,48.47,66.09,23.9,2.25,98.0,4.22,7.38,4.51
90.58,18.68,43.95,88.86,34.58,3.19,97.78,4.57,9.41,4.9
93.7,20.08,44.51,77.79,35.42,2.31,94.9,4.42,6.11,4.56
81.65,15.12,51.04,68.12,25.78,2.93,99.16,4.19,9.46,4.03
100.0,16.85,49.89,67.42,29.53,3.23,94.28,3.64,11.89,4.93
87.57,18.72,48.81,68.48,21.8,1.55,97.46,4.7,9.3,3.92
89.88,17.97,,85.6,30.53,3.53,95.91,4.82,5.49,4.29
93.86,19.36,40.47,62.88,29.01,3.32,94.99,3.86,8.67,4.49
93.25,22.97,46.66,60.98,23.51,3.62,96.34,4.1,6.14,4.71
92.03,19.02,50.55,75.31,29.54,4.71,98.87,4.3,8.23,4.86
95.86,19.45,53.64,74.5,27.57,2.66,97.56,4.09,4.29,4.16
92.78,,49.25,65.82,27.14,2.67,97.48,4.51,7.42,3.89
98.64,18.47,48.36,75.89,22.15,3.26,96.22,3.84,12.12,4.48
93.33,19.19,49.42,73.75,34.24,1.94,100.0,3.86,8.43,4.41
91.23,17.12,47.07,89.82,19.22,2.98,98.55,4.14,8.36,4.05
90.67,18.28,46.12,82.6,33.96,,100.0,4.42,8.41,4.02
92.32,18.31,48.04,90.5,27.71,2.66,95.53,3.96,10.8,4.64
89.92,17.69,54.9,93.97,26.49,4.39,96.43,4.3,9.44,4.68
95.56,14.63,47.87,74.97,32.81,2.16,99.39,4.53,8.2,4.43
95.45,16.4,47.38,79.13,21.48,4.3,97.29,3.79,8.11,3.86
97.51,16.29,40.26,88.83,25.95,3.29,98.43,4.46,8.85,4.13
96.33,19.0,45.31,72.09,28.31,2.88,99.48,4.39,8.37,4.44
95.64,,51.86,98.21,28.26,3.74,97.18,4.33,7.98,4.7
91.03,18.88,45.73,95.77,26.35,3.57,96.52,3.91,9.12,4.08
99.67,20.03,51.04,71.23,29.15,2.73,97.64,3.9,8.81,4.28
95.17,21.29,48.63,90.61,24.61,3.01,96.61,4.72,8.1,4.63
,18.64,49.84,101.43,32.81,2.57,96.15,3.82,5.5,4.75
98.53,19.8,51.65,83.89,22.43,1.8,98.59,4.05,9.89,4.16
99.84,20.69,48.69,88.3,24.35,4.68,98.91,3.54,8.9,4.12
84.52,21.27,47.49,60.6,26.29,3.88,96.76,4.29,6.04,4.28
89.22,19.51,42.75,98.05,27.88,4.25,96.24,4.74,6.7,4.69
91.27,18.88,51.66,79.75,23.76,3.13,99.29,4.55,5.07,4.56
92.76,18.87,51.77,70.71,32.66,3.23,97.85,4.37,10.47,3.98
92.25,17.63,49.47,83.44,24.7,3.56,93.71,3.63,9.97,4.02
93.13,18.82,45.45,63.14,32.04,3.37,99.12,4.32,8.0,5.0
94.72,18.62,48.91,64.07,24.98,4.04,98.26,4.51,7.5,4.21
91.35,19.19,54.61,82.76,25.72,2.67,98.0,4.39,5.75,4.61
94.63,15.55,44.17,85.71,34.05,1.48,93.99,3.78,5.68,4.43
92.09,17.58,47.72,67.29,26.75,3.98,95.82,4.65,6.96,4.89
89.69,18.19,49.7,78.9,22.59,3.53,99.18,3.79,9.67,4.68
89.07,17.68,45.31,80.06,30.29,3.16,96.09,4.21,8.01,
94.51,18.84,,80.72,27.62,3.53,96.16,4.23,11.51,4.74
88.99,18.89,58.0,73.34,29.29,2.85,96.86,4.81,6.05,4.96
84.98,16.02,47.45,73.19,27.32,3.23,96.99,3.73,8.48,4.2
87.65,16.2,55.95,92.28,21.63,3.71,95.34,3.83,8.26,4.34
82.87,21.0,44.94,81.35,28.92,3.23,99.79,4.21,9.23,4.25
91.66,18.26,48.08,82.79,28.03,3.17,98.12,3.93,5.77,4.55
89.91,17.91,53.86,85.18,26.0,4.15,95.83,4.64,4.43,4.21
84.51,16.13,41.4,76.38,27.62,3.63,99.27,4.17,5.49,4.08
92.34,20.55,48.16,72.14,19.34,2.89,99.31,4.69,6.8,4.72
85.42,19.98,54.37,78.18,32.34,2.78,99.95,4.14,7.85,4.63
97.29,15.78,47.86,73.91,34.14,3.02,94.51,3.9,9.42,4.53
86.35,20.88,54.38,64.06,30.81,2.48,98.47,3.8,9.17,4.15
92.28,20.42,46.82,82.53,23.16,2.33,98.37,3.9,6.36,4.29
94.98,17.49,48.15,83.5,24.21,4.02,99.01,3.67,4.85,4.28
90.47,20.57,51.82,72.49,27.2,3.01,95.4,4.0,8.36,4.29
90.7,18.21,51.99,67.23,27.74,3.18,96.24,4.36,8.08,4.37
94.55,16.97,52.59,74.7,29.87,1.6,99.51,5.0,6.51,4.74
87.49,16.93,46.1,86.64,37.0,3.9,95.61,4.44,8.47,4.46
92.8,18.0,49.81,69.93,27.11,2.78,97.57,4.29,7.21,3.85
90.84,15.46,48.73,81.04,30.33,3.86,94.84,4.43,8.28,4.27
90.15,18.66,45.88,80.99,29.46,2.2,96.94,3.68,9.64,5.0
92.2,20.17,49.22,76.88,27.99,2.05,95.69,3.82,6.49,4.9
93.88,18.48,51.38,79.05,27.11,3.36,100.0,4.26,6.32,4.77
83.43,16.67,49.25,78.09,33.37,2.38,98.15,4.92,10.83,4.64
,15.68,48.9,65.25,27.42,2.28,98.41,3.89,,4.32
91.92,15.67,48.0,96.14,20.53,4.76,95.74,4.44,3.92,4.97
89.57,16.66,54.75,72.22,29.49,2.34,99.34,4.67,4.59,3.91
92.03,19.73,47.99,68.54,31.72,2.56,97.79,4.14,8.21,4.21
94.66,19.44,51.88,80.62,28.86,1.69,96.47,4.45,6.12,4.16
89.81,19.0,48.28,79.35,27.55,2.1,95.44,4.68,9.44,4.57
93.76,16.65,50.04,79.86,34.4,2.56,98.84,4.22,10.34,4.78
90.37,14.37,43.96,82.38,26.26,1.88,95.99,4.71,7.29,4.7
93.33,16.78,47.19,75.0,19.14,2.4,95.93,4.12,8.76,4.37
92.82,20.23,46.59,89.28,23.79,2.63,95.33,4.11,7.17,4.41
90.79,17.62,49.9,76.42,34.46,2.65,93.89,3.84,7.02,4.2
89.18,17.65,48.69,85.22,29.88,1.46,,3.81,9.53,4.37
97.39,19.62,47.74,88.62,26.14,2.83,95.45,4.41,7.7,4.4
84.56,21.21,42.48,80.79,29.01,4.21,98.11,3.6,6.62,4.47
89.35,18.02,53.27,68.94,28.81,4.25,,4.26,9.07,4.53
86.78,19.15,45.88,79.95,33.51,3.45,94.54,4.34,5.1,4.36
99.95,17.56,46.93,,26.12,1.56,96.52,4.11,7.04,5.0
86.4,21.18,48.94,104.07,31.45,4.17,99.04,4.45,8.31,4.31
95.21,16.39,49.22,77.53,25.41,2.61,96.03,4.09,6.09,4.93
99.13,18.77,48.31,92.6,26.34,2.2,92.49,4.16,6.89,4.27
91.29,19.77,46.47,80.07,30.43,3.34,98.08,3.73,7.64,4.4
99.35,16.83,44.22,72.43,23.89,1.33,,4.34,9.07,4.79
93.84,16.4,47.51,73.94,31.77,3.84,100.0,4.34,7.76,4.01
96.57,14.7,51.24,80.85,27.67,3.32,98.29,3.59,8.35,4.98
91.7,21.41,45.05,85.14,28.97,3.3,100.0,4.43,4.85,4.02
86.93,19.0,50.25,69.54,37.76,3.81,95.35,4.21,8.5,4.61
93.05,19.15,42.3,74.68,27.75,2.46,97.81,4.67,7.0,4.56
92.36,20.47,47.53,93.96,33.31,3.17,97.79,4.07,7.44,4.95
89.13,20.01,42.02,101.24,27.42,3.81,98.74,4.64,2.78,4.66
99.64,17.21,48.37,60.17,23.06,3.28,96.36,4.37,8.31,4.57
90.31,19.79,56.18,72.15,26.98,3.65,94.66,4.48,11.25,4.37
90.93,22.0,47.88,75.4,29.46,2.82,94.75,3.86,12.7,4.38
93.04,20.78,47.44,86.95,27.92,4.39,95.69,4.49,6.64,3.98
93.31,19.2,46.46,81.98,36.3,2.43,98.01,4.33,8.72,4.28
94.96,20.67,48.36,74.4,17.52,3.06,95.98,4.33,11.1,4.42
97.97,16.13,52.06,74.93,26.57,2.68,97.21,4.05,8.26,3.51
90.58,17.77,50.83,63.89,18.89,1.66,98.51,4.25,10.07,4.7
92.46,18.14,43.39,85.91,28.49,3.72,96.43,3.92,9.76,5.0
94.55,18.51,51.73,82.33,33.91,3.67,96.49,4.52,5.16,4.45
88.83,15.42,37.29,86.87,24.29,5.09,97.22,4.33,5.95,4.43
86.69,17.47,55.99,70.35,33.69,2.81,97.76,4.22,6.32,5.0
91.56,19.02,43.54,83.61,28.86,1.45,93.76,4.08,4.4,4.79
91.74,20.96,46.27,77.48,29.81,2.46,97.98,4.37,6.7,4.42
99.37,18.41,37.69,81.81,,3.43,94.45,4.7,10.72,4.57
88.13,19.58,45.24,79.33,22.92,2.34,96.81,4.14,10.16,4.69
90.48,18.92,52.15,85.23,26.64,2.84,93.5,4.25,9.24,4.27
95.95,16.5,43.46,69.67,30.36,3.6,97.91,4.2,,4.35
90.21,17.73,38.98,80.03,28.15,4.16,95.26,3.93,4.02,4.5
100.0,17.61,50.27,77.51,34.63,4.08,98.53,4.29,9.2,4.28
87.17,18.36,43.31,82.39,30.02,4.77,98.51,4.63,8.59,4.75
87.29,18.32,51.06,71.51,29.9,2.79,97.49,4.2,2.25,4.89
93.76,17.69,47.74,103.12,33.73,2.66,93.38,4.83,8.92,4.32
97.74,,45.08,82.29,23.75,3.69,94.94,4.53,12.2,4.25
94.89,19.66,50.01,88.56,32.67,2.03,97.33,4.37,2.17,4.71
91.24,19.03,47.09,61.21,26.43,1.96,97.39,4.37,6.26,4.43
95.73,19.55,46.57,61.39,,3.86,94.56,3.86,11.26,
98.03,,41.03,84.01,35.95,2.65,98.85,4.28,9.05,4.42
89.11,20.17,46.82,77.37,23.06,3.78,99.41,4.15,7.07,4.77
91.52,19.04,52.78,80.06,31.32,2.97,97.81,4.07,6.03,4.57
89.28,18.71,47.82,68.47,27.57,3.29,99.39,3.61,4.97,4.64
89.24,17.41,50.25,93.99,33.03,2.89,96.77,3.74,4.86,4.68
92.3,17.88,51.0,75.17,33.81,1.46,92.51,4.39,8.66,4.65
90.27,18.95,51.81,85.46,28.26,3.1,96.48,4.74,,4.51
95.95,16.77,47.12,81.22,24.12,3.11,96.67,4.02,8.19,4.58
92.77,18.4,45.89,87.32,31.33,2.91,98.6,4.68,6.36,4.04
93.4,16.35,45.1,86.96,24.75,2.51,96.59,4.12,8.08,4.96
91.16,18.79,45.71,98.1,25.25,3.23,99.46,4.21,9.07,4.51
92.9,20.51,48.24,77.12,30.36,3.82,97.05,4.47,7.92,4.93
92.14,15.53,51.09,92.96,23.25,3.17,94.73,4.13,11.39,4.67
95.8,14.11,48.8,78.7,28.87,3.56,96.52,3.88,5.75,4.16
89.56,18.76,54.29,79.75,31.64,2.87,95.68,4.52,7.94,4.4
95.4,16.21,42.98,85.09,35.39,3.08,94.52,4.0,6.17,4.1
90.21,19.55,47.74,101.04,26.4,4.12,93.51,4.64,,4.34
91.75,16.42,44.29,88.55,29.71,1.92,98.31,4.15,8.85,
87.12,18.13,43.94,74.02,25.37,2.99,99.94,4.63,7.19,4.81
85.63,13.99,45.33,79.24,26.04,3.85,95.19,3.74,9.17,4.3
96.48,15.7,43.84,79.26,35.92,3.62,96.45,,8.13,4.37
92.22,19.47,50.32,65.7,27.02,2.6,98.35,4.49,7.88,4.15
96.76,20.86,48.3,75.47,21.0,3.2,97.64,4.11,8.97,4.2
94.62,19.4,51.48,92.82,26.14,3.09,97.04,4.09,10.3,4.19
91.27,23.53,45.85,96.36,28.63,2.63,97.04,4.31,10.67,4.15
93.87,20.24,,74.02,23.52,2.76,94.8,4.38,8.09,4.03
87.1,20.5,,67.93,33.88,3.23,96.94,4.12,6.99,4.36
96.94,17.1,,91.23,26.41,4.48,94.72,4.23,7.96,4.79
86.3,21.84,48.88,99.31,24.14,3.0,95.96,4.85,7.14,4.12
82.36,18.75,46.84,76.83,19.82,3.24,98.5,3.82,7.66,4.38
93.65,19.79,44.59,91.73,29.03,2.27,94.09,3.69,5.95,4.53
85.29,12.96,56.24,80.22,25.9,1.96,93.57,3.81,7.85,4.52
91.75,19.4,50.05,64.61,28.63,1.34,96.49,4.02,7.53,4.73
91.25,16.57,51.76,85.99,28.11,2.41,,4.2,6.44,4.72
94.3,17.22,44.22,88.61,24.83,1.51,99.26,4.26,8.78,4.11
95.06,15.74,53.93,73.81,31.25,1.9,95.97,4.38,6.9,5.0
96.2,19.38,49.88,94.36,27.73,1.24,97.42,4.1,9.39,
90.84,19.77,49.01,78.79,30.21,4.06,97.93,4.23,4.04,4.0
89.75,16.76,48.15,111.27,25.64,3.38,98.93,4.07,11.22,4.58
98.63,16.24,50.18,72.53,28.22,3.47,95.41,4.15,7.77,3.97
94.32,15.47,42.87,60.5,26.66,3.12,98.61,4.08,,4.27
93.69,17.95,48.27,74.35,30.27,2.46,95.64,4.08,11.44,4.13
94.57,22.8,44.16,91.93,33.28,2.65,99.45,4.38,7.98,4.78
91.96,18.52,49.46,77.43,32.38,4.4,98.09,4.16,7.5,4.64
81.68,19.22,43.69,77.1,19.12,3.0,97.27,4.17,7.46,3.86
89.05,14.94,52.04,79.23,26.65,3.49,98.14,4.16,5.24,3.97
88.15,17.21,50.24,75.2,29.32,2.85,99.53,4.57,10.34,5.0
85.01,21.91,,92.11,25.83,2.45,97.61,4.34,8.66,4.76
88.61,19.49,50.78,73.45,,2.66,97.38,4.0,7.5,4.16
91.7,17.67,41.67,74.71,17.81,2.01,99.59,4.92,3.42,4.73
91.09,18.72,41.34,83.45,24.89,1.86,95.56,3.94,6.74,4.55
89.37,17.72,49.32,92.55,,4.2,95.45,4.71,9.43,4.61
83.96,,42.16,61.0,33.83,2.98,94.42,,6.47,4.6
87.46,17.04,46.49,81.09,22.72,2.17,98.87,4.16,11.94,4.42
91.89,18.64,37.5,72.48,26.43,3.65,97.82,4.24,7.87,4.88
86.21,17.58,46.14,90.34,32.56,2.87,97.91,4.25,10.16,4.12
93.92,18.17,43.3,86.86,21.82,2.27,98.66,3.9,6.78,4.09
95.0,20.61,45.74,83.34,22.54,3.13,97.98,4.09,7.03,4.06
90.69,18.58,49.36,77.93,30.97,2.74,94.48,3.46,4.66,4.1
82.81,15.76,40.21,84.2,28.64,2.69,99.22,4.05,8.36,4.54
94.43,19.3,42.99,97.61,27.11,3.1,97.8,3.79,6.79,4.64
88.85,20.0,46.69,64.8,,4.08,94.38,3.7,6.22,4.24
92.59,18.64,47.97,89.83,34.0,5.14,99.07,4.11,7.18,4.9
91.89,16.49,46.07,68.87,28.28,2.9,99.48,4.35,7.81,4.43
90.07,16.91,44.85,82.28,30.14,4.03,96.15,4.17,8.44,4.48
84.07,19.67,53.76,77.91,26.87,3.94,99.72,3.69,7.35,3.94
94.89,20.23,52.13,76.92,24.01,3.82,96.23,3.93,6.78,5.0
90.48,18.45,41.66,86.58,29.07,1.98,100.0,4.36,9.0,4.34
94.59,16.1,43.88,68.34,29.44,1.5,97.56,4.64,4.7,4.01
92.44,20.11,47.96,89.79,33.73,2.64,98.86,4.37,4.13,4.63
94.9,17.46,47.37,79.79,26.84,2.38,95.53,4.22,9.3,4.59
90.76,20.01,53.35,96.66,30.56,2.88,96.45,4.24,7.49,4.52
81.6,21.55,46.31,,31.05,2.2,,4.5,7.19,4.56
84.68,18.32,43.93,71.47,22.52,3.56,96.87,4.24,10.86,4.83
91.8,18.25,45.87,76.23,22.61,2.75,95.33,4.47,7.85,4.17
94.6,20.62,45.91,95.55,31.78,3.34,97.99,4.05,10.29,4.15
94.9_err,19.34,43.98,82.87,35.44,3.11,96.53,4.48,,4.43
94.9,19.66,38.89,76.95,22.48,3.42,96.5,4.05,6.03,4.23
90.99,18.27,47.78,64.61,22.67,3.24,95.18,3.95,6.99,4.11
95.05,15.62,47.46,85.71,22.97,2.66,97.06,4.17,6.67,4.68
95.3,21.76,51.63,74.14,34.98,2.05,95.06,4.4,9.42,4.43
91.68,19.07,46.64,75.95,31.72,4.49,95.97,4.25,6.63,4.79
96.17,20.64,49.8,83.66,,3.84,96.63,4.02,10.98,4.69
96.15,13.94,50.52,86.07,30.01,3.64,97.08,4.51,5.59,4.54
94.78,16.72,,71.15,34.03,2.82,99.79,4.08,9.97,4.47
87.89,19.83,50.81,68.38,26.67,2.95,98.12,4.28,9.87,4.3
87.95,19.78,53.19,83.22,23.91,2.88,96.37,3.95,7.0,4.73
92.91,21.97,43.71,76.61,26.59,3.16,,4.07,7.79,4.41
85.39,20.57,54.46,98.72,33.3,,99.83,4.42,7.68,4.65
90.96,20.82,50.62,77.35,28.29,2.72,98.21,4.2,7.99,4.9
90.54,15.46,41.88,83.49,29.08,4.43,98.76,4.22,7.92,4.29
92.28,16.55,53.94,67.81,24.34,2.65,94.39,4.42,7.98,4.24
100.0,21.06,52.57,107.08,29.87,2.75,96.51,4.12,6.26,4.79
88.86,16.32,46.4,77.18,30.49,2.57,96.04,4.45,7.04,4.93
92.49,13.32,51.65,77.17,30.07,4.02,99.02,3.83,7.23,4.75
98.17,18.97,48.81,90.14,28.37,2.47,,4.37,8.07,4.5
87.82,15.75,41.65,85.5,28.04,4.42,99.77,4.32,3.19,4.6
88.66,18.64,36.82,70.51,29.22,2.22,96.12,3.78,8.27,4.53
93.87,15.91,46.46,63.97,26.36,3.58,97.56,4.03,5.35,4.92
88.87,23.19,51.72,75.98,32.69,2.63,96.03,4.26,9.83,4.47
97.26,16.92,48.15,76.8,21.59,3.2,98.12,3.94,6.49,4.74
97.29,19.08,39.12,81.14,24.45,1.85,95.41,4.22,5.65,4.29
96.16,20.33,48.07,76.75,33.17,3.6,98.22,4.23,3.57,4.69
93.83,,41.63,85.22,32.27,2.98,97.55,4.17,6.49,5.0
98.04,20.72,50.13,63.47,20.38,1.98,95.0,3.73,7.82,4.5
92.52,20.94,52.49,73.57,24.78,3.37,96.7,3.65,6.19,4.11
94.53,17.38,41.11,67.77,33.25,2.69,92.52,3.94,7.93,4.12
90.49,16.66,42.03,68.58,,1.6,97.76,4.36,8.23,4.59
88.82,16.34,48.77,,21.56,3.56,95.96,4.45,6.61,4.86
100.0,19.19,49.45,78.89,31.78,3.79,95.68,3.76,8.83,4.68
92.36,17.21,43.63,100.91,24.63,3.12,95.1,4.28,5.26,4.78
89.49,17.35,41.38,77.83,26.09,2.16,96.35,4.04,5.71,4.07
82.84,14.93,51.36,77.43,28.89,1.96,97.47,4.26,5.19,4.4
92.65,14.97,49.36,78.33,28.38,3.76,96.78,3.74,11.86,4.27
99.21,17.97,41.8,,23.71,1.33,97.29,4.37,12.75,4.06
84.41,,48.91,68.93,27.92,2.52,96.51,4.56,8.85,4.74
92.87,19.68,47.39,79.35,25.56,3.18,95.66,3.95,7.31,4.87
90.22,17.42,44.27,79.69,32.16,3.84,98.8,4.06,10.02,4.61
