fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,alcohol,high_quality
15.0,1.23,0.2,5.9,0.012,4.5,235.5,0.994,3.38,14.9,0
10.0,1.18,0.46,12.6,0.041,3.8,270.8,0.9908,3.72,13.3,1
,0.51,0.74,5.1,0.022,12.8,154.5,0.9931,3.44,11.8,1
9.9,1.0,0.19,13.6,0.061,51.0,232.1,0.9911,3.05,11.4,0
10.6,1.22,0.41,12.6,0.15,17.7,184.0,1.0024,3.5,10.7,0
7.3,1.01,0.57,,0.182,46.2,63.9,1.0038,3.5,11.4,0
7.8,0.48,0.37,3.6,0.18,30.8,245.8,1.0004,3.63,10.2,0
11.3,0.55,0.54,6.9,0.183,15.6,278.7,1.0014,3.7,8.3,0
8.7,0.16,0.45,5.3,0.171,46.5,66.7,0.9954,3.46,13.6,1
5.1,0.41,0.54,3.6,0.02,36.5,,0.9951,3.56,13.6,1
10.0,0.57,0.04,14.6,0.047,29.0,127.3,0.9975,3.83,,0
14.2,1.29,0.58,10.3,0.011,66.7,242.9,0.9997,3.15,9.5,0
9.3,0.68,0.82,7.8,0.025,55.5,272.2,0.9933,3.7,8.7,0
10.8,1.54,0.48,8.8,0.123,6.5,267.9,1.002,3.94,12.8,0
14.4,1.58,0.05,9.0,0.18,70.1,19.0,1.004,3.93,8.3,0
6.3,0.77,0.54,2.2,0.183,51.2,20.1,0.9913,3.36,12.8,1
10.8,0.92,0.34,14.5,0.058,10.3,150.5,0.9913,3.7,9.1,0
14.2,0.41,0.22,14.5,0.038,28.1,26.6,1.0034,3.07,13.5,1
5.0,0.92,0.25,10.9,0.153,67.5,,0.9914,3.52,14.7,1
8.8,,0.78,14.2,0.184,21.5,69.6,0.9947,3.19,12.2,1
11.4,1.22,0.39,9.9,0.148,29.7,53.8,1.0035,3.15,12.5,0
6.0,0.96,0.14,9.8,0.167,69.7,30.7,0.9928,3.06,10.2,0
7.2,1.31,0.43,6.8,0.109,43.5,268.2,1.0013,3.94,9.7,0
8.7,1.57,0.52,11.4,0.181,21.7,160.8,1.0005,3.65,8.2,0
7.6,0.36,0.77,12.5,0.029,71.2,126.0,0.9972,3.05,11.7,0
9.5,0.79,0.94,11.6,0.018,27.3,186.6,0.9989,3.7,8.1,0
11.1,0.11,0.83,4.7,0.124,34.7,61.8,0.9952,3.59,10.0,1
14.5,0.2,0.53,14.0,0.14,24.7,289.9,0.9916,3.98,10.9,0
14.0,1.52,0.88,3.5,0.187,35.2,191.8,0.9926,2.96,8.4,1
15.7,0.34,0.56,1.1,0.078,44.8,146.9,1.0012,3.42,12.9,1
14.1,0.85,0.54,6.4,0.166,63.7,36.1,0.9914,3.8,10.4,1
15.6,1.15,0.88,12.8,0.168,58.1,126.0,0.9957,3.09,13.4,0
14.0,0.47,0.25,14.4,0.151,34.6,239.2,0.9936,3.76,12.9,0
15.9,0.47,0.31,2.1,0.123,35.4,107.4,0.993,3.17,14.5,1
8.6,1.2,0.85,3.7,0.042,44.2,277.4,0.9918,3.06,9.4,0
15.4,0.15,0.88,4.5,0.1,66.8,125.2,0.9998,3.23,9.5,1
7.0,1.15,0.56,5.8,0.087,67.1,129.5,0.9933,3.37,13.0,1
11.3,0.88,0.23,10.1,0.103,61.8,110.7,0.9951,3.79,13.8,1
14.1,1.3,0.81,2.7,0.06,14.4,31.6,0.9998,3.73,10.3,0
13.4,1.53,0.02,,0.155,53.9,146.8,0.9906,3.14,9.9,1
13.3,1.02,0.04,6.3,0.101,52.9,34.9,0.9932,3.74,12.9,1
8.4,0.59,,1.0,0.072,5.5,150.1,,3.23,13.7,1
14.7,1.29,0.12,8.5,0.126,70.8,239.4,0.9966,3.57,13.9,1
9.4,0.28,0.82,2.7,0.163,59.1,203.2,1.0015,2.93,13.0,1
11.0,,0.61,10.6,0.186,66.3,45.7,0.9955,2.96,13.8,1
7.5,0.87,0.64,14.2,0.118,14.4,120.3,1.0026,3.56,13.4,1
6.5,0.59,0.55,10.3,0.084,63.1,97.3,1.0028,3.01,8.5,0
14.5,1.22,0.62,12.1,0.036,16.0,208.4,1.0003,3.88,10.9,1
14.4,0.85,0.73,10.4,0.03,6.3,13.3,0.9917,3.83,13.0,1
7.2,1.37,0.09,13.0,0.093,28.8,39.4,0.9964,3.34,,0
5.2,0.94,,1.9,0.196,53.8,134.1,1.0022,3.7,13.7,1
6.6,,0.8,2.1,0.074,44.0,274.3,0.9982,3.83,10.5,0
11.6,,0.17,1.9,0.081,39.7,221.3,0.996,3.75,10.7,0
7.8,0.67,0.36,1.2,0.18,16.3,163.1,1.0,3.92,14.9,1
8.5,0.14,0.35,2.7,0.109,33.8,222.9,,3.45,12.5,1
6.6,0.94,0.46,5.7,0.14,56.2,194.2,0.9926,3.4,13.4,0
12.3,0.7,0.86,9.6,0.062,27.4,241.5,0.9902,3.4,13.0,1
14.8,0.14,0.56,4.0,0.026,42.1,104.0,1.0039,3.48,9.7,0
13.4,0.81,0.57,11.8,,27.4,250.0,1.0017,3.59,11.6,0
6.8,0.71,0.86,6.8,0.149,36.1,240.2,0.9954,3.94,11.4,0
11.5,1.59,0.85,3.2,0.143,25.3,198.0,0.9918,3.54,8.6,0
12.4,1.38,0.13,5.5,0.176,63.1,246.8,0.9983,3.32,8.5,0
14.3,1.34,0.67,13.5,0.101,15.3,122.2,1.0032,3.34,13.5,1
14.3,1.14,0.13,7.7,0.137,30.7,187.5,0.9967,3.42,11.3,1
11.9,1.35,0.64,3.2,0.133,41.0,267.1,0.9937,,13.1,1
14.9,0.44,0.48,8.5,0.175,8.9,108.9,0.9961,3.85,13.6,0
15.1,1.13,0.08,9.1,0.086,36.4,127.8,0.9911,3.09,8.9,0
6.4,1.52,0.57,2.7,0.116,24.8,228.8,1.0018,3.1,14.1,1
12.3,0.78,0.88,13.2,0.117,23.0,150.5,0.9915,3.23,10.6,0
7.8,1.35,0.15,8.1,0.02,51.6,168.4,0.9939,3.51,11.5,1
7.6,0.79,0.83,10.3,0.2,68.0,289.8,0.9977,3.15,,0
11.8,0.28,0.12,14.4,0.191,18.2,49.1,0.9953,3.6,12.7,1
10.1,0.18,0.33,9.2,0.047,61.6,193.2,0.9959,3.36,12.4,1
14.6,1.25,0.06,11.7,0.12,51.2,76.5,1.0015,3.82,11.8,0
11.3,0.71,0.92,2.8,0.158,19.0,103.6,0.998,3.39,14.8,1
6.0,1.04,0.62,2.5,0.014,5.2,231.5,0.9931,3.47,12.6,0
10.3,0.85,1.0,2.5,0.049,23.9,284.4,0.992,2.94,10.6,0
9.9,1.38,0.06,5.0,0.183,,,1.0011,3.38,14.4,1
12.7,0.84,0.89,15.0,0.092,52.3,244.7,0.9946,3.44,9.5,0
10.0,1.01,0.43,6.3,0.191,1.1,242.7,0.9976,2.93,10.3,0
15.0,0.47,0.35,10.2,0.101,7.8,112.5,0.9966,2.97,11.8,1
13.9,0.37,0.65,3.8,0.108,59.1,97.0,0.9928,3.23,9.6,1
6.0,0.48,0.03,7.0,0.114,48.8,105.6,0.9932,3.33,13.3,1
9.3,0.35,0.84,3.6,0.167,17.9,62.1,1.0008,3.52,9.2,0
7.5,0.95,0.36,3.3,0.151,70.9,7.1,0.9968,3.82,12.0,1
13.0,0.86,0.96,7.6,,67.7,259.9,1.0035,2.96,14.1,1
11.8,0.99,0.42,7.7,0.115,27.9,134.4,0.9933,2.91,11.2,0
6.1,0.71,0.4,12.4,0.187,,108.7,0.9957,3.03,13.3,1
7.4,0.24,0.74,5.5,0.181,41.6,285.9,1.0035,3.58,10.8,0
13.2,0.18,0.19,14.7,0.166,23.0,183.4,0.9957,3.7,14.5,1
12.4,1.23,0.81,11.0,0.051,,141.9,,3.88,11.7,1
14.2,1.35,0.42,4.5,0.178,37.0,152.0,0.9907,3.54,14.0,1
9.0,1.34,0.61,3.2,0.065,5.9,9.5,1.0032,3.77,13.1,1
13.6,0.52,0.75,8.6,0.175,19.3,64.5,1.0035,3.94,11.3,0
11.0,0.52,0.25,9.2,0.081,71.1,128.4,0.9957,3.62,10.8,1
8.8,0.92,0.39,7.2,0.192,1.1,118.9,1.0036,3.48,9.2,0
9.2,1.19,0.2,5.6,0.13,2.0,202.1,0.9956,3.43,14.9,1
8.9,0.47,1.0,13.2,0.105,32.1,43.5,0.9973,3.12,10.0,1
13.4,1.13,0.85,9.3,,12.4,111.2,1.0024,2.99,12.7,0
11.5,0.93,0.18,11.5,0.154,58.8,159.9,0.9923,3.05,10.3,0
14.4,0.34,,4.6,0.187,50.1,47.2,0.9977,3.65,,1
11.9,0.41,0.65,11.5,0.192,40.7,48.3,0.9991,3.4,13.8,1
14.4,0.58,0.25,3.0,0.02,7.1,77.1,1.0023,3.15,12.2,1
13.7,1.48,0.18,6.4,0.105,3.8,132.0,1.0021,2.94,14.6,1
15.0,1.42,0.55,12.7,0.115,43.9,52.1,0.9989,3.94,8.7,1
12.5,0.42,0.7,13.0,0.145,2.0,65.1,0.9953,3.52,11.9,1
13.9,1.35,0.93,3.8,0.061,21.2,276.9,,3.48,13.6,1
10.7,0.71,0.37,11.6,0.118,19.9,129.8,1.0037,3.66,12.6,1
15.7,0.6,0.51,2.4,0.057,7.3,13.1,0.991,3.7,12.9,1
4.8,0.48,0.11,11.2,0.011,11.4,147.4,0.9948,3.87,10.8,0
8.5,1.17,0.83,9.2,0.085,35.1,80.4,0.9984,3.84,14.1,1
11.7,0.81,0.18,11.3,0.04,17.8,172.7,0.9966,3.21,9.4,0
14.9,1.58,0.21,5.5,0.076,40.9,65.9,0.9965,3.54,14.0,0
9.2,0.94,0.12,1.9,0.014,51.3,276.8,0.994,3.66,9.1,0
10.3,0.69,0.3,12.3,0.085,69.3,180.5,0.9965,3.94,13.6,1
11.8,0.63,0.65,12.2,0.197,,31.0,1.0034,3.29,11.4,1
14.3,1.03,0.58,4.0,0.137,21.2,46.0,0.9986,3.66,8.8,1
7.6,0.38,0.99,14.9,0.093,4.3,259.2,0.9975,3.98,10.3,0
15.0,0.93,0.08,10.4,0.024,50.8,265.4,0.9936,3.9,11.6,1
5.7,1.42,0.35,3.8,0.103,28.9,31.3,0.9923,3.44,12.4,0
7.7,1.25,0.45,12.0,,33.5,210.6,0.9901,3.02,8.3,0
5.4,0.52,0.42,1.4,0.11,38.9,65.8,1.0029,3.77,13.8,1
9.5,1.08,0.92,13.3,0.013,60.0,286.6,0.9966,3.4,13.7,0
5.1,0.89,0.48,7.4,0.068,11.6,30.0,1.0014,3.78,9.2,0
11.6,0.36,0.43,4.0,0.174,48.6,67.5,1.003,3.72,12.2,1
4.9,0.22,0.08,13.2,0.16,58.5,13.7,1.0016,3.18,13.6,1
14.0,0.63,0.43,11.3,0.113,12.2,214.6,0.9932,3.63,8.7,0
12.7,0.64,0.6,7.9,0.15,47.2,209.6,0.9968,3.82,14.2,1
6.4,1.31,,12.9,0.163,55.2,121.1,0.9922,3.23,10.7,0
6.9,1.12,0.04,10.2,0.183,22.7,207.0,1.0011,3.78,12.8,0
7.5,0.8,0.67,7.8,0.187,17.1,283.9,0.99,4.0,9.3,0
14.5,0.38,0.28,2.9,0.044,64.7,49.9,1.0039,2.98,9.1,1
9.3,1.03,0.79,8.4,0.108,37.6,151.3,0.9922,3.29,11.9,1
6.0,1.03,0.28,1.9,0.175,24.6,32.5,0.995,3.45,9.4,0
12.6,0.56,0.26,6.1,0.193,16.8,21.4,1.0026,3.53,13.2,1
12.2,1.53,0.02,14.6,0.034,67.2,60.6,0.9953,3.7,11.9,1
5.4,1.41,0.96,10.3,0.047,37.3,50.6,0.9929,2.9,10.2,0
6.8,1.43,0.68,9.7,0.029,62.7,123.2,0.9933,3.94,11.9,0
6.4,0.39,0.07,1.7,0.155,60.3,94.8,1.0003,,10.6,0
6.0,0.78,0.87,1.3,0.197,29.7,143.3,0.9991,3.41,9.8,0
4.8,1.29,0.78,2.0,0.101,68.2,112.2,0.995,3.71,10.0,1
8.2,0.5,0.65,11.9,0.132,61.1,79.8,1.0016,3.08,15.0,1
10.9,0.22,0.53,6.1,0.054,68.8,188.2,0.9981,3.99,13.7,1
5.4,1.02,0.93,13.7,0.188,9.3,64.4,1.0033,3.28,11.9,1
11.2,0.56,0.52,7.5,0.051,57.0,141.0,0.9913,3.27,9.2,0
12.5,0.5,0.04,9.1,0.082,38.8,118.8,0.9928,3.62,13.2,1
5.6,0.7,0.79,12.5,0.036,38.9,235.5,0.9919,3.63,11.3,0
13.6,0.92,0.25,2.2,0.037,56.8,234.0,1.0001,3.92,10.9,1
10.0,1.46,0.19,9.2,0.174,21.0,19.2,1.0039,3.54,12.4,1
7.0,0.6,0.68,8.4,0.08,43.8,15.1,0.998,3.94,14.5,1
9.5,1.06,0.9,2.9,0.066,55.7,130.6,1.0012,3.2,11.3,1
6.6,0.25,0.88,11.3,0.135,39.1,131.6,1.0024,3.9,10.1,0
5.3,1.58,0.06,7.2,0.052,25.0,200.4,1.0018,3.74,12.6,0
14.6,1.1,0.03,14.9,0.19,66.8,275.0,1.0031,3.06,14.9,1
11.8,1.2,0.31,2.8,0.195,16.2,133.2,0.9962,2.9,12.5,1
15.9,0.88,0.27,10.8,0.067,7.3,69.0,1.0015,3.19,10.3,0
11.2,0.13,0.81,9.5,0.192,52.7,144.5,0.991,3.21,14.3,1
8.3,1.45,0.52,12.9,0.106,34.1,179.9,0.9989,3.45,14.8,1
15.8,0.88,0.04,11.3,0.111,29.9,167.6,1.0017,3.96,13.7,1
11.9,0.29,0.91,7.2,0.063,20.1,224.5,0.9929,3.26,14.6,1
8.8,1.17,,11.3,0.068,13.1,250.7,0.9951,3.43,9.0,0
5.1,1.4,0.25,3.1,0.134,9.9,220.5,0.9962,3.83,11.2,0
5.1,1.32,0.67,14.6,0.052,26.1,159.4,0.9951,,12.5,1
9.3,0.86,0.75,5.5,0.035,68.0,125.8,0.9928,3.0,11.1,1
15.6,0.38,0.56,10.2,0.046,44.6,272.7,0.999,3.96,10.9,0
14.1,0.98,0.86,8.2,0.19,35.8,262.4,1.0033,3.65,11.6,0
5.2,1.59,,9.9,0.064,16.9,185.8,0.9974,3.13,13.6,0
11.4,0.11,0.53,8.5,0.13,52.1,119.0,1.0012,3.18,12.2,1
15.3,0.11,0.46,12.2,0.158,9.6,274.3,0.9962,3.17,14.0,1
13.9,1.07,0.88,4.9,0.12,38.0,40.2,0.9942,3.42,8.6,0
9.5,1.24,0.98,8.0,0.176,15.7,268.4,0.991,3.42,13.6,1
12.4,0.86,0.97,10.7,0.054,6.9,78.4,0.9948,3.44,12.3,1
7.0,1.12,0.48,14.5,0.164,31.9,181.7,1.0006,3.18,8.5,0
6.4,0.37,0.52,5.8,,17.1,55.5,1.0037,3.82,8.8,0
11.8,0.44,0.77,,0.08,23.5,169.7,0.9996,3.5,14.5,1
7.4,0.68,0.5,8.4,0.179,16.4,50.4,0.9991,3.88,13.7,1
,0.32,0.83,3.6,0.145,41.5,250.1,1.0015,3.99,12.4,1
14.7,1.39,0.58,6.6,0.068,51.6,121.7,0.995,3.27,8.6,0
5.1,0.73,0.85,12.2,0.069,9.1,142.9,1.0034,3.45,12.6,1
7.0,0.17,0.52,7.4,0.021,39.3,94.0,1.0005,3.0,8.3,0
,1.55,0.49,4.4,0.151,45.5,58.4,0.9997,3.29,13.2,1
12.9,0.83,0.97,13.0,0.011,52.9,162.7,0.9935,3.14,13.3,0
9.0,0.8,0.03,3.1,0.18,47.4,202.1,0.9943,3.56,10.3,0
10.2,1.24,0.27,11.7,0.041,33.6,103.5,0.9993,3.04,10.5,0
13.7,1.2,0.76,5.6,0.175,18.3,221.6,1.0027,3.16,11.4,0
8.1,1.55,0.34,14.7,0.043,41.4,261.7,1.0,3.28,13.1,1
10.0,1.02,0.59,8.3,0.128,52.4,127.2,1.0017,2.91,,1
11.0,1.21,0.83,10.5,0.087,27.7,280.4,0.9986,3.01,11.7,1
6.9,1.42,0.3,2.1,0.124,6.2,38.0,0.9996,3.05,,1
6.3,1.18,0.46,13.1,0.17,8.8,143.2,0.9932,3.21,8.5,0
14.5,0.71,0.02,3.3,0.042,43.6,276.6,0.9904,2.94,13.6,1
12.0,1.31,0.07,7.0,0.03,48.5,246.7,0.9952,3.38,13.7,1
12.7,0.76,0.54,13.0,0.078,19.9,,0.9908,3.13,10.7,0
6.3,1.6,0.47,5.9,0.038,25.4,72.6,,3.53,12.0,1
9.8,0.53,0.4,14.3,0.186,6.4,287.2,1.003,3.45,11.6,0
6.2,0.18,0.91,13.6,0.046,8.4,277.5,1.0023,3.66,12.8,1
,0.34,0.25,12.2,0.063,43.3,71.6,1.0036,3.37,10.8,1
15.1,1.56,0.1,2.7,0.126,34.1,117.4,0.9912,3.19,10.4,0
5.8,0.9,0.02,13.5,0.189,12.8,,0.9971,2.95,,1
15.0,0.68,0.63,9.8,0.177,44.7,,1.0037,3.87,14.7,1
6.2,1.4,0.66,9.4,0.067,38.6,115.3,0.9918,3.01,13.1,1
11.2,0.43,0.11,6.6,0.074,55.0,94.4,0.9968,3.39,13.9,1
11.5,0.17,0.45,6.5,0.163,18.8,213.2,1.0017,3.38,14.2,1
8.9,0.51,0.84,1.2,0.085,1.8,67.4,0.9929,3.87,10.2,0
12.5,0.14,0.45,8.3,0.078,67.3,222.1,0.9998,3.41,14.8,1
8.5,0.21,0.46,5.0,0.148,1.7,222.6,1.0012,3.22,,0
,1.19,0.34,9.5,0.095,25.6,136.7,0.9924,2.94,12.8,1
11.7,,0.76,10.6,0.14,65.4,213.2,0.997,3.3,9.1,1
11.7,0.51,0.9,8.1,0.196,24.2,,0.9969,3.46,12.1,1
13.5,1.1,0.03,10.7,0.09,23.4,145.6,0.9927,3.04,10.8,0
11.1,0.73,0.63,6.5,0.02,56.8,152.5,0.9947,3.51,14.5,1
7.3,0.37,0.94,2.4,0.194,11.6,91.4,1.0021,3.0,9.5,0
6.6,0.35,0.29,12.9,0.079,60.1,48.2,0.9952,3.72,11.3,1
13.6,0.18,0.41,11.2,0.123,56.3,60.2,0.9903,3.04,13.8,1
8.2,0.12,0.43,13.1,0.05,65.3,210.4,0.9928,2.95,13.8,1
9.9,1.0,0.63,5.6,0.153,31.8,109.2,0.9945,3.94,11.3,0
11.0,1.48,0.46,10.7,0.132,,266.2,0.9994,3.66,11.5,0
14.5,1.49,0.97,9.5,0.097,,75.0,1.0017,3.36,12.2,1
14.0,0.24,0.05,8.0,0.186,9.9,234.3,0.9908,2.93,13.4,1
8.3,0.99,0.69,6.8,0.093,14.6,135.8,0.9964,3.7,9.1,0
5.3,1.43,0.71,13.8,0.08,4.7,21.8,0.9935,3.05,8.6,0
5.8,1.12,0.4,12.6,0.188,67.0,28.0,0.9928,3.34,11.4,0
15.0,0.77,0.63,10.1,0.065,31.0,60.2,1.0014,3.98,14.8,1
15.0,0.22,0.92,3.6,0.136,49.5,229.3,1.0006,3.64,11.1,0
8.0,0.75,0.68,9.7,0.019,19.8,279.0,0.992,2.92,9.9,0
9.8,0.72,0.53,5.9,0.139,17.7,96.9,0.9925,3.27,15.0,1
14.3,1.04,0.79,,0.127,58.4,157.8,0.9945,3.65,10.6,1
4.6,0.76,0.55,4.7,0.055,31.1,239.3,0.9988,3.45,9.1,0
8.2,0.22,0.21,5.6,0.025,1.9,257.0,1.0007,3.31,9.3,0
6.5,1.4,0.24,7.9,0.093,29.7,131.7,0.9929,2.91,12.6,1
14.6,1.41,0.81,9.5,0.154,56.8,224.2,0.9956,3.21,10.8,0
11.5,1.07,0.37,8.5,0.018,23.2,79.8,1.0028,3.51,13.1,0
8.8,1.31,0.18,10.2,0.159,15.8,187.4,0.9959,3.37,12.4,0
,1.57,0.61,3.5,0.051,54.7,,0.9988,3.57,11.8,0
14.0,0.48,0.2,4.8,0.059,58.7,208.9,0.9956,3.26,14.3,1
13.1,1.19,0.72,14.5,0.2,26.4,27.2,1.0039,3.92,10.4,1
4.6,0.12,0.8,2.2,0.023,39.2,68.9,0.9946,3.31,12.6,1
8.2,0.85,0.28,3.4,0.127,41.2,208.5,1.0006,3.22,9.7,0
7.5,0.32,0.99,7.9,0.111,50.9,111.9,1.0029,3.27,12.7,0
10.3,1.12,0.18,10.1,0.2,57.0,226.1,1.0014,2.91,9.0,0
10.8,0.78,0.29,11.6,0.086,38.7,65.2,0.9998,3.21,10.6,1
9.8,0.68,0.29,,0.114,63.6,11.5,1.0004,3.72,11.2,1
15.2,1.13,0.25,5.6,0.045,23.2,217.7,1.0034,3.9,12.7,1
12.3,1.51,0.42,7.2,0.162,63.3,45.1,0.9963,3.43,10.5,0
11.9,0.45,0.33,2.1,0.077,,120.8,1.0028,3.4,11.9,1
10.2,1.58,0.61,9.1,0.023,4.1,197.0,0.9949,3.91,11.4,0
5.2,0.86,0.91,13.8,0.063,51.7,225.9,1.0028,3.33,8.1,0
,1.44,0.22,13.1,0.18,59.2,76.1,1.0025,3.89,9.5,0
9.4,1.24,0.41,2.9,0.125,20.1,248.8,0.9935,2.93,13.2,1
14.3,0.45,0.89,7.5,0.186,64.3,139.9,0.993,2.96,11.5,1
5.1,1.4,0.37,,0.019,23.0,70.2,0.9978,3.37,13.6,1
5.4,1.2,0.61,11.6,0.07,32.9,172.8,1.0029,3.16,9.6,0
14.3,0.26,0.5,10.6,0.131,56.4,79.8,0.9914,3.27,8.7,1
13.0,1.35,0.07,3.1,0.121,57.5,,1.0018,3.47,11.8,0
14.4,0.35,0.89,12.4,0.056,27.7,59.1,1.0004,3.75,12.6,1
12.0,0.88,0.96,11.1,0.026,8.9,89.4,0.9995,2.97,12.8,1
13.5,0.99,0.38,12.3,,59.6,175.2,1.0,3.86,13.6,0
7.5,1.02,0.42,12.7,0.167,54.1,149.3,1.0024,3.11,14.0,1
7.5,0.98,0.37,6.6,0.173,66.9,284.3,0.9903,3.4,10.6,0
8.9,1.36,0.92,11.2,,1.3,81.7,0.9965,3.57,11.7,1
15.2,0.58,0.72,13.4,,39.2,71.2,1.0039,3.53,13.5,1
9.2,0.27,0.88,3.1,0.086,69.3,167.5,1.0007,3.69,,1
14.9,1.46,0.67,8.5,0.191,37.6,262.5,0.9963,3.07,12.7,1
5.1,0.9,0.41,13.8,0.128,70.2,34.6,0.9958,3.33,10.7,0
10.8,1.13,0.24,8.9,0.111,31.0,144.7,1.0027,3.98,8.7,0
12.9,1.37,0.37,4.4,0.09,23.7,266.6,0.9957,3.12,14.7,0
10.5,1.03,0.81,10.5,0.021,51.3,267.6,0.998,3.88,14.4,0
8.0,0.66,0.62,9.2,0.124,22.6,51.0,0.9907,3.26,10.0,1
13.8,0.49,0.32,12.6,0.074,20.5,31.5,0.9931,3.44,12.0,1
13.3,0.36,0.69,4.6,0.162,55.0,41.1,1.0004,3.28,14.5,1
12.6,1.45,0.38,8.8,0.113,58.3,100.4,0.9901,3.13,9.6,0
10.1,1.41,0.52,13.6,0.166,1.9,187.9,0.9908,3.08,15.0,1
7.3,1.03,0.31,8.7,0.026,8.9,124.8,1.0032,3.59,11.1,0
14.6,0.37,0.01,7.6,0.139,37.0,260.6,0.9949,3.85,14.3,1
15.9,1.46,0.28,2.2,0.144,8.9,93.6,0.9989,3.79,13.3,1
,,0.85,4.4,0.185,8.7,215.5,0.9958,3.33,8.7,0
9.9,0.35,0.11,6.9,0.178,69.1,183.3,0.9961,3.73,8.9,0
8.2,0.76,0.39,13.4,,17.7,51.0,0.9955,3.81,14.7,1
7.5,0.94,0.75,7.7,0.074,21.9,281.6,0.9996,3.53,13.1,0
11.1,1.3,0.77,14.3,0.107,31.3,242.3,0.9936,3.75,11.8,1
14.1,1.22,0.55,7.4,0.133,52.7,212.3,1.0013,2.93,12.2,1
13.1,0.26,0.74,6.9,0.167,6.2,153.3,0.9976,3.88,8.9,1
6.7,0.38,0.16,7.6,0.192,38.4,109.4,1.0017,3.77,13.7,1
10.7,1.11,0.85,5.4,0.09,69.0,,0.9945,3.27,12.9,1
7.8,0.37,0.44,6.4,0.12,41.4,76.6,0.9978,3.6,13.2,1
12.1,1.37,0.27,11.8,0.101,51.1,105.2,0.9949,3.33,8.3,0
14.2,1.05,0.32,7.9,0.183,18.8,27.8,,2.96,11.8,1
4.7,0.73,0.35,13.6,0.158,59.3,37.7,0.9914,3.14,9.6,0
7.9,0.85,0.08,4.6,0.168,69.6,45.8,1.0009,3.22,8.8,0
12.8,0.26,0.3,3.1,0.049,32.3,85.4,0.9991,3.25,12.1,1
6.0,1.48,0.07,4.4,0.015,40.6,240.2,0.9929,3.05,13.8,1
9.9,0.51,0.15,10.8,0.083,71.6,60.9,1.0003,3.81,12.4,1
8.3,0.12,0.11,1.3,0.108,13.8,,1.0012,3.45,11.9,1
6.1,0.38,0.69,3.4,0.096,38.6,37.4,0.9912,3.05,14.7,1
6.3,1.28,0.65,10.7,0.156,49.4,156.6,0.9995,2.97,10.7,0
12.6,0.26,0.17,7.8,0.043,14.8,91.1,1.0011,3.41,13.9,1
12.8,1.35,0.08,8.9,0.146,64.8,197.0,0.9921,3.84,,1
11.7,0.97,0.37,8.7,0.165,8.0,37.1,0.9951,3.84,8.0,1
12.0,1.46,0.19,11.4,0.044,66.6,125.7,0.9902,3.27,13.7,1
10.1,0.21,0.5,1.5,0.065,41.0,85.8,1.0024,3.57,9.2,0
6.7,1.46,0.16,6.4,0.154,36.7,81.5,0.998,2.94,13.4,0
7.1,0.72,0.83,6.0,0.109,8.3,17.9,0.9953,3.15,11.2,1
8.5,1.32,0.24,3.4,0.091,53.9,44.8,0.9995,3.39,12.2,0
13.5,0.68,0.84,4.8,0.174,30.5,32.8,0.9935,3.25,8.9,1
15.8,0.25,0.77,13.5,0.137,62.3,146.1,1.0039,3.92,14.9,1
11.5,1.43,0.72,10.9,0.092,7.3,206.8,1.0029,3.32,13.9,1
10.2,0.13,0.57,10.7,0.129,66.1,116.1,0.9942,3.36,9.7,0
5.8,0.76,0.86,7.9,0.15,40.9,34.5,0.999,3.14,12.1,1
8.2,0.66,0.34,5.6,0.135,49.7,30.1,1.0002,3.58,14.6,0
6.7,0.63,0.87,4.8,0.146,54.7,157.6,1.0003,3.15,14.2,0
8.2,0.78,0.25,2.2,0.124,56.8,229.3,0.992,3.27,10.9,1
4.7,0.17,0.38,2.5,0.13,70.2,189.7,1.0023,3.31,13.4,1
5.2,1.17,0.03,5.2,0.061,56.9,241.5,,3.7,13.1,0
5.0,0.3,0.77,8.6,0.016,53.8,194.8,0.9945,3.68,12.7,0
9.0,0.54,0.24,8.3,0.025,61.6,160.4,0.9922,3.43,8.1,0
12.8,1.54,,2.3,0.063,10.2,285.5,0.9962,3.17,8.3,0
15.3,1.37,0.61,14.6,0.164,64.6,249.7,1.0039,3.65,9.6,0
10.8,0.86,0.27,3.2,0.178,24.4,92.9,0.9979,3.87,13.0,1
6.3,0.7,0.99,9.2,0.061,55.1,27.0,0.9995,3.16,10.0,0
11.6,1.48,0.38,14.5,0.153,52.4,255.9,0.9903,3.76,14.8,1
8.3,1.45,0.88,14.3,0.081,,39.7,0.9959,3.57,10.6,0
15.7,1.08,0.5,3.8,0.082,42.3,204.8,1.0025,3.71,11.0,0
4.8,0.57,0.65,7.9,0.028,68.6,44.5,1.0019,3.52,8.3,0
10.2,1.27,0.4,1.8,0.114,64.5,183.9,0.9945,3.71,10.4,1
10.9,0.98,0.66,14.8,0.098,42.4,274.3,0.9952,3.78,9.3,0
15.8,0.28,0.41,12.3,0.182,7.4,213.5,0.9987,3.74,12.1,0
13.5,0.3,0.87,1.6,0.108,58.0,134.4,1.0018,3.98,13.5,1
15.1,0.5,0.48,14.1,0.1,37.2,12.9,0.9942,3.31,10.6,0
4.6,0.95,0.57,5.2,0.041,64.1,262.7,0.9934,3.78,14.2,1
