tenure_months,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_delays,data_usage_gb,num_complaints,churned
30.0,108.62,2957.91,4.0,11.0,2.0,3.0,2.12,1.0,0
65.0,31.35,2057.39,3.0,11.0,1.0,4.0,31.82,2.0,0
,111.32,1919.3,,0.0,2.0,6.0,12.23,4.0,1
2.0,111.02,226.5,7.0,14.0,1.0,2.0,43.86,1.0,1
39.0,110.41,4287.68,1.0,13.0,2.0,6.0,0.52,2.0,1
31.0,52.95,1718.43,3.0,9.0,1.0,2.0,41.81,4.0,0
54.0,48.67,2804.61,5.0,3.0,0.0,5.0,3.36,3.0,0
13.0,97.56,1298.18,7.0,,2.0,5.0,32.43,3.0,1
46.0,100.26,4470.94,3.0,9.0,0.0,3.0,6.19,0.0,1
46.0,106.41,5135.72,5.0,8.0,2.0,1.0,13.66,2.0,0
50.0,91.19,4882.5,3.0,8.0,1.0,1.0,0.88,4.0,1
29.0,94.32,2545.28,3.0,14.0,0.0,1.0,18.79,4.0,1
32.0,94.65,3231.98,5.0,7.0,,6.0,6.18,0.0,1
32.0,33.44,1131.75,2.0,8.0,2.0,3.0,8.04,4.0,1
20.0,115.0,2500.07,3.0,1.0,1.0,5.0,43.51,1.0,0
31.0,87.36,2721.37,2.0,3.0,0.0,7.0,4.36,3.0,1
29.0,70.0,1916.55,7.0,12.0,2.0,1.0,15.61,4.0,1
51.0,68.48,3582.82,4.0,7.0,0.0,4.0,10.07,0.0,0
21.0,59.72,1210.48,5.0,4.0,0.0,0.0,16.08,,0
56.0,43.95,2583.26,7.0,9.0,1.0,5.0,16.27,4.0,0
64.0,64.25,4351.25,7.0,6.0,2.0,7.0,9.82,0.0,0
47.0,95.79,4055.31,1.0,3.0,0.0,3.0,2.86,4.0,1
35.0,72.6,2547.27,5.0,2.0,1.0,0.0,25.66,4.0,0
47.0,59.54,2587.28,6.0,3.0,2.0,6.0,46.79,0.0,0
14.0,119.34,1576.04,,7.0,0.0,6.0,35.29,4.0,1
34.0,113.2,4042.88,5.0,0.0,0.0,4.0,10.35,1.0,1
23.0,47.36,1157.71,5.0,1.0,1.0,1.0,13.03,2.0,0
14.0,107.91,1566.36,6.0,0.0,0.0,0.0,36.87,0.0,0
36.0,44.1,,2.0,13.0,1.0,7.0,6.94,2.0,1
3.0,51.28,152.09,6.0,6.0,2.0,4.0,47.65,4.0,1
53.0,92.55,4607.87,1.0,0.0,1.0,2.0,32.45,4.0,1
66.0,77.19,4805.48,6.0,9.0,2.0,5.0,43.42,3.0,0
,,,4.0,7.0,1.0,3.0,35.3,3.0,1
1.0,112.89,106.0,5.0,5.0,1.0,1.0,5.35,1.0,0
56.0,63.18,3653.67,2.0,8.0,1.0,2.0,8.07,3.0,1
53.0,99.52,5569.46,2.0,2.0,1.0,1.0,9.4,2.0,0
3.0,,111.34,3.0,8.0,1.0,0.0,4.18,0.0,0
4.0,100.22,416.58,3.0,6.0,2.0,1.0,0.68,2.0,1
70.0,78.95,5009.52,2.0,12.0,1.0,3.0,28.53,0.0,1
57.0,47.61,2811.24,3.0,9.0,1.0,0.0,2.26,0.0,0
26.0,37.46,936.23,6.0,5.0,1.0,1.0,11.18,3.0,0
25.0,90.22,2266.51,5.0,3.0,0.0,0.0,21.49,2.0,0
48.0,91.54,4790.76,7.0,1.0,1.0,2.0,38.21,0.0,0
45.0,114.99,5219.08,3.0,13.0,0.0,0.0,8.13,3.0,1
4.0,53.99,223.88,2.0,13.0,1.0,0.0,21.59,2.0,1
32.0,69.05,2380.03,7.0,6.0,1.0,3.0,10.86,3.0,1
57.0,62.87,3754.58,6.0,2.0,2.0,2.0,49.78,0.0,0
24.0,100.1,2274.8,1.0,12.0,0.0,0.0,14.17,4.0,1
55.0,87.86,4950.42,3.0,14.0,1.0,6.0,29.6,2.0,1
29.0,86.74,2692.97,6.0,11.0,0.0,3.0,44.17,1.0,0
40.0,116.84,4983.44,6.0,2.0,1.0,3.0,15.19,4.0,1
70.0,112.09,7603.59,3.0,10.0,2.0,5.0,14.5,1.0,0
5.0,43.97,205.82,1.0,1.0,2.0,,36.29,0.0,0
42.0,92.03,4066.78,1.0,4.0,0.0,5.0,29.37,4.0,1
8.0,28.34,239.09,5.0,6.0,0.0,1.0,19.0,2.0,1
4.0,29.78,127.44,6.0,10.0,2.0,6.0,14.96,1.0,1
3.0,33.63,106.2,,14.0,0.0,5.0,23.32,0.0,1
36.0,57.24,1994.48,6.0,13.0,1.0,5.0,8.63,3.0,1
9.0,106.41,989.5,5.0,4.0,0.0,4.0,27.38,2.0,1
30.0,104.92,3111.31,1.0,3.0,1.0,5.0,32.34,3.0,1
44.0,22.4,1034.64,1.0,0.0,2.0,2.0,6.06,2.0,0
64.0,41.59,2886.85,3.0,13.0,1.0,2.0,4.9,2.0,0
37.0,69.48,2759.91,5.0,11.0,0.0,3.0,21.16,1.0,0
65.0,28.67,1914.89,2.0,1.0,1.0,2.0,1.74,3.0,0
5.0,105.18,474.94,5.0,11.0,2.0,5.0,15.09,2.0,1
,107.11,2928.16,7.0,8.0,2.0,0.0,44.08,0.0,0
22.0,26.15,524.08,5.0,9.0,0.0,5.0,23.88,4.0,1
35.0,86.74,3257.31,1.0,14.0,0.0,7.0,33.08,4.0,1
58.0,105.85,6003.38,7.0,0.0,2.0,5.0,12.11,3.0,0
64.0,83.2,5512.56,3.0,11.0,2.0,2.0,27.98,4.0,1
52.0,104.81,5405.56,7.0,14.0,0.0,3.0,8.78,3.0,1
63.0,20.36,1220.36,4.0,12.0,0.0,3.0,19.82,1.0,0
49.0,71.18,3826.86,2.0,4.0,1.0,0.0,5.47,2.0,0
3.0,87.15,269.76,2.0,1.0,0.0,1.0,43.85,1.0,0
28.0,,2298.95,3.0,13.0,1.0,2.0,0.32,2.0,1
23.0,86.62,1834.16,5.0,6.0,2.0,4.0,0.47,1.0,0
19.0,67.98,1334.64,4.0,12.0,2.0,0.0,28.67,1.0,1
60.0,26.35,1459.88,6.0,6.0,2.0,7.0,20.54,3.0,0
18.0,33.73,633.45,1.0,8.0,1.0,6.0,3.64,3.0,1
46.0,116.94,5901.02,5.0,11.0,1.0,2.0,34.08,2.0,0
8.0,68.06,528.38,4.0,2.0,2.0,1.0,24.66,0.0,0
67.0,93.62,5982.61,5.0,12.0,2.0,6.0,42.73,0.0,0
4.0,96.09,374.89,4.0,4.0,1.0,5.0,21.41,3.0,1
50.0,57.41,3090.48,3.0,8.0,1.0,0.0,32.31,3.0,0
20.0,80.59,1485.25,4.0,3.0,0.0,2.0,21.42,1.0,0
,114.23,7830.16,2.0,2.0,2.0,1.0,47.82,3.0,0
1.0,93.82,98.65,6.0,7.0,1.0,7.0,23.09,0.0,1
14.0,53.97,784.64,5.0,11.0,1.0,3.0,47.21,2.0,1
61.0,58.82,3690.36,1.0,2.0,1.0,,49.89,4.0,0
67.0,51.61,3699.97,7.0,10.0,2.0,3.0,21.95,0.0,0
20.0,97.55,2067.97,6.0,5.0,2.0,6.0,27.05,4.0,1
,75.24,681.25,3.0,3.0,,4.0,35.06,3.0,1
30.0,69.08,1931.24,1.0,2.0,1.0,7.0,24.08,1.0,0
24.0,79.74,2094.77,1.0,10.0,2.0,2.0,49.34,3.0,1
19.0,45.33,836.03,2.0,11.0,0.0,7.0,11.18,2.0,1
50.0,56.22,2656.15,1.0,14.0,1.0,7.0,16.04,0.0,1
-8.0,83.39,,6.0,2.0,0.0,2.0,40.41,0.0,0
5.0,117.38,563.41,6.0,3.0,0.0,2.0,34.21,4.0,0
46.0,70.18,3107.6,1.0,7.0,0.0,4.0,25.58,0.0,0
59.0,113.56,6240.93,6.0,3.0,2.0,4.0,45.65,1.0,0
20.0,43.37,862.19,6.0,4.0,2.0,4.0,29.95,4.0,0
35.0,78.92,2825.59,2.0,12.0,2.0,2.0,31.68,1.0,0
37.0,53.03,2004.62,4.0,5.0,1.0,0.0,3.53,3.0,0
6.0,39.77,261.91,3.0,0.0,0.0,5.0,37.77,0.0,0
71.0,82.97,6079.88,2.0,5.0,0.0,5.0,38.18,2.0,0
32.0,23.95,692.92,5.0,13.0,2.0,1.0,19.56,0.0,0
35.0,114.49,4299.9,4.0,6.0,0.0,3.0,35.01,4.0,0
63.0,69.8,4667.42,,6.0,2.0,6.0,21.21,4.0,1
49.0,101.37,5284.72,3.0,9.0,1.0,6.0,25.36,3.0,1
11.0,54.42_err,604.66,5.0,13.0,1.0,0.0,12.7,0.0,1
10.0,93.52,972.17,5.0,3.0,0.0,2.0,10.69,3.0,1
58.0,87.56,5108.05,6.0,8.0,1.0,0.0,32.31,2.0,0
36.0,96.12,3778.85,3.0,8.0,2.0,6.0,24.27,,1
28.0,115.11,3252.65,5.0,10.0,2.0,6.0,40.66,1.0,0
55.0,102.65,5136.14,4.0,7.0,0.0,0.0,26.14,4.0,1
47.0,74.08,3570.81,6.0,13.0,0.0,4.0,19.9,3.0,1
29.0,49.54,1525.78,7.0,8.0,2.0,4.0,4.2,3.0,1
28.0,110.42,2835.26,4.0,1.0,2.0,6.0,48.77,1.0,1
54.0,30.34,1704.38,5.0,10.0,1.0,6.0,22.61,1.0,1
20.0,114.31,2258.17,1.0,0.0,0.0,1.0,11.67,4.0,1
27.0,51.02,1464.44,4.0,14.0,,1.0,3.31,0.0,1
4.0,102.32,443.88,6.0,1.0,1.0,7.0,23.03,3.0,1
63.0,105.78,,4.0,6.0,1.0,0.0,14.37,2.0,0
19.0,39.58,744.09,3.0,10.0,1.0,1.0,32.21,0.0,1
18.0,52.33,913.58,4.0,4.0,0.0,,20.32,0.0,0
15.0,99.56,1433.12,5.0,5.0,0.0,4.0,22.41,4.0,1
21.0,96.55,2011.23,5.0,7.0,0.0,3.0,23.45,2.0,0
40.0,36.58,1369.18,3.0,0.0,1.0,6.0,23.32,1.0,0
9.0,28.73,254.22,5.0,0.0,2.0,2.0,45.4,3.0,0
8.0,110.58,838.66,5.0,10.0,0.0,2.0,16.23,3.0,1
12.0,88.45,1157.85,6.0,9.0,2.0,7.0,22.97,3.0,1
26.0,44.08,1238.78,6.0,13.0,1.0,6.0,23.11,4.0,1
50.0,25.62,1275.15,1.0,4.0,1.0,2.0,4.86,2.0,0
37.0,106.34,3841.4,4.0,14.0,2.0,0.0,22.51,2.0,1
67.0,111.26,7987.25,5.0,13.0,1.0,3.0,0.66,2.0,1
53.0,91.91,5242.34,7.0,9.0,0.0,6.0,33.52,4.0,1
67.0,48.36,3004.76,1.0,9.0,1.0,0.0,40.06,1.0,0
43.0,42.26,1816.56,7.0,6.0,0.0,6.0,33.89,1.0,0
28.0,103.1,2730.3,7.0,11.0,1.0,2.0,19.84,3.0,1
43.0,76.74,3280.31,1.0,7.0,1.0,1.0,45.32,1.0,0
51.0,35.42,1962.37,6.0,10.0,0.0,2.0,19.19,1.0,0
64.0,55.63,3818.62,7.0,8.0,1.0,2.0,39.91,3.0,0
47.0,51.46,2568.56,3.0,7.0,0.0,4.0,23.79,1.0,0
29.0,116.49,3351.89,5.0,11.0,2.0,7.0,7.24,1.0,1
44.0,76.29,3096.3,7.0,8.0,1.0,3.0,12.66,3.0,0
37.0,22.98,807.46,6.0,10.0,,3.0,38.55,1.0,0
25.0,56.39,1332.05,1.0,6.0,2.0,2.0,47.61,4.0,0
55.0,43.22,2278.95,3.0,9.0,1.0,1.0,36.48,4.0,1
1.0,21.3,21.67,4.0,2.0,0.0,5.0,25.88,1.0,1
7.0,24.52,185.69,3.0,11.0,1.0,2.0,16.83,4.0,1
57.0,64.35,3369.01,5.0,7.0,2.0,1.0,29.96,4.0,0
11.0,86.55,1023.28,6.0,14.0,1.0,7.0,2.17,0.0,1
6.0,44.36,268.62,7.0,2.0,1.0,7.0,4.92,3.0,1
20.0,80.95,1558.87,2.0,4.0,2.0,4.0,35.79,1.0,1
44.0,102.82,4600.6,4.0,11.0,2.0,6.0,18.79,2.0,1
53.0,102.29,5192.75,5.0,9.0,1.0,6.0,41.44,4.0,0
43.0,104.82,4590.52,1.0,0.0,0.0,0.0,4.36,2.0,0
4.0,32.1,126.32,2.0,4.0,2.0,0.0,44.01,1.0,0
41.0,87.99,3247.09,1.0,,2.0,1.0,37.43,2.0,1
31.0,67.07,2170.26,6.0,4.0,0.0,0.0,0.31,0.0,0
61.0,49.5,3274.02,1.0,13.0,1.0,6.0,45.38,3.0,1
42.0,31.63,1397.6,7.0,10.0,1.0,0.0,25.29,2.0,0
61.0,47.17,2676.54,2.0,6.0,0.0,1.0,9.97,2.0,0
60.0,91.67,5170.29,2.0,8.0,2.0,0.0,1.49,,0
54.0,53.84,2984.26,3.0,5.0,0.0,7.0,26.42,3.0,1
36.0,57.81,2178.79,2.0,0.0,1.0,3.0,30.37,3.0,0
52.0,69.95,3472.9,5.0,4.0,1.0,2.0,33.78,3.0,0
33.0,20.14,602.56,5.0,2.0,0.0,2.0,17.73,1.0,0
9.0,29.37,240.43,6.0,14.0,1.0,7.0,16.59,0.0,1
33.0,36.11,,5.0,7.0,2.0,6.0,11.73,4.0,1
29.0,89.63,2528.56,2.0,13.0,0.0,7.0,47.19,2.0,1
42.0,66.62,3053.79,5.0,9.0,2.0,,11.33,4.0,1
37.0,86.13,2946.2,,0.0,1.0,0.0,42.92,4.0,0
50.0,59.28,3225.11,7.0,11.0,0.0,2.0,10.4,1.0,0
17.0,77.27,1268.68,6.0,14.0,1.0,1.0,19.22,,1
21.0,95.39,2039.53,7.0,9.0,2.0,2.0,31.79,0.0,0
22.0,22.38,505.74,6.0,3.0,0.0,6.0,25.12,4.0,1
14.0,118.95,1699.37,1.0,12.0,0.0,6.0,3.01,1.0,1
31.0,98.81,3196.71,6.0,0.0,1.0,1.0,27.03,2.0,0
1.0,72.45,71.02,2.0,13.0,1.0,4.0,18.87,0.0,1
60.0,51.66,3353.17,1.0,7.0,2.0,5.0,2.9,1.0,1
40.0,87.35,3305.19,7.0,13.0,2.0,5.0,43.29,0.0,1
39.0,96.73,3433.83,1.0,7.0,1.0,3.0,5.17,4.0,1
2.0,23.78,47.36,7.0,12.0,2.0,1.0,18.58,1.0,1
68.0,63.76,4527.69,1.0,2.0,2.0,3.0,46.46,1.0,0
14.0,53.29,764.68,2.0,8.0,2.0,0.0,12.79,4.0,1
8.0,69.13,513.32,4.0,5.0,1.0,0.0,35.79,2.0,0
16.0,87.18,1509.17,4.0,12.0,0.0,0.0,6.3,4.0,1
57.0,37.16,2301.4,6.0,4.0,1.0,0.0,46.84,4.0,0
11.0,60.89,651.35,1.0,5.0,1.0,3.0,27.94,2.0,1
50.0,85.74,4070.91,2.0,0.0,2.0,2.0,43.7,1.0,0
24.0,116.51,2976.33,7.0,7.0,0.0,3.0,48.81,1.0,0
18.0,85.28,1415.19,4.0,0.0,2.0,0.0,49.02,4.0,1
10.0,52.92,496.76,4.0,13.0,2.0,6.0,33.61,3.0,1
26.0,118.49,3036.16,7.0,7.0,0.0,0.0,48.15,3.0,0
62.0,90.19,5104.9,7.0,12.0,1.0,5.0,37.69,2.0,0
42.0,87.51,3547.51,2.0,1.0,2.0,6.0,26.09,3.0,0
3.0,36.36,119.68,4.0,4.0,0.0,6.0,21.39,4.0,1
44.0,38.86,1698.49,5.0,5.0,2.0,6.0,0.64,1.0,1
38.0,46.96,1614.88,6.0,12.0,0.0,7.0,,3.0,1
65.0,64.6,4382.92,7.0,10.0,2.0,0.0,30.8,1.0,0
56.0,88.87,5073.0,2.0,8.0,2.0,6.0,13.94,0.0,1
33.0,,2314.64,4.0,5.0,0.0,7.0,44.95,0.0,0
5.0,36.55,170.34,1.0,11.0,1.0,1.0,32.57,0.0,1
38.0,40.09,1507.91,6.0,11.0,1.0,6.0,42.31,4.0,1
46.0,68.64,3010.28,1.0,1.0,0.0,0.0,13.5,2.0,0
47.0,111.37,4929.26,1.0,13.0,0.0,5.0,38.51,1.0,1
69.0,64.19,4840.48,6.0,2.0,2.0,3.0,11.96,1.0,0
54.0,95.92,5660.47,2.0,0.0,2.0,3.0,19.42,1.0,0
17.0,91.33,1651.48,3.0,2.0,0.0,1.0,30.71,2.0,0
20.0,114.25,2404.25,1.0,5.0,1.0,4.0,32.67,4.0,1
32.0,77.07,2490.23,2.0,0.0,0.0,,26.55,4.0,0
46.0,45.76,1917.25,5.0,13.0,0.0,2.0,1.73,,1
64.0,109.66,6553.81,1.0,4.0,2.0,6.0,20.08,2.0,1
69.0,80.35,5792.56,6.0,5.0,1.0,1.0,30.89,1.0,0
31.0,118.62,3926.08,6.0,6.0,1.0,2.0,3.53,0.0,0
54.0,90.85,4416.15,6.0,6.0,2.0,1.0,8.93,2.0,0
28.0,108.63,3336.97,3.0,10.0,0.0,5.0,9.37,1.0,1
39.0,45.37,1774.84,5.0,0.0,1.0,2.0,42.63,2.0,0
27.0,86.2,,5.0,4.0,0.0,5.0,17.79,1.0,1
25.0,80.58,1997.73,2.0,1.0,1.0,4.0,17.28,1.0,1
59.0,27.88,1525.49,3.0,11.0,0.0,2.0,19.46,0.0,0
39.0,21.56,861.6,4.0,5.0,1.0,1.0,19.39,3.0,1
69.0,100.43,6967.89,1.0,9.0,1.0,2.0,49.12,2.0,0
22.0,27.37,570.73,6.0,0.0,2.0,2.0,24.14,2.0,0
51.0,109.51,5286.61,7.0,5.0,1.0,3.0,40.79,3.0,0
29.0,75.67,1996.74,2.0,7.0,1.0,6.0,40.58,1.0,1
37.0,111.98,4160.84,4.0,14.0,2.0,2.0,39.46,4.0,1
49.0,104.44,4989.79,7.0,0.0,,0.0,6.96,1.0,0
65.0,38.93,2771.7,6.0,8.0,2.0,3.0,38.02,1.0,0
69.0,100.37,7495.7,5.0,12.0,1.0,7.0,42.81,4.0,1
35.0,109.56,3830.21,5.0,6.0,0.0,2.0,31.6,0.0,0
43.0,52.61,2428.24,5.0,5.0,0.0,3.0,49.43,2.0,0
40.0,79.33,3151.13,4.0,8.0,1.0,1.0,24.91,4.0,1
58.0,24.58,1357.83,,2.0,1.0,1.0,1.42,4.0,0
31.0,99.18,3163.39,7.0,12.0,2.0,5.0,6.71,0.0,1
13.0,106.24,1276.65,4.0,0.0,1.0,4.0,15.61,3.0,1
32.0,73.96,2311.9,6.0,10.0,1.0,6.0,,0.0,1
53.0,61.14,3057.76,4.0,9.0,1.0,6.0,5.9,1.0,1
32.0,78.15,2675.27,3.0,12.0,2.0,3.0,43.88,1.0,1
,70.92,1894.66,2.0,0.0,,3.0,21.65,1.0,0
15.0,84.73,1393.77,5.0,8.0,0.0,0.0,22.4,3.0,0
42.0,101.56,3948.36,2.0,7.0,0.0,2.0,41.8,2.0,1
25.0,26.5,622.28,6.0,8.0,0.0,6.0,38.08,2.0,1
,94.54,2267.67,2.0,10.0,2.0,6.0,32.15,0.0,1
13.0,97.19,1370.4,2.0,11.0,0.0,4.0,15.69,1.0,1
61.0,68.74,4470.89,5.0,1.0,0.0,6.0,46.18,3.0,0
59.0,74.4,4706.57,5.0,12.0,0.0,0.0,21.24,0.0,0
66.0,102.09,6874.14,5.0,8.0,0.0,0.0,0.87,4.0,0
42.0,20.26,851.66,3.0,7.0,2.0,4.0,12.22,0.0,0
8.0,89.51,779.53,,6.0,0.0,3.0,7.46,2.0,1
13.0,39.08,537.28,6.0,9.0,0.0,3.0,23.88,4.0,0
5.0,89.0,406.54,4.0,10.0,2.0,5.0,15.59,2.0,1
40.0,34.46,1504.31,5.0,2.0,0.0,,,3.0,1
53.0,24.82,1424.37,1.0,8.0,2.0,5.0,,2.0,1
43.0,35.24,1494.79,1.0,13.0,1.0,3.0,31.92,0.0,0
11.0,53.15,626.52,7.0,4.0,2.0,6.0,42.02,4.0,1
31.0,91.75,2703.3,7.0,3.0,1.0,6.0,2.28,4.0,0
40.0,44.89,1763.96,5.0,3.0,1.0,0.0,17.75,4.0,0
38.0,89.16,3417.45,5.0,1.0,0.0,5.0,38.02,3.0,1
52.0,58.51,3256.09,4.0,0.0,1.0,6.0,39.93,2.0,0
67.0,25.07,1730.02,3.0,0.0,0.0,5.0,43.65,0.0,0
4.0,74.0,296.04,3.0,7.0,2.0,2.0,36.73,1.0,0
46.0,104.97,4910.28,1.0,1.0,1.0,5.0,27.51,1.0,0
24.0,77.04,1873.79,2.0,6.0,2.0,0.0,37.6,2.0,0
69.0,21.15,1418.92,6.0,13.0,0.0,3.0,4.86,3.0,0
54.0,53.72,2901.53,,12.0,1.0,3.0,0.22,2.0,0
13.0,92.64,1102.97,7.0,9.0,1.0,5.0,34.91,4.0,1
11.0,28.48,282.74,4.0,6.0,1.0,6.0,8.23,2.0,1
67.0,107.98,7938.67,2.0,11.0,0.0,5.0,2.06,2.0,1
52.0,76.11,3860.26,1.0,10.0,1.0,3.0,20.84,4.0,1
9.0,80.77,,7.0,1.0,2.0,6.0,34.65,1.0,0
49.0,80.9,4058.21,3.0,13.0,,4.0,26.74,3.0,1
30.0,110.57,3005.14,1.0,14.0,2.0,4.0,44.45,0.0,1
50.0,20.29,1094.32,7.0,13.0,,7.0,28.33,3.0,1
48.0,54.09,2459.76,5.0,,0.0,2.0,27.17,1.0,0
30.0,77.76,2321.34,6.0,13.0,2.0,5.0,21.94,0.0,1
69.0,109.51,6909.07,2.0,11.0,1.0,7.0,23.06,1.0,1
17.0,47.23,744.76,6.0,7.0,2.0,3.0,48.16,0.0,0
29.0,38.59,1123.48,2.0,9.0,2.0,3.0,36.83,0.0,1
35.0,114.35,4364.23,6.0,8.0,2.0,3.0,21.32,1.0,0
40.0,51.64,2262.19,3.0,5.0,0.0,5.0,35.86,0.0,0
30.0,26.36,777.8,5.0,6.0,0.0,7.0,11.59,1.0,1
58.0,69.74,4095.04,5.0,10.0,1.0,5.0,36.71,4.0,0
10.0,86.38,815.21,1.0,4.0,1.0,5.0,7.33,4.0,1
22.0,49.35,1100.98,4.0,7.0,0.0,7.0,6.91,1.0,1
13.0,113.26,1542.95,3.0,0.0,0.0,2.0,10.5,2.0,1
67.0,26.37,1747.85,3.0,1.0,0.0,4.0,11.84,0.0,0
34.0,60.11,1915.44,1.0,9.0,0.0,7.0,27.96,2.0,1
63.0,113.67,7331.82,6.0,12.0,2.0,,49.68,2.0,0
44.0,64.17,3031.94,2.0,11.0,0.0,,46.68,0.0,1
69.0,33.45,2315.97,7.0,7.0,0.0,6.0,1.48,1.0,1
62.0,85.21,4941.71,3.0,9.0,2.0,7.0,43.53,0.0,0
40.0,80.29,3221.1,1.0,12.0,2.0,0.0,48.65,3.0,0
13.0,83.23,1179.0,1.0,10.0,2.0,2.0,40.61,3.0,1
49.0,64.63,3309.41,5.0,13.0,2.0,5.0,2.86,3.0,0
40.0,29.73,1210.58,3.0,14.0,0.0,6.0,14.69,0.0,1
16.0,36.57,544.17,3.0,14.0,1.0,6.0,42.24,2.0,1
29.0,101.33,2878.0,2.0,9.0,0.0,5.0,16.74,0.0,1
17.0,39.15,656.92,3.0,11.0,0.0,2.0,18.31,3.0,1
13.0,55.78,759.45,2.0,2.0,2.0,6.0,41.02,4.0,1
25.0,84.4,2306.29,4.0,7.0,2.0,1.0,17.74,3.0,0
36.0,65.76,2202.47,7.0,12.0,1.0,6.0,49.77,1.0,1
15.0,119.6,1842.6,6.0,11.0,1.0,3.0,38.58,2.0,1
58.0,70.32,4420.99,4.0,2.0,,1.0,21.18,1.0,0
8.0,32.71,281.1,5.0,7.0,2.0,1.0,22.34,1.0,0
44.0,73.61,3117.8,1.0,11.0,0.0,3.0,30.71,3.0,1
24.0,97.41,2241.26,4.0,8.0,2.0,3.0,9.68,0.0,1
15.0,87.2,1433.03,6.0,6.0,0.0,2.0,2.7,1.0,0
22.0,26.28,556.09,3.0,8.0,2.0,0.0,27.71,1.0,0
19.0,56.06,1158.16,1.0,0.0,2.0,6.0,32.23,3.0,0
53.0,111.64,6085.4,5.0,12.0,,4.0,11.92,0.0,1
53.0,40.72,2091.84,1.0,13.0,2.0,3.0,32.84,0.0,0
33.0,113.57,4001.43,2.0,7.0,1.0,1.0,1.49,2.0,0
,56.92,501.19,3.0,1.0,1.0,4.0,32.95,3.0,0
67.0,99.56,6324.56,4.0,10.0,1.0,3.0,42.07,2.0,0
54.0,93.32,5524.35,5.0,10.0,2.0,6.0,3.98,1.0,0
35.0,66.61,2496.54,3.0,1.0,1.0,5.0,33.9,4.0,1
25.0,24.55,671.23,2.0,9.0,2.0,1.0,48.78,4.0,0
4.0,31.32,118.24,2.0,1.0,0.0,7.0,9.63,0.0,1
30.0,92.17,2580.05,2.0,5.0,0.0,0.0,,1.0,0
6.0,86.95,495.61,2.0,11.0,2.0,6.0,18.41,1.0,1
39.0,33.31,1373.16,3.0,8.0,,6.0,7.88,0.0,1
55.0,79.89,4642.55,6.0,12.0,0.0,0.0,42.16,1.0,0
17.0,34.88,647.78,1.0,8.0,2.0,5.0,50.0,4.0,1
59.0,65.83,4136.02,5.0,6.0,1.0,7.0,14.71,4.0,1
50.0,63.42,3387.32,5.0,12.0,0.0,5.0,3.21,2.0,1
48.0,27.11,1318.25,4.0,6.0,1.0,2.0,26.01,1.0,0
30.0,64.99,2050.31,5.0,,0.0,0.0,38.89,0.0,0
64.0,62.46,3852.19,3.0,9.0,1.0,6.0,,4.0,1
1.0,112.26,116.94,5.0,14.0,0.0,2.0,11.68,4.0,1
39.0,25.09,948.2,6.0,1.0,0.0,1.0,17.24,0.0,0
34.0,40.34,1243.68,4.0,10.0,2.0,2.0,,0.0,0
48.0,86.21,4536.64,3.0,2.0,2.0,2.0,39.29,0.0,0
26.0,26.82,639.59,6.0,11.0,0.0,1.0,27.27,,0
3.0,56.26,184.08,2.0,10.0,2.0,5.0,49.47,1.0,1
36.0,86.6,2928.91,6.0,12.0,,3.0,36.92,3.0,0
20.0,87.63,1851.31,6.0,9.0,0.0,2.0,27.25,3.0,1
60.0,61.13,3359.12,6.0,9.0,2.0,6.0,26.08,2.0,0
10.0,80.23,845.46,,1.0,0.0,4.0,15.08,1.0,0
5.0,95.11,492.5,1.0,0.0,0.0,5.0,35.68,4.0,1
41.0,54.13,2251.17,6.0,11.0,2.0,,7.26,4.0,1
45.0,59.77,2554.23,2.0,8.0,1.0,0.0,17.95,1.0,0
21.0,80.86,1680.96,3.0,8.0,1.0,4.0,26.94,1.0,1
60.0,89.92,5615.01,5.0,6.0,1.0,7.0,49.54,2.0,1
15.0,77.98,1115.04,2.0,3.0,1.0,6.0,11.51,1.0,0
47.0,46.76,2414.83,4.0,2.0,2.0,0.0,19.32,2.0,0
71.0,79.73,6097.42,7.0,1.0,0.0,0.0,19.29,2.0,0
8.0,93.49,689.83,5.0,12.0,1.0,1.0,29.69,0.0,1
24.0,67.28,1572.16,2.0,9.0,2.0,3.0,45.75,2.0,1
56.0,37.73,1986.84,7.0,9.0,1.0,2.0,29.58,2.0,0
41.0,87.43,3821.22,6.0,1.0,1.0,2.0,43.25,4.0,0
11.0,79.89,950.07,7.0,7.0,1.0,4.0,11.92,0.0,1
69.0,38.05,2766.1,3.0,3.0,2.0,3.0,6.4,1.0,0
70.0,40.32,2548.67,,3.0,0.0,2.0,29.66,4.0,0
30.0,21.33,620.97,1.0,1.0,2.0,1.0,19.86,1.0,0
66.0,40.29,2402.98,3.0,8.0,1.0,5.0,35.38,3.0,0
35.0,20.87,787.85,7.0,0.0,0.0,7.0,20.55,4.0,1
26.0,84.27,2035.18,1.0,2.0,1.0,3.0,8.95,4.0,1
14.0,68.88,1024.9,3.0,13.0,2.0,5.0,32.28,4.0,1
33.0,31.67,1016.87,6.0,4.0,,2.0,38.8,4.0,1
9.0,87.62,849.22,4.0,8.0,0.0,1.0,42.72,1.0,1
15.0,39.52,612.0,7.0,4.0,2.0,3.0,19.05,2.0,0
66.0,107.39,6936.87,6.0,11.0,1.0,0.0,35.41,4.0,1
54.0,38.99,2302.54,4.0,13.0,2.0,5.0,7.06,4.0,1
