sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,leaf_area_cm2,stem_height_cm,species
4.59,3.4,3.44,2.41,3.14,45.98,1
7.42,2.97,2.13,1.8,13.77,74.11,0
7.69,2.68,3.24,1.36,15.31,24.76,0
6.66,2.77,3.76,1.7,19.52,62.01,0
5.86,3.72,3.91,1.84,10.1,14.13,1
7.41,3.0,6.2,0.52,17.48,14.71,1
5.55,3.13,1.46,2.28,3.72,43.45,0
5.8,4.2,3.14,1.27,17.82,35.33,0
4.66,2.6,,1.99,2.71,74.67,1
5.31,4.27,2.01,0.66,3.52,67.49,0
6.96,2.56,4.12,1.45,2.72,11.5,1
7.82,4.29,6.58,2.3,17.15,49.45,1
6.37,2.96,6.68,2.06,3.79,29.53,1
7.52,3.18,2.82,2.2,19.69,44.89,1
4.64,3.26,1.85,1.67,5.5,64.6,0
5.82,2.62,3.67,1.37,6.64,67.37,0
4.05,3.64,6.83,1.25,5.85,28.59,1
4.66,3.23,1.94,2.02,8.57,79.61,0
5.33,,4.78,0.53,18.88,25.46,1
4.33,3.02,1.81,2.42,7.48,42.4,0
4.69,2.45,3.9,1.3,10.3,27.62,1
5.75,2.48,1.34,2.27,19.24,29.38,0
4.14,3.07,1.49,0.59,18.84,12.41,0
4.28,2.98,,1.19,10.17,61.82,1
6.81,3.2,4.98,1.87,11.47,76.17,1
6.43,3.49,,0.74,3.26,58.45,0
6.13,3.33,3.11,2.05,19.93,23.12,1
4.93,3.2,1.99,2.27,13.62,33.51,1
5.94,2.33,3.94,1.17,12.21,29.88,0
6.67,3.61,2.63,1.08,9.15,43.82,0
5.32,2.83,6.25,0.84,19.49,43.85,1
,2.17,6.73,1.64,19.44,69.22,1
6.87,2.28,5.17,2.38,3.78,11.8,1
4.69,3.41,,,4.48,77.79,0
7.48_err,2.88,3.0,0.87,13.01,76.82,0
6.35,3.35,6.91,1.07,13.32,17.23,1
5.98,3.25,5.72,1.7,3.11,43.19,1
5.17,2.63,2.5,1.43,2.41,32.98,0
4.72,2.15,5.86,2.48,18.94,28.23,1
7.08,3.11,4.97,1.34,9.77,34.41,1
6.66,2.38,2.11,0.88,13.89,69.15,0
4.16,2.24,6.58,1.64,18.1,60.0,1
5.7,3.41,2.91,1.42,11.18,,0
4.31,3.71,6.04,0.22,9.03,10.28,1
4.56,3.5,3.08,1.99,5.85,15.17,1
4.51,3.06,5.29,1.74,8.83,21.32,1
5.87,3.58,7.0,1.83,3.77,39.12,1
4.93,4.45,1.4,0.29,11.01,63.15,0
7.83,2.97,6.17,0.39,3.03,31.52,0
5.69,2.05,2.48,1.34,18.13,72.43,0
7.56,4.28,4.68,0.36,5.49,55.4,0
4.47,3.5,6.17,1.45,16.02,46.11,1
7.96,2.22,4.99,1.36,16.35,28.75,1
7.72,2.22,3.25,0.91,2.44,55.45,0
4.77,4.23,1.18,2.49,6.54,51.39,0
4.86,3.19,3.53,2.04,15.47,52.31,1
4.15,3.26,1.81,1.51,3.83,33.16,0
4.54,3.75,6.85,2.22,15.45,67.99,1
7.21,4.39,2.33,1.6,7.83,27.16,0
4.85,2.69,1.68,1.01,18.02,72.8,0
7.33,2.16,5.78,2.23,11.17,45.47,1
4.35,2.22,1.34,2.16,19.89,25.66,0
5.43,3.49,3.74,1.14,19.22,27.16,0
7.22,3.67,2.38,2.29,4.56,46.86,0
6.48,2.72,2.93,2.25,6.39,15.56,1
5.84,2.06,1.25,1.16,19.99,49.26,0
7.97,2.23,3.42,0.48,7.24,76.48,0
4.92,2.4,2.86,1.64,11.46,52.76,0
5.51,3.1,1.67,0.71,8.3,66.99,0
5.89,2.39,5.37,1.87,3.55,79.68,1
5.0,3.92,2.98,1.35,7.46,71.12,0
4.9,3.72,,0.94,4.22,62.95,1
5.59,2.32,3.58,0.66,18.49,48.96,0
,3.45,4.65,1.54,3.9,76.93,1
6.03,2.3,2.41,0.89,19.96,72.6,0
6.52,3.25,5.84,2.46,11.16,16.8,1
7.09,2.21,4.06,0.49,14.52,11.28,0
4.76,4.29,1.62,0.62,14.9,70.94,0
6.32,2.55,3.76,1.28,9.16,35.4,0
7.89,4.18,6.63,1.59,18.43,73.83,1
4.2,4.49,5.83,2.19,19.25,61.69,1
4.45,4.23,1.14,2.37,11.26,43.0,0
5.26,2.87,5.1,1.77,14.68,58.12,1
4.26,3.33,6.94,2.05,17.09,36.46,1
5.81,3.47,3.44,0.16,18.69,72.38,0
5.39,2.54,,2.44,5.57,79.84,1
5.41,3.58,6.7,1.51,17.35,14.54,1
4.92,4.3,,2.43,2.77,14.7,1
5.9,2.79,6.83,0.24,11.87,51.78,1
5.15,3.84,4.01,0.21,5.93,15.78,0
6.77,2.05,3.59,0.38,4.55,16.46,0
4.92,2.7,3.23,1.18,11.52,12.19,0
7.68,4.22,5.12,2.45,19.0,48.27,1
7.5,3.74,4.64,1.01,2.03,33.51,0
6.83,3.16,5.65,2.01,19.07,30.53,1
6.49,2.53,1.91,0.9,16.89,54.95,0
5.05,2.68,2.75,1.22,,52.5,0
6.37,3.02,1.43,1.38,5.75,61.45,0
5.0,2.27,1.02,1.19,6.39,29.67,0
5.1,4.42,2.95,0.2,12.61,45.46,0
6.53,2.38,2.56,0.86,6.42,57.11,0
7.59,4.18,5.48,1.61,3.2,45.34,1
5.69,2.51,1.05,1.24,12.63,79.14,0
7.54,4.15,5.64,1.51,12.72,65.3,1
4.84,4.45,5.59,1.15,19.41,14.07,1
5.87,4.47,5.32,0.78,12.84,16.02,1
6.16,2.49,4.04,1.36,9.44,22.19,1
6.86,2.63,1.17,2.29,19.55,25.61,0
5.66,2.62,4.36,1.56,12.15,,1
6.27,4.41,3.66,0.53,14.88,47.98,0
5.13,3.76,3.92,0.51,15.83,64.69,0
6.53,3.08,4.56,0.52,4.11,50.92,0
6.13,2.7,1.16,1.01,12.63,50.44,0
7.73,2.37,5.29,1.56,9.5,21.39,1
5.79,3.18,4.04,2.38,9.35,29.56,1
5.62,4.13,4.98,0.9,4.91,54.88,0
6.26,2.13,3.66,1.2,13.24,26.9,0
7.15,2.54,2.91,1.26,6.53,75.61,0
6.61,,5.16,0.24,17.37,73.14,0
4.42,3.84,6.76,2.43,19.38,63.89,1
6.47,3.12,6.17,2.19,11.38,42.12,1
5.98,3.16,2.14,1.33,11.08,29.21,0
7.4,4.3,2.26,1.47,14.97,77.99,0
4.51,2.97,5.95,0.12,14.06,46.45,1
6.63,2.96,3.9,2.43,3.24,32.58,1
7.63,2.54,3.9,0.67,18.09,12.57,1
7.68,3.94,,0.11,4.72,56.97,0
6.2,2.15,5.07,2.48,6.36,42.43,1
5.1,2.68,1.9,0.78,4.15,45.96,0
4.53,2.9,4.25,2.23,13.58,59.61,1
7.87,3.4,1.53,1.33,4.88,75.9,0
4.23,3.33,4.76,0.73,19.4,55.03,1
4.92,2.73,6.11,0.25,17.34,48.41,1
4.31,4.05,1.82,2.01,8.32,32.15,0
7.69,4.49,1.31,1.84,17.6,42.81,0
5.41,2.36,3.86,1.94,19.33,69.96,1
6.53,3.5,1.58,0.15,6.95,54.55,0
5.04,2.26,5.43,0.41,5.32,19.86,0
4.67,2.58,1.21,1.71,9.04,75.74,0
5.94,3.23,5.79,0.69,13.46,29.06,1
5.19,2.15,2.4,1.54,8.74,77.31,0
,3.59,2.09,1.39,5.56,11.74,0
7.07,3.35,5.51,0.6,3.94,17.75,0
7.46,4.07,,0.87,11.02,17.9,0
4.33,2.66,4.66,2.23,8.79,24.68,1
4.44,2.23,3.79,1.3,12.82,18.5,1
4.45,3.84,4.15,1.3,6.48,63.63,0
6.47,4.44,4.64,2.28,2.09,,1
4.8,3.9,3.33,0.67,7.77,31.48,0
7.23,3.5,2.17,1.02,2.76,67.3,0
7.51,2.12,5.12,1.48,8.58,16.67,1
4.3,3.28,3.52,2.44,4.83,73.74,1
5.86,4.39,2.23,1.93,6.24,18.27,1
6.87,2.56,3.18,0.68,19.29,52.04,0
5.32,3.43,3.8,1.47,10.66,56.44,1
4.89,3.28,5.6,1.29,10.69,66.0,1
6.91,3.15,1.51,1.53,6.39,33.15,0
5.73,2.41,1.17,0.73,17.62,69.1,0
5.97,3.05,5.75,0.97,7.3,72.23,1
7.83,2.17,1.07,0.34,4.31,13.18,0
5.75,2.06,1.43,1.36,17.83,47.68,0
7.15,2.28,6.57,0.56,10.36,45.71,1
5.76,2.85,1.47,2.39,13.43,77.21,0
6.02,2.42,6.93,1.91,8.28,76.61,1
5.12,2.42,,2.05,16.04,47.03,1
7.26,3.27,6.06,0.75,4.09,77.37,0
7.84,3.01,3.17,2.41,19.18,68.18,1
6.32,2.69,4.49,2.47,16.23,38.42,1
5.24,3.34,1.47,0.66,14.41,15.29,0
6.58,3.72,6.68,0.59,11.83,62.78,1
4.7,3.06,3.85,1.99,6.35,68.88,0
5.28,3.9,2.75,0.24,14.53,59.98,0
5.58,4.23,2.2,0.53,9.63,77.12,0
5.49,3.68,2.21,2.11,6.54,78.46,0
7.77,4.22,2.51,0.82,3.73,26.98,0
7.43,2.31,4.63,1.81,8.53,65.9,1
5.63,2.59,2.75,1.46,2.07,36.88,0
7.8,2.53,5.1,0.95,17.97,79.68,1
5.71,4.25,1.96,0.7,16.67,24.17,0
6.08,4.07,5.4,1.03,12.05,47.97,1
5.55,4.03,2.82,1.16,2.15,11.65,0
7.73,4.24,2.68,0.79,6.91,53.88,0
7.37,,2.43,1.2,13.13,75.88,0
4.18,3.93,4.64,1.4,3.21,60.55,1
5.67,2.17,2.02,0.38,16.39,52.56,0
7.84,4.32,4.38,1.38,8.61,52.36,1
7.57,3.25,2.61,1.63,5.11,54.19,0
5.32,2.69,4.5,1.85,16.54,63.64,1
,2.31,5.39,0.83,7.56,45.79,1
6.29,2.48,6.84,1.16,4.56,40.2,1
6.94,2.45,3.41,1.41,6.85,38.7,1
5.39,3.5,3.71,2.36,11.62,21.33,1
7.94,3.99,2.26,2.09,14.98,44.22,0
6.63,3.62,6.84,0.38,15.35,33.01,1
4.74,4.21,1.02,1.44,18.03,26.55,0
6.15,4.17,6.08,0.24,5.14,62.2,1
4.87,2.82,4.11,1.98,11.2,30.06,1
5.26,3.3,3.32,0.5,14.27,79.39,0
7.73,2.08,4.58,1.52,12.85,25.72,0
4.39,2.05,6.41,0.56,3.93,18.09,1
5.05,3.74,4.34,1.08,7.68,47.28,0
5.18,4.25,5.82,1.14,15.98,29.96,1
6.78,3.07,2.48,0.19,2.9,38.66,0
7.93,3.85,6.56,0.22,14.76,15.92,1
4.72,2.3,4.54,0.19,9.69,51.06,0
5.01,2.02,6.19,1.21,9.46,19.32,1
7.52,3.67,1.36,0.82,17.38,71.88,0
7.91,4.0,2.98,0.39,19.34,43.73,0
7.57,3.18,4.09,2.1,18.87,21.84,1
7.39,2.05,1.76,2.34,16.79,49.64,1
7.9,2.81,1.57,0.32,8.11,27.16,0
5.58,4.02,1.83,1.21,18.28,32.1,0
6.71,2.15,3.78,0.11,12.51,16.79,0
7.85,3.99,5.91,0.12,3.57,22.26,1
5.89,,5.93,2.46,11.81,40.65,1
4.27,3.87,5.65,1.06,10.23,75.68,1
6.69,3.21,5.83,2.02,15.29,23.68,1
5.0,3.49,1.7,1.01,11.7,28.57,0
6.82,3.28,3.19,0.98,11.3,33.69,0
4.62,3.8,5.28,0.13,9.87,74.63,0
4.1,2.94,4.66,1.75,,68.65,1
6.77,3.96,6.14,2.41,11.02,46.45,1
6.66,4.29,5.19,0.43,14.37,47.43,0
5.1,3.4,4.38,0.79,14.56,68.44,0
6.61,2.22,5.56,1.04,9.42,41.78,1
4.71,3.53,6.11,1.8,5.77,78.92,1
4.74,3.52,5.91,1.64,5.89,69.83,1
5.1,3.34,4.56,1.65,8.6,51.08,1
7.7,2.12,3.51,0.99,6.33,22.45,0
7.41,4.06,5.43,2.04,10.83,76.57,1
4.76,3.52,5.74,0.2,3.24,47.87,1
7.22,2.0,6.62,1.64,,25.78,1
6.64,2.59,6.34,0.68,13.72,73.66,0
5.46,3.74,2.08,1.71,12.9,42.9,0
4.42,2.77,4.29,1.09,19.83,77.45,1
4.68,3.83,2.14,1.97,17.64,75.79,0
7.96,2.75,3.12,0.43,19.46,53.46,0
7.06,3.54,1.26,2.02,6.21,63.33,0
6.32,2.37,4.57,1.17,9.2,52.5,0
7.42,3.58,3.75,2.32,8.85,67.35,0
4.43,2.96,6.88,0.85,14.04,61.74,1
5.05,3.63,2.63,1.35,3.54,74.18,0
7.48,3.23,3.04,2.48,13.26,12.58,1
6.8,3.75,5.07,,5.18,26.18,0
5.33,4.39,2.25,1.37,8.06,21.82,0
7.75,3.03,6.95,1.64,16.07,56.94,1
5.02,4.08,4.34,1.73,4.5,,1
7.95,2.89,6.05,2.48,10.84,76.28,1
5.96,2.5,3.39,0.58,6.46,36.53,0
5.9,4.0,4.2,1.71,14.56,78.55,1
7.24,2.59,1.37,2.2,6.13,33.39,0
4.61,3.35,4.09,1.78,14.28,37.01,1
4.82_err,3.57,4.26,0.62,12.19,34.86,0
7.09,4.1,6.2,0.87,12.68,11.32,1
6.63,2.01,6.46,1.67,6.15,31.49,1
6.11,2.33,1.76,2.23,8.92,34.93,0
4.46,2.99,5.34,0.33,19.43,61.9,1
5.01,3.08,1.94,1.03,3.62,13.84,0
5.26,2.19,3.44,2.23,4.4,23.73,0
7.59,,1.71,1.13,5.89,41.79,0
6.61,3.53,4.5,1.97,12.64,25.97,1
6.38,3.05,2.91,0.49,11.86,20.04,0
6.8,3.16,6.52,0.34,14.58,29.05,1
7.03,2.04,3.73,2.25,13.76,34.9,1
7.33,2.95,4.05,1.27,15.24,29.56,0
5.0,2.89,2.15,1.97,12.03,28.27,0
4.28,3.78,3.91,2.26,2.76,68.92,1
7.6,3.74,2.59,2.12,5.03,67.88,0
5.37,3.53,2.18,1.32,13.57,44.65,0
6.87,3.85,4.22,0.39,11.24,17.17,0
5.19,3.17,6.8,0.26,14.67,74.23,1
4.38,3.38,5.2,0.75,13.44,17.84,1
6.72,2.53,1.97,1.35,7.2,15.37,0
5.39,4.24,5.31,0.38,19.99,63.76,1
4.13,2.83,6.32,0.61,12.51,49.04,1
5.26,2.52,4.74,2.5,17.82,52.5,1
6.33,3.55,1.57,0.12,2.14,36.93,0
7.07,4.4,6.99,2.38,5.5,72.78,1
4.28,3.26,,1.98,6.1,16.18,1
7.15,3.88,6.06,1.48,12.11,78.11,0
4.49,2.35,1.38,1.05,8.0,57.24,0
7.84,2.91,5.77,0.33,3.64,73.92,0
5.37,3.65,6.02,,17.86,45.43,1
7.75,3.21,1.52,0.49,13.88,58.08,0
6.54,3.34,1.03,0.3,14.51,67.61,0
4.52,2.77,3.5,1.33,13.39,19.22,0
5.96,3.33,6.98,0.35,6.87,67.08,1
,4.12,6.55,0.95,2.23,12.31,1
5.38,2.66,6.66,,3.32,51.05,1
5.44,3.4,3.59,0.53,10.48,33.94,0
4.79,4.21,6.96,0.89,3.87,78.41,1
4.25,4.12,6.81,2.04,8.74,62.64,1
5.3,3.42,2.24,0.26,8.1,36.31,0
6.49,2.71,5.25,2.45,6.55,53.05,1
4.57,4.38,5.11,0.58,8.83,19.23,1
6.01,3.98,6.49,1.21,6.05,57.31,1
7.69,2.76,3.6,,14.65,27.25,0
4.22,4.25,6.4,0.78,19.73,65.4,1
6.12,,3.85,1.79,4.42,29.57,0
6.58,3.37,6.18,2.04,18.84,10.72,1
5.39,4.31,5.27,1.27,16.68,11.34,1
6.38,4.5,4.93,0.42,13.64,30.9,1
5.46,3.71,6.53,0.29,11.78,42.62,1
7.81,3.4,4.56,0.75,9.4,62.59,0
4.4,3.77,2.34,2.43,12.5,66.59,1
4.21,4.42,3.21,1.67,13.35,29.63,1
6.7,3.5,5.79,2.43,6.47,46.39,1
4.96,3.79,4.55,0.47,17.29,39.38,1
6.34,4.41,3.3,1.95,10.85,24.76,1
5.68,2.74,1.2,1.53,18.6,21.13,0
6.27,3.57,1.3,0.77,,14.6,0
7.75,4.15,5.82,,5.03,78.6,1
7.38,2.66,5.01,0.99,12.5,33.93,1
4.54,2.38,5.33,1.55,9.33,31.36,1
4.38,3.85,6.75,0.16,12.2,47.28,1
4.37,4.35,4.98,1.21,3.63,21.64,1
7.49,3.16,6.4,1.32,15.43,33.65,1
4.24,2.02,6.0,1.78,2.03,62.29,1
7.15,3.74,5.59,2.29,6.22,37.26,1
4.4,4.26,2.71,1.3,18.22,26.66,1
,2.25,3.95,0.76,18.03,32.33,0
6.45,4.11,6.23,2.14,19.78,,1
5.41,3.2,4.69,0.7,6.29,72.59,1
6.27,4.32,2.31,0.19,2.84,73.77,0
7.02,3.81,2.45,0.28,14.08,28.58,0
6.91,3.34,6.69,2.37,3.11,30.58,1
5.28,2.17,1.99,1.78,9.72,10.77,0
7.45,2.75,6.28,0.94,6.89,13.52,1
6.55,3.35,6.21,1.05,12.38,61.19,1
7.79,2.9,1.81,1.59,5.81,70.75,0
,4.04,2.79,1.54,5.36,73.79,0
6.92,4.45,3.73,1.87,18.44,34.02,1
4.75,4.43,3.76,0.46,12.74,23.94,1
5.03,4.01,2.09,0.64,9.61,76.56,0
7.77,4.29,6.33,1.45,,13.61,1
6.78,3.7,1.24,1.74,8.52,11.2,0
4.91,2.48,1.64,1.13,17.12,68.41,0
4.07,2.87,6.34,2.29,18.58,20.02,1
5.07,2.93,6.85,1.51,2.3,67.97,1
5.41,4.17,5.79,1.62,8.82,45.19,1
7.84,2.53,3.04,1.42,16.22,70.43,0
7.12,3.21,3.19,0.37,3.93,23.56,0
6.23,3.73,3.37,1.53,11.18,69.63,1
4.22,2.08,6.14,0.11,14.2,25.63,1
6.21,3.32,3.1,1.81,6.09,,1
5.71,4.22,3.74,0.78,4.7,45.58,0
5.66,2.64,3.59,0.85,8.18,16.29,0
5.15,2.7,5.58,2.18,15.7,70.62,1
4.94,3.96,4.87,2.48,18.73,29.29,1
7.45,2.51,2.7,2.07,11.19,59.11,0
7.32,3.53,3.82,0.77,15.66,34.91,0
7.23,3.26,2.34,,19.78,15.06,1
5.84,2.31,1.97,0.2,17.94,64.88,0
6.18,3.66,4.46,0.31,15.29,71.4,0
5.73,2.87,2.9,1.92,17.47,16.3,1
5.71,2.71,6.8,1.95,5.96,70.91,1
7.33,2.08,6.23,1.7,11.96,11.88,1
7.64,2.68,1.11,2.44,3.79,34.43,0
7.55,,3.86,0.55,2.53,79.07,0
6.97,3.82,2.03,1.66,19.01,,0
4.74,2.43,5.79,2.1,19.24,74.83,1
6.96,4.44,6.29,1.77,4.76,15.61,1
7.26,2.76,6.62,2.4,18.91,57.18,1
4.26,3.89,1.04,1.94,11.1,74.98,1
4.0,3.63,5.2,0.12,8.19,67.47,0
6.0,3.24,5.86,1.04,8.12,54.1,1
6.11,3.76,1.72,1.09,9.82,,0
4.46,2.63,4.08,1.33,19.38,58.42,1
7.4,2.66,2.96,0.85,17.89,39.01,0
5.11,3.54,2.93,1.04,11.71,16.39,0
7.69,3.34,1.45,2.38,4.84,57.36,0
6.74,3.54,3.33,0.31,7.85,67.36,0
4.17,3.0,5.28,0.26,14.09,74.99,1
7.83,4.19,2.6,0.17,3.12,34.56,0
5.5,3.43,3.82,2.34,8.86,74.71,1
6.95,3.84,4.3,1.3,11.4,55.13,1
5.42,2.97,6.63,0.33,8.18,37.96,1
4.71,2.3,6.88,1.36,17.76,30.25,1
5.26,2.14,1.41,1.81,11.7,28.22,0
,3.38,3.4,2.2,16.76,64.14,1
5.39,3.39,3.96,1.13,14.7,31.88,1
6.92,3.63,6.29,1.74,3.71,76.09,1
6.77,2.15,5.52,0.69,14.9,13.07,1
7.87,3.25,6.62,0.5,19.11,60.0,1
7.33,2.79,6.6,1.04,3.03,51.01,1
4.81,4.09,1.87,0.6,8.66,15.74,0
6.63,3.36,3.36,2.32,10.96,65.14,1
5.44,4.18,2.11,0.19,11.29,57.79,0
6.82,2.71,3.48,2.16,8.63,40.98,0
6.64,4.33,5.34,2.29,11.22,40.64,1
6.44,4.16,6.47,1.55,13.14,32.44,1
4.14,3.02,3.7,2.04,11.57,78.78,1
4.84,2.96,,1.02,19.94,29.8,1
4.92,4.04,1.69,2.42,14.8,33.88,1
,2.67,2.96,1.01,14.17,33.4,0
4.08,4.05,5.17,0.43,2.14,24.96,1
4.33,4.4,4.14,,4.51,32.0,1
5.79,2.89,2.05,1.48,2.81,43.13,0
6.62,2.8,5.83,0.75,13.41,67.18,1
6.66,2.12,6.14,2.23,14.39,57.98,1
4.13,3.92,5.97,2.44,6.35,30.15,1
5.13,2.91,5.46,1.29,8.58,21.9,1
7.68,3.06,5.7,2.22,19.04,30.66,1
6.1,2.22,1.68,0.24,,53.75,0
5.98,4.43,3.04,1.08,4.76,63.54,0
6.88,2.75,6.23,2.21,8.96,18.66,1
6.07,3.84,4.47,1.1,17.74,61.98,1
4.13,3.5,3.63,1.19,2.35,79.59,0
5.74,2.46,5.14,1.12,8.35,13.69,0
6.69,3.07,3.53,1.84,10.56,17.98,1
5.22,2.07,5.42,0.22,4.74,65.74,0
5.51,3.73,1.08,1.63,19.35,45.46,0
4.03,,6.29,0.73,3.0,67.5,1
5.2,2.95,4.72,2.18,2.64,32.71,1
6.13,3.59,2.99,1.68,17.34,41.11,0
4.95,3.2,3.08,2.01,15.73,38.39,1
6.83,3.96,5.77,0.98,14.9,76.53,0
5.16,3.48,1.86,1.84,14.38,70.84,0
4.34,2.94,2.68,0.75,17.36,41.89,1
6.92,3.28,4.15,1.98,9.26,54.1,1
6.97,3.68,2.92,2.47,16.8,28.68,1
6.37,4.12,2.23,1.67,9.23,49.45,0
4.27,3.12,3.11,2.49,13.2,37.66,1
6.31,2.01,6.17,1.69,12.29,38.25,1
4.34,2.07,5.66,1.97,13.17,51.34,1
4.73,2.48,2.98,0.1,8.75,71.68,0
4.56,3.28,4.97,0.59,19.25,18.78,1
7.02,4.12,1.81,1.18,6.91,13.51,0
6.11,3.0,3.18,1.88,18.56,,1
4.46,4.2,1.16,1.85,3.69,39.6,0
4.78,2.06,2.72,1.86,3.64,64.71,0
6.83,4.48,4.84,0.47,3.56,16.79,0
7.26,4.11,7.0,1.97,4.19,25.96,1
5.3,4.13,2.8,1.95,10.37,38.28,0
7.33,3.14,2.68,0.86,17.82,69.3,0
6.82,2.55,1.32,0.57,12.24,66.91,0
6.95,3.4,3.6,0.38,15.66,27.02,0
6.88,2.3,4.58,1.57,5.23,20.7,1
7.36,4.42,3.66,1.25,9.45,21.71,0
6.81,2.72,1.67,0.56,13.66,21.79,0
4.06,4.16,4.45,0.8,13.04,50.67,1
5.64,3.18,2.3,1.99,13.85,25.07,0
7.15,2.92,3.8,1.31,8.89,65.77,0
4.54,3.11,2.36,2.34,15.99,30.31,1
4.98,3.56,2.99,0.34,16.19,60.71,0
7.46,3.18,1.4,1.22,8.6,38.11,0
5.59,3.76,3.69,2.36,16.78,43.34,1
7.97,2.09,,1.31,16.15,51.74,0
7.81,3.2,6.59,1.37,5.92,76.4,1
4.06,2.13,2.77,1.32,13.7,28.15,1
5.16,2.77,2.47,1.64,14.94,34.05,0
5.24,3.14,2.82,0.18,14.71,37.66,0
6.78,3.25,5.27,0.65,16.67,41.45,1
4.72,2.79,6.41,2.05,13.9,76.15,1
5.39,3.57,4.81,1.93,5.2,64.52,1
5.85,4.29,6.95,1.79,9.56,79.95,1
7.18,4.09,3.88,2.3,4.56,30.37,1
7.79,3.26,5.98,0.14,7.67,50.08,0
5.65,3.11,2.63,0.25,6.34,52.56,0
4.72,4.21,5.76,0.16,11.62,28.38,1
,3.32,6.29,1.22,7.55,66.2,1
7.24,3.84,6.78,2.43,17.04,42.5,1
5.88,2.4,5.98,1.59,16.71,39.74,1
,4.24,6.2,2.23,11.75,31.05,1
7.63,,1.92,0.45,4.86,68.27,0
6.22,4.18,5.75,2.04,2.99,30.75,1
7.87,3.25,3.09,0.63,9.15,36.38,0
,,1.91,1.76,15.16,53.51,0
7.53,3.76,6.79,2.12,9.26,17.29,1
5.08,3.68,5.87,2.07,12.57,66.35,1
7.44,2.41,4.51,1.5,19.93,75.88,0
6.76,3.4,1.79,1.21,10.38,52.83,0
7.64,3.75,4.57,1.16,8.39,63.65,0
7.11,2.68,6.75,1.17,9.21,72.64,1
5.05,4.24,1.97,2.06,8.61,73.54,0
4.02,3.03,4.76,2.05,14.73,16.22,1
,2.26,6.5,0.13,12.28,42.39,1
5.99,2.7,2.09,1.51,17.66,55.22,0
7.36,4.22,4.29,2.31,17.18,58.64,1
5.31,4.28,5.39,0.99,14.39,42.68,1
4.6,3.03,5.5,0.51,17.56,76.34,1
4.74,3.22,4.85,0.79,9.28,61.36,1
6.78,4.44,3.5,0.53,10.11,20.05,0
4.91,2.31,2.29,0.5,11.45,55.72,0
4.4,2.11,4.3,0.79,17.24,74.49,0
5.33,3.55,6.0,,5.81,46.91,1
6.81,2.19,4.03,1.56,10.96,69.54,1
7.82,2.13,5.03,1.36,19.96,63.44,1
6.66,2.57,2.68,1.7,5.73,71.37,0
6.72,4.35,5.2,2.17,15.85,70.72,1
4.12,3.09,1.26,1.82,16.96,16.24,0
6.89,3.09,2.35,0.4,10.75,67.28,0
5.64,3.67,4.2,0.8,6.45,13.87,0
7.24,2.3,6.46,1.38,5.21,15.23,1
5.92,2.69,5.54,2.48,13.52,38.95,1
4.58,2.54,4.71,2.01,16.53,65.92,1
6.78,4.17,1.77,1.94,17.58,66.61,0
7.6,3.04,3.21,1.36,6.44,38.24,0
5.45,3.5,4.0,2.38,6.81,,1
4.57,3.8,6.2,1.44,15.02,55.92,1
7.41,4.25,2.59,1.72,12.64,20.72,0
4.21,2.24,6.64,0.24,11.08,36.91,1
4.11,2.17,1.86,1.97,12.03,46.69,0
5.3,2.04,3.52,2.44,5.65,49.5,1
4.68,3.81,6.57,2.43,14.56,61.98,1
4.51,3.89,6.54,1.03,2.83,36.98,1
5.82,4.02,3.41,0.13,10.39,58.46,0
6.07,2.23,2.9,0.97,18.19,56.62,0
6.11,3.84,5.31,2.1,15.71,54.83,1
6.1,2.59,6.57,1.71,2.34,73.31,1
6.43,2.14,5.24,2.29,10.07,41.42,1
6.48,3.59,4.4,0.39,18.69,10.55,0
4.14,2.03,6.78,1.42,5.46,68.23,1
5.27,3.64,3.37,1.21,17.47,34.98,0
6.17,2.5,1.99,1.26,7.0,74.88,0
,2.99,1.68,1.01,4.02,63.08,0
7.07,3.24,6.61,2.32,8.15,22.6,1
6.73,2.38,4.15,0.6,18.24,19.82,0
5.84,3.13,2.35,0.88,3.67,44.89,0
5.27,2.36,2.11,2.45,3.1,74.01,0
7.4,2.2,2.28,0.28,12.46,54.45,0
5.06,3.54,6.81,1.97,12.44,13.39,1
5.51,3.96,5.81,1.37,18.25,78.44,1
4.94,3.28,5.67,0.56,7.29,15.4,0
5.32,3.56,2.27,1.46,14.97,64.36,0
5.63,3.28,3.88,2.09,6.95,33.26,1
,2.89,1.4,1.61,14.95,10.28,0
5.47,2.87,3.27,1.27,11.13,39.36,0
7.22,2.37,2.26,1.86,6.56,49.35,0
5.29,3.24,5.44,1.34,9.77,75.09,1
5.08,3.98,2.74,1.95,7.23,29.53,0
6.46,3.26,4.31,0.43,8.8,30.94,0
7.36,4.27,6.47,1.58,19.82,40.01,1
6.63,3.52,6.83,2.45,4.82,44.13,1
4.44,2.55,6.86,0.21,10.07,28.48,1
7.25,2.09,3.35,1.19,7.83,10.42,0
4.68,3.83,3.77,2.16,15.28,79.73,1
4.23,4.29,,1.23,7.05,64.23,1
5.46,3.16,4.6,1.6,5.94,76.29,0
4.86,3.05,3.95,0.32,9.29,31.05,0
6.69,3.42,2.01,1.99,18.94,26.93,0
6.74,3.14,1.45,1.42,10.05,63.91,0
6.76,2.89,5.42,2.38,13.01,22.84,1
