radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,symmetry_mean,malignant
6.75,25.86,43.95,1470.23,0.101,0.33,0.4166,0.279,0
21.64,19.5,148.05,1854.47,0.1632,0.1341,0.3444,0.1975,1
14.84,23.68,189.2,1277.26,,0.0348,0.1639,0.2304,0
26.74,28.01,77.91,1380.4,0.1262,0.1191,0.0717,0.2764,1
17.36,35.93,150.98,467.91,0.1249,0.1308,0.3352,0.2762,1
,29.52,196.02,2298.67,0.0659,0.0506,0.4257,0.1817,1
10.45,22.46,193.96,2331.79,0.0968,0.2246,0.12,,0
26.85,34.4,77.59,1752.89,0.1348,0.1344,0.3938,0.1515,1
24.64,37.07,56.05,181.61,0.1666,0.2276,0.0539,0.2532,1
24.5,12.71,63.73,1407.5,0.0702,0.0222,0.4094,0.2859,1
26.27,25.49,152.33,1624.96,0.0993,0.3441,0.3205,0.1144,1
24.26,17.82,156.12,2487.38,0.0614,0.0763,0.149,0.103,1
21.03,10.46,147.88,2490.72,0.0791,0.2376,0.131,0.2646,0
9.15,29.72,93.77,2163.96,0.0952,0.2562,0.2767,0.1773,0
6.78,35.75,67.16,290.64,0.1149,0.0766,0.2552,0.1553,0
28.1,14.05,132.92,2389.73,0.0777,0.0569,0.3951,0.1377,1
20.8,34.18,117.39,1585.88,0.0773,0.0704,0.3295,0.1693,1
,35.46,156.61,2030.09,0.1433,0.1015,0.2324,0.2943,1
17.56,37.34,110.62,1100.98,0.1655,0.0755,0.3989,0.2954,1
8.82,,94.18,894.42,0.0888,0.2424,0.2549,0.1663,0
9.0,37.02,86.96,1233.26,0.1326,0.1589,0.3654,0.2927,0
22.45,18.94,73.84,486.62,0.081,0.1975,0.3616,0.16,0
16.33,26.12,82.52,982.68,0.1614,0.0356,0.3953,0.2709,1
10.81,10.57,55.17,2163.98,0.1307,0.3042,0.0291,0.1424,0
17.8,10.36,95.5,229.56,0.1463,0.0763,0.251,0.2653,0
7.54,31.33,45.85,496.07,0.0559,0.1389,0.2014,0.1707,0
19.97,22.78,69.83,435.27,0.1218,0.0437,0.2109,0.1391,0
12.46,16.95,159.48,1091.26,0.1133,0.0651,0.1978,0.287,0
25.14,14.9,92.08,2492.89,0.0852,0.2397,0.3601,0.1428,1
13.45,29.77,146.92,549.12,0.0815,0.2486,0.1369,0.2984,0
16.93,9.01,154.7,483.34,0.1196,0.2434,0.199,0.1217,0
6.28,33.98,132.99,2299.53,0.1348,0.2022,0.0863,0.102,0
7.74,11.46,193.39,2221.64,0.054,0.3343,0.1082,0.2742,0
15.42,14.94,43.43,216.09,0.1181,0.1874,0.284,0.2173,0
17.52,20.97,158.18,1914.03,0.0705,0.1683,0.0503,0.1843,1
20.4,24.03,193.41,1686.9,0.0668,0.1017,0.0808,0.1164,0
13.0,20.0,177.96,1951.87,0.1248,0.0526,0.2271,0.215,1
22.68,18.94,66.86,1307.03,0.0873,0.2009,0.0188,0.1787,0
26.64,38.88,92.29,2479.65,0.1029,0.1239,0.0546,0.1967,1
24.72,28.89,67.59,243.48,0.0932,0.1929,0.3712,0.2261,1
6.95,9.73,136.21,693.12,0.1278,0.088,0.3638,0.228,0
17.53,22.34,153.95,1075.85,0.1064,0.2966,0.1495,0.2921,1
8.52,36.13,90.73,1201.48,0.1656,0.3499,0.1496,0.231,1
11.81,18.35,126.32,2314.43,0.0923,,0.4027,0.1679,1
29.68,11.93,150.55,1461.61,0.1388,0.298,0.0111,0.1659,0
9.42,32.51,107.41,246.46,0.0809,0.3081,0.2495,0.1954,1
17.97,27.79,176.64,1102.56,0.1111,0.3487,0.2569,0.1519,1
20.84,26.68,163.45,1122.92,0.1163,0.1331,0.3388,0.1753,1
22.86,10.66,50.35,2418.56,0.0895,0.2695,0.4093,0.2684,1
19.43,13.36,139.38,1554.11,0.1066,0.0955,0.153,0.272,0
6.23,28.3,77.65,1640.14,0.0835,0.2262,0.1883,0.2256,0
13.84,15.44,129.2,1823.28,0.0507,0.2526,0.2887,0.2166,0
18.43,24.63,193.1,1957.29,0.0759,0.2646,0.4159,,0
8.11,25.89,180.65,1638.72,0.134,0.0884,0.383,0.2272,0
14.42,17.79,104.72,699.78,0.1425,0.3001,0.2868,0.2612,1
6.8,38.4,86.64,2202.75,0.0836,0.1589,0.3684,0.2476,0
7.89,35.12,77.5,1867.8,0.099,0.0914,0.0366,0.1071,0
15.53,31.39,125.2,1890.81,0.0545,0.199,0.1622,0.2462,0
9.19,11.42,58.28,2491.87,0.0784,0.3049,0.0056,0.244,0
19.62,12.29,127.88,2033.96,,,0.0763,,0
22.55,24.28,40.21,2096.8,0.1227,0.2669,0.2711,0.13,1
25.21,13.98,,2385.32,0.0747,0.0219,0.3808,0.2576,1
10.8,,75.19,496.68,0.0809,0.0645,0.2721,0.2118,1
10.02,13.91,195.4,1314.64,0.148,0.0452,0.2856,0.2643,0
,24.11,156.36,1510.14,0.0751,0.0534,0.0446,0.1369,0
21.27,20.29,95.94,917.09,0.0901,0.1464,0.2859,0.1061,0
22.96,28.82,54.86,2120.99,0.1297,0.1317,,0.1324,1
6.76,13.0,122.69,1939.31,0.1173,0.0575,0.2801,0.1905,0
28.47,22.34,74.15,1841.28,0.1053,0.3111,0.1403,0.2047,1
7.25,17.52,125.83,2493.27,0.158,0.2231,0.25,0.2715,0
18.99,36.52,173.66,752.14,0.0764,0.2828,0.1823,0.2432,1
23.02,10.26,138.53,1875.68,0.139,0.1426,0.2402,0.2981,1
26.9,37.33,141.41,1441.31,0.0691,0.1554,0.0632,0.1157,0
23.14,34.82,126.56,878.65,0.1239,0.1248,0.1702,0.126,1
25.24,18.22,188.36,518.99,0.1545,0.1647,0.1609,0.1169,1
14.15,33.47,189.1,2254.29,0.1049,0.2214,0.3166,0.2077,1
25.56,9.97,122.04,1545.27,0.1369,0.1827,0.3038,0.1534,1
7.92,38.97,88.92,2086.84,0.1484,,0.3908,0.2367,1
27.48,25.32,113.53,1427.01,0.0663,0.317,0.2718,0.1265,1
19.14,18.4,69.85,659.15,0.1347,0.175,0.1353,0.1206,0
,20.24,141.82,936.62,0.1604,0.0991,0.3368,0.192,0
16.86,11.06,120.01,1040.43,0.1192,0.3319,0.2137,0.1752,0
21.45,39.67,56.53,2436.13,0.0723,0.2626,0.0832,0.2658,1
18.63,10.22,71.62,153.29,0.0652,0.2312,0.3214,0.2675,0
23.56,29.3,116.74,2466.17,0.0812,0.266,0.057,0.1235,1
7.96,22.72,182.01,2453.89,0.0624,0.0451,0.0766,0.2625,0
7.45,38.42,130.62,2490.92,0.1116,0.0423,0.3263,0.2128,1
11.93,16.63,149.05,1264.75,0.0584,0.0705,0.3312,0.2007,0
9.83,25.49,94.24,2414.59,0.0768,0.0687,0.34,0.119,0
26.92,23.95,131.43,1073.61,0.1028,0.1588,0.1261,0.2479,1
11.26,30.79,111.58,202.05,0.1069,0.0719,0.3726,0.1119,0
29.42,11.11,145.46,669.46,0.1178,0.302,0.3107,0.1555,1
14.09,15.01,48.09,2370.9,0.1347,0.2108,0.3586,0.1191,0
10.37,15.65,118.93,172.48,0.0557,0.1415,0.3047,0.2062,0
24.95,31.88,87.36,1428.55,0.0597,0.043,0.2492,0.229,1
21.81,14.86,92.19,318.42,0.0573,0.215,0.047,0.2782,0
17.96,26.78,193.75,815.9,0.1008,0.0585,0.3057,0.2468,1
19.33,15.67,69.23,347.9,0.055,0.2653,0.2969,0.2922,0
23.26,35.71,89.8,2168.49,0.1395,0.2849,0.1344,0.2522,1
11.48,38.21,121.58,1534.93,0.0768,0.1995,0.3164,0.1596,1
29.91,25.07,178.08,2268.97,0.1627,0.0694,0.2367,0.2095,1
29.4,19.92,106.67,1764.51,0.1084,0.2797,0.2405,0.1916,1
21.61,16.26,159.02,2431.63,0.1036,0.1216,0.1581,0.2132,0
10.79,10.54,177.02,1343.31,0.1437,0.0935,0.0502,0.2144,0
22.33,17.32,89.6,1647.36,0.1356,0.1753,0.0933,0.2404,1
7.73,29.28,102.84,1500.09,0.1229,0.3245,0.3306,0.1166,0
6.74,25.54,97.05,1282.85,0.1622,0.1181,0.1167,0.2493,0
12.18,38.27,173.26,2136.46,0.1007,0.3188,0.001,0.1287,0
17.1,21.28,47.1,1661.08,0.147,0.0377,0.4287,0.1052,1
26.84,30.51,89.35,2031.1,0.0956,0.0476,0.0906,0.2038,1
23.45,24.17,148.71,1995.82,0.1506,0.2505,0.2818,0.2163,1
23.82,24.89,130.47,590.87,0.0811,,0.3986,0.107,1
16.21,17.3,109.81,1674.39,0.0847,0.1245,0.2579,0.2031,0
14.3,23.1,126.39,611.17,0.1313,0.065,0.3436,0.2069,1
14.9,23.59,71.61,1516.64,0.0755,0.1296,0.4198,0.1105,0
,30.91,108.91,1738.75,0.0775,0.1126,0.37,0.2423,1
6.96,38.16,120.27,2493.47,0.0866,0.263,0.2399,0.1421,1
26.81,19.21,184.19,212.08,0.1315,0.2517,0.1564,0.2589,0
19.89,10.31,81.73,355.33,0.1567,0.3351,0.2075,0.1622,0
16.53,24.39,178.85,321.78,0.1309,0.2591,0.362,0.1956,0
23.41,25.88,143.08,1080.13,0.1493,0.2493,0.3669,0.2784,1
17.68,14.22,43.25,2078.95,0.1152,0.2491,0.3637,0.2612,0
26.96,32.57,155.94,2131.97,0.0583,0.3114,0.2568,0.2564,1
27.62,39.53,45.69,1879.27,0.0621,0.1178,0.2051,0.1321,1
16.12,38.32,199.58,2256.63,0.1165,0.119,0.1339,0.1096,0
12.64,15.11,179.62,901.95,0.0893,0.2646,0.0014,0.2212,0
20.22,36.14,87.57,348.04,0.0765,0.0955,0.3287,0.1821,1
27.9,30.84,81.19,277.24,0.106,0.321,0.1191,0.2818,1
11.06,23.07,101.03,2151.03,0.13,0.1965,0.1418,0.1699,0
20.95,25.76,96.99,1863.83,0.0962,0.119,0.3627,0.1821,1
21.16,35.34,99.57,1788.73,0.1463,0.2761,0.0225,0.2052,1
23.59,23.88,90.92,941.64,0.1386,0.1231,0.3989,0.2593,1
9.16,20.57,139.38,1036.58,0.1382,0.3379,0.0006,0.1537,0
23.18,24.29,66.28,,0.1682,0.3444,0.4038,0.2884,1
,26.95,175.36,290.58,0.0854,0.24,0.1955,0.208,1
10.31,14.86,169.98,1966.01,0.1274,0.0575,0.0439,0.2682,0
11.7,36.93,116.24,870.73,0.1527,0.1069,0.2899,0.2051,1
29.31,29.9,176.44,232.17,0.1195,0.1901,0.3852,0.2544,1
10.34,28.63,79.54,1892.47,0.1447,0.301,0.1884,0.1103,0
26.51,12.08,42.81,920.95,0.0997,0.081,0.2973,0.2598,1
17.81,27.73,139.07,1844.27,0.1209,0.0545,0.4211,0.2048,1
11.93,12.75,113.27,1810.06,0.0567,0.0446,0.1035,0.1899,0
26.9,11.44,130.75,1402.1,0.1683,0.1873,0.3528,0.1223,1
16.69,25.35,183.89,1974.6,0.146,0.312,0.127,0.2483,1
18.36,21.49,195.19,1511.25,0.1543,0.034,0.1833,0.1262,0
14.62,27.25,141.51,816.46,0.1333,0.0901,0.1212,0.1385,0
20.23,11.77,162.25,1872.51,0.0723,0.2488,0.1918,0.1253,0
9.92,22.36,53.41,1530.37,0.0537,0.2925,0.0022,0.1013,0
15.39,14.42,65.71,170.04,0.1538,0.2864,0.1305,0.2324,0
29.27,39.6,157.31,2267.88,0.0976,0.2791,0.1915,0.1542,1
12.2,26.4,109.02,1427.72,0.0817,0.0628,0.2719,0.1299,0
21.76,30.31,111.35,2189.96,0.1174,0.1511,0.2741,,1
13.8,19.09,89.38,2223.26,0.1005,0.345,0.251,0.1998,0
24.56,11.94,137.18,1190.12,0.1282,0.3463,0.126,0.2007,0
9.14,39.25,69.63,1338.08,0.1081,0.2188,0.4074,0.1734,1
29.28,17.87,140.31,1121.18,0.1337,0.2541,0.1685,0.199,1
16.89,22.14,67.81,1200.67,0.1524,0.3339,0.0933,0.1855,1
11.67,29.15,50.21,2252.55,0.0735,0.1685,0.2384,0.2645,1
7.76,9.77,92.86,2000.02,0.0895,0.0652,0.322,0.1059,0
10.07,34.12,76.98,438.6,0.1024,0.2408,0.0053,,0
18.47,25.63,182.24,1580.33,0.1654,0.3368,0.1188,0.1488,0
14.09,17.62,48.79,2490.34,0.0938,0.2501,0.3547,0.2444,1
25.89,10.91,68.26,1545.5,0.0957,0.2851,0.218,0.181,1
16.34,14.04,127.8,1994.66,0.1284,0.1595,0.1756,0.1589,0
11.97,36.75,116.97,1954.99,0.1003,0.0518,0.4003,0.2231,1
20.81,30.27,47.34,966.75,0.1641,0.0757,0.0385,0.2538,0
22.96,16.75,41.16,1017.56,0.1573,0.3443,0.2647,0.19,1
10.01,11.03,198.09,1848.82,0.1116,0.1828,0.1471,0.1933,0
10.02,30.41,145.41,1319.96,0.1274,0.024,0.0305,0.1118,0
6.88,26.74,98.46,,0.057,0.3353,0.0919,0.2848,0
23.67,21.54,115.27,1822.46,0.1335,0.1843,0.27,0.2694,1
21.93,20.27,82.65,1975.08,0.1349,0.296,0.0122,0.1796,0
17.39,15.72,95.18,780.78,0.0931,0.201,0.2547,0.253,0
26.26,29.76,143.85,486.43,0.0764,0.0536,0.4114,0.1627,1
25.34,39.09,181.25,828.64,0.1598,0.2231,0.3419,0.2461,1
20.05,14.45,69.46,1337.79,0.1012,0.3491,0.1486,0.2033,0
26.84,27.51,174.46,947.45,0.1284,0.0315,0.0594,0.1922,0
10.94,22.15,59.45,1481.34,0.054,0.2978,0.2,0.1113,0
8.69,22.85,74.4,266.18,0.0997,0.0977,0.169,0.2931,0
12.47,16.88,45.95,1343.01,0.1481,0.15,0.4178,0.2675,1
7.37,34.58,62.53,1008.44,0.0965,0.143,0.4256,0.2587,0
18.75,24.04,186.77,,0.1224,0.3166,0.1766,0.161,1
28.48,25.85,113.51,1137.18,0.0752,0.1865,0.064,0.1579,1
6.94,18.45,52.43,810.77,0.1,0.1676,0.3916,0.2146,0
8.93,14.64,193.56,2273.69,0.1613,0.2899,0.3412,0.2692,1
16.85,11.66,180.64,576.05,0.118,0.0361,0.2198,0.2869,1
28.41,31.14,160.75,1748.02,0.1582,0.0485,0.1571,0.1538,1
13.59,15.08,189.36,2322.16,0.1582,0.0272,0.1927,0.2215,0
18.17,30.39,75.22,1411.26,0.1633,0.247,0.3878,0.2448,1
7.0,21.1,173.82,2208.32,0.1574,0.1935,0.0794,0.1453,0
9.56,21.89,150.4,434.65,0.0504,0.3091,0.3469,0.1815,1
29.68,23.54,179.16,,0.1621,0.1845,0.0078,0.1375,1
29.16,20.4,167.51,1218.58,0.0665,0.0932,0.3958,0.2398,1
6.12,12.12,95.44,159.16,0.0548,0.2857,0.2151,0.2728,0
28.84,18.6,163.9,1186.09,0.0566,0.1171,0.0975,0.2755,1
21.34,29.58,81.99,1010.91,0.0919,0.3288,0.0012,0.234,0
26.83,29.64,92.57,1720.72,0.1245,0.1026,0.2406,0.1694,1
16.91,,57.26,2354.46,0.0983,0.0753,0.1051,0.2322,0
18.37,23.26,189.61,342.47,0.0531,0.1828,0.2714,0.2729,1
17.73,15.0,86.56,912.84,,0.0367,0.1209,0.2252,0
22.0,15.52,123.3,1187.99,0.1031,0.032,0.0379,0.1826,0
9.35,9.71,102.61,1214.24,0.1408,0.1837,0.2172,0.284,0
6.72,36.8,193.59,1968.55,0.0836,,0.2427,0.267,0
13.39,15.53,,1186.41,,0.0231,0.1946,0.2765,0
22.91,16.05,164.57,204.1,0.0807,0.1177,0.197,0.2806,0
10.84,17.67,176.87,1815.85,0.0864,0.1775,0.2535,0.1788,0
22.16,12.95,109.7,,0.1219,0.1501,0.2263,0.2719,1
29.28,28.82,100.51,1352.82,0.1066,0.0647,0.057,0.2141,1
8.25,11.33,159.64,1511.42,0.0904,0.2113,0.0847,0.1076,0
,13.16,186.06,524.53,0.0949,0.2544,0.061,0.2272,0
16.65,28.99,160.79,660.72,0.0945,0.2429,0.2981,0.1941,1
26.84,,76.34,695.0,0.1667,0.1499,0.2273,0.155,1
10.25,30.95,182.13,1156.55,0.078,0.0654,0.1848,0.2941,0
22.62,26.28,102.01,2330.42,0.1482,0.1848,0.3433,0.111,1
26.11,16.94,132.2,1371.41,0.135,0.3138,0.1401,0.2892,1
28.67,29.18,173.03,593.35,0.0507,0.1747,0.2443,0.1319,1
22.4,12.6,70.14,767.97,0.1692,0.0846,0.032,0.1754,0
17.93,,165.52,1046.28,0.1408,0.0507,0.3201,0.1834,1
20.83,22.55,135.39,1610.89,0.1319,0.3315,0.2989,0.2462,1
26.85,17.3,182.93,1178.48,0.0986,0.2652,0.345,0.1431,1
19.69,27.72,67.52,1066.17,0.1166,0.1233,0.3803,0.2972,1
6.73,36.01,107.31,1472.76,0.0804,0.1175,0.326,0.2498,0
28.34,39.97,173.25,710.73,0.0543,0.3154,0.3631,0.258,1
22.55,27.84,43.08,326.21,0.1503,0.0786,0.1486,0.1213,0
22.24,21.55,57.95,197.62,0.1576,0.1966,0.1476,0.1953,0
11.18,15.98,198.49,732.97,0.0695,0.2555,0.406,0.2891,0
21.81,16.97,84.86,356.16,0.1444,0.1508,0.3933,0.154,0
15.45,23.86,196.09,933.76,0.1389,0.0332,0.2359,0.1291,0
21.63,20.39,69.21,1964.12,0.0714,0.0952,0.1576,0.1971,0
8.56,37.33,97.78,1830.45,0.1006,0.3176,0.3724,,1
21.79,20.42,160.46,1581.79,0.1007,0.1926,0.1391,0.1974,0
29.99,20.58,145.24,2151.9,0.1412,0.2891,0.0661,0.181,1
7.16,20.89,132.98,805.68,0.1505,0.2034,0.275,,0
29.45,34.94,124.78,2228.73,0.0614,0.3314,0.0183,0.2874,1
15.77,29.17,174.95,1082.2,0.1176,0.32,0.163,0.1098,1
26.9,28.04,77.59,1086.11,0.1414,0.1794,0.3473,0.1307,1
24.78,19.36,110.8,1096.63,0.1443,0.125,0.1269,0.1266,0
19.61,34.36,64.87,371.5,0.0678,0.2186,0.4005,0.1171,1
23.72,10.19,135.35,2442.16,0.1131,0.2427,0.411,0.1604,1
27.08,35.99,80.09,466.88,0.1529,0.1845,0.3508,0.1459,1
15.7,24.9,93.41,944.49,0.0882,0.2914,0.4247,0.2097,0
13.85,21.35,115.4,893.55,0.101,0.0805,0.2282,0.1655,0
22.02,24.41,44.28,316.24,0.1465,0.1304,0.2448,0.181,1
25.39,29.69,54.71,499.33,0.0607,0.2465,0.3596,0.2884,1
24.29,9.4,149.75,245.87,0.1531,0.1014,0.2119,0.1311,0
25.15,36.02,108.64,830.07,0.0873,0.1651,0.1749,0.1777,1
16.45,22.85,178.37,2185.31,0.0502,0.338,0.2643,0.1514,0
25.63,19.63,151.15,941.08,0.0781,0.2265,0.2828,0.2098,1
8.89,13.29,41.3,431.91,0.0607,0.3332,0.3229,0.2473,0
19.07,22.62,138.67,1663.84,,0.2584,0.2873,0.2634,1
6.14,24.39,55.0,2491.98,0.1331,0.2591,0.3207,0.2031,1
13.79,21.51,164.95,688.28,0.0757,0.2153,0.2901,0.271,0
14.8,30.04,198.64,799.79,0.1622,0.0669,0.2066,0.257,1
15.51,22.05,124.99,2433.56,0.112,0.1915,0.058,0.1314,0
22.69,38.8,,561.91,0.1052,0.1034,0.3377,0.1491,1
15.33,27.58,77.97,1346.47,0.1021,0.3496,0.0132,0.2343,0
16.77,34.03,110.02,705.58,0.1331,,0.4268,0.295,1
11.7,12.39,176.98,2340.35,0.1043,0.0961,0.3562,0.1752,0
14.96,21.32,66.79,2456.39,0.0654,0.2259,0.2885,0.146,1
11.45,19.44,82.49,2062.69,0.1556,0.1886,0.4156,0.2738,1
7.76,26.65,111.27,882.89,0.1014,0.027,0.2634,0.1399,0
20.48,35.69,153.96,1092.23,0.0589,0.0627,0.0243,0.2395,1
22.04,11.43,100.14,711.84,0.1135,0.2876,0.2405,0.1068,0
20.87,11.25,188.44,2242.19,0.1277,0.1796,0.1192,0.1038,0
17.12,35.36,55.11,2298.36,0.0831,0.0682,0.1589,0.1903,0
15.11,15.6,99.33,1128.53,0.146,0.1735,0.1976,0.2313,0
26.72,29.73,153.43,1689.42,0.1304,0.1035,0.3331,0.1285,1
18.46,25.83,76.16,530.71,0.128,,0.2163,0.2528,0
17.5,34.82,145.03,1166.45,0.1005,0.336,0.2041,0.1257,1
6.62,12.88,66.27,1630.34,0.1654,0.1395,0.1298,0.2067,0
14.19,13.02,48.96,1049.55,0.0829,0.0353,0.2321,0.1617,0
15.12,26.26,59.36,983.93,0.1193,0.3402,0.1068,0.2505,1
15.57,38.34,188.8,142.36,0.0871,0.2823,0.1122,0.2608,0
19.92,21.86,128.28,2038.13,0.1394,0.104,0.3256,0.1132,1
18.81,19.14,,2238.84,0.0557,0.1549,0.1473,0.1385,1
20.59,27.81,93.22,2427.93,0.0555,0.3046,0.0221,0.2785,1
24.36,37.84,134.83,1837.48,0.1473,0.1379,0.1478,0.1831,1
25.51,34.94,119.19,1435.15,0.1021,0.2072,0.2746,0.1953,1
23.23,39.86,191.32,775.51,0.0909,0.1965,0.35,0.1336,1
28.93,,159.61,2498.35,0.1229,0.1524,0.4136,0.299,1
6.44,12.5,156.89,1531.82,0.1342,0.231,0.3209,0.2846,0
10.7,27.89,47.42,1747.52,0.0741,0.1762,,0.1004,0
6.18,34.44,127.95,1750.48,0.0723,0.027,0.1286,0.2101,0
21.54,17.84,114.72,2134.79,0.165,0.2887,0.0557,0.2745,0
27.55,16.42,188.45,162.83,0.1208,0.0573,0.2699,0.1861,1
11.84,33.4,81.17,659.78,0.0968,0.1731,0.2192,0.1874,0
28.25,10.75,83.17,1710.66,0.1462,0.2114,0.2914,0.1759,1
7.45,20.45,105.82,2252.54,0.113,0.2528,0.102,0.1058,0
28.43,24.68,78.94,1757.4,0.079,0.1556,0.1392,0.2581,1
14.44,26.37,60.67,1115.84,0.0748,0.2627,0.1256,0.1914,0
8.43,31.59,177.19,993.27,0.0976,0.0633,0.343,0.2062,0
17.66,20.0,129.32,1881.56,0.1532,0.2356,,0.1511,0
12.16,27.99,177.82,1889.32,0.0574,0.2927,0.2616,0.2568,0
12.84,27.15,172.98,1572.66,0.0762,0.3135,0.0221,0.2587,1
13.37,25.98,85.13,827.86,0.1572,0.2113,0.2363,0.2106,0
25.27,28.85,127.64,2323.37,0.0646,0.1233,0.0275,0.2809,1
18.94,17.04,53.31,1442.44,0.1256,0.0739,0.0756,0.1232,0
13.47,11.62,186.44,2005.56,0.0756,0.134,0.0486,0.2573,0
20.65,12.7,104.68,645.77,0.1227,0.1982,0.1491,0.2117,0
23.19_err,15.96,102.99,951.94,0.096,0.0848,0.1478,0.1462,0
,24.51,88.44,2204.01,0.0622,0.3343,0.3554,0.1265,0
15.93,35.05,113.71,258.25,0.1199,0.3161,0.097,0.1602,1
8.93,30.74,80.28,1349.06,0.132,0.0309,0.0371,0.2713,0
10.35,33.46,99.98,1276.82,0.1316,0.2054,0.2595,0.2575,1
22.35,19.88,167.99,1912.9,0.1264,0.2805,0.2956,0.229,1
10.35,21.54,173.48,805.27,0.11,0.101,0.1268,0.1181,0
18.6,21.2,88.67,657.0,0.1123,0.1929,0.2592,0.291,0
23.02,14.95,115.04,2325.67,0.1263,0.154,0.3337,0.1611,0
8.57,10.9,179.81,1489.23,0.1328,0.0849,0.1494,0.2214,0
19.62,27.32,48.43,387.07,0.1286,0.2229,0.2259,0.2606,1
12.16,39.67,182.26,,0.1204,0.3479,0.0631,0.1266,1
29.11,14.17,75.07,2497.23,0.0687,0.1405,0.0102,0.2304,1
17.61,10.45,148.57,601.64,0.0753,0.2023,0.422,0.1065,0
25.34,33.17,133.21,1580.72,0.0812,0.1282,0.1289,0.1204,1
19.21,16.83,128.47,1131.5,0.1604,0.3094,0.1199,0.2446,1
7.04,34.72,177.5,2230.01,0.1411,0.3053,0.4185,0.131,1
21.2,30.82,56.25,1922.2,0.1163,0.079,0.3131,0.1887,1
28.83,38.32,95.52,,0.0802,0.317,0.2517,0.1497,1
20.44,21.68,126.12,165.34,0.0633,0.07,0.3007,0.1842,0
25.66,29.52,169.81,2216.32,0.1579,0.0515,0.3053,0.1154,1
27.22,23.41,74.63,1189.42,0.1571,0.2355,0.3282,0.251,1
11.47,28.55,168.47,2338.52,0.0633,0.1473,0.0289,0.1158,0
11.09,22.94,103.94,1309.47,0.1457,0.1951,0.1775,0.2676,0
20.66,14.85,70.23,1778.37,0.1036,0.2353,0.1269,0.2325,0
15.86,24.74,161.44,303.53,0.0889,0.0374,0.0303,0.1833,0
26.16,25.39,54.54,1898.56,0.1387,0.1167,0.1774,0.2733,1
27.6,34.13,122.36,937.67,0.1237,0.1721,0.265,0.1372,1
14.48,31.8,50.22,969.21,0.1436,0.108,0.0768,0.1529,0
11.68,29.58,97.03,420.03,0.0589,0.0362,0.1312,0.1274,0
24.73,,136.17,486.58,0.0882,0.0486,0.2748,0.1763,0
12.6,31.34,128.98,578.39,0.0883,0.2846,0.2491,0.2973,0
25.74,24.51,104.74,914.57,0.0896,0.3208,0.3736,0.1322,1
16.17,36.72,,2245.05,0.1103,0.0702,0.3402,0.2662,1
22.02,37.52,76.28,1009.09,0.084,0.1023,0.4152,0.2304,1
8.29,10.71,112.94,1849.5,0.1033,0.2352,0.2568,0.1032,0
20.97,34.44,192.52,335.28,0.0941,0.3349,0.3003,0.289,1
16.84,10.17,176.07,1534.99,0.1382,0.1189,,0.2942,0
20.08,20.38,63.24,1277.26,0.1224,0.3022,0.3612,0.285,0
10.03,25.81,44.76,2447.98,0.1284,0.187,0.3091,0.2003,0
,13.59,189.36,2137.05,0.0753,0.3357,0.2151,0.1441,1
26.71,32.14,124.28,1213.4,0.0891,0.065,0.1175,0.1783,1
11.2,9.26,126.05,1969.34,0.0525,0.3413,0.3772,0.2228,0
8.3,14.23,164.91,595.57,0.063,0.1655,0.334,0.1758,0
6.57,27.0,90.35,1467.11,0.0818,0.3345,0.3603,0.2416,0
21.41,31.15,117.11,316.1,0.0579,,0.0605,0.2591,0
20.57,37.42,194.99,961.49,0.1223,0.1949,0.1354,0.1419,1
19.12,30.87,147.54,673.03,0.1698,0.2856,0.1827,0.181,0
11.57,29.83,64.6,1836.63,0.0621,0.2585,0.3605,0.2915,1
15.38,21.22,61.32,1296.61,0.1485,0.2245,0.3839,0.15,0
20.27,9.04,72.68,1912.53,0.0643,0.1576,0.1225,0.1693,0
17.92,12.72,162.67,1356.1,0.1304,0.2815,0.2952,0.1071,1
29.71,25.57,87.26,344.1,0.1272,0.3329,0.0335,0.1665,1
9.27,29.93,43.42,1875.47,0.1583,0.0232,0.1761,0.1742,0
22.68,21.94,191.07,2106.42,0.0637,0.214,0.2093,0.12,0
15.7,31.65,67.15,2272.33,0.0879,0.3058,0.3292,0.1003,1
16.28,25.18,41.53,1489.9,0.0609,0.2355,0.3835,0.2151,1
23.22,11.3,77.94,1918.46,0.0989,0.2843,0.145,0.1603,0
22.62,14.95,77.6,1914.82,0.1594,0.3154,0.2269,0.1036,1
29.79,35.04,107.52,507.57,0.1438,0.2678,0.2784,0.272,1
9.08,31.47,187.26,527.56,0.1367,0.2566,0.1413,0.2169,0
8.5,36.74,180.67,307.29,0.114,0.3384,0.4238,0.1342,1
23.38,12.64,113.1,895.0,,0.305,0.3766,0.273,1
19.88,39.7,105.74,1257.48,0.1039,0.2891,0.1275,0.1507,1
12.58,15.49,128.8,2495.04,0.068,0.0485,0.2184,0.1455,0
7.91,9.37,78.95,1157.14,0.1505,0.0989,0.0993,0.2789,0
8.06,39.92,48.35,1853.93,0.0836,0.2037,0.2212,0.1359,1
27.46,17.71,190.28,1776.42,0.0564,0.2542,0.2938,0.2758,1
10.6,29.71,69.87,622.58,0.0651,0.1201,0.0368,0.2606,0
,14.48,71.74,278.08,0.1231,0.0508,0.3742,0.162,0
