session_duration_min,pages_viewed,cart_value,prev_purchases,discount_percent,device_type,day_of_week,bounce_rate,loyalty_score,made_purchase
52.0,32.0,2862.74,13.0,9.5,0.0,0.0,0.906,43.0,0
,47.0,1796.23,13.0,35.1,2.0,6.0,0.498,30.0,0
1.0,24.0,806.72,18.0,49.4,0.0,0.0,0.588,16.0,0
22.0,13.0,2614.78,6.0,8.2,0.0,2.0,0.873,92.0,0
,38.0,2840.27,6.0,45.8,,0.0,0.463,77.0,1
7.0,23.0,2082.46,15.0,19.4,2.0,2.0,0.175,61.0,1
110.0,14.0,2452.16,7.0,39.7,0.0,6.0,0.736,31.0,0
12.0,28.0,741.31,4.0,39.6,2.0,0.0,0.309,74.0,1
30.0,20.0,4418.37,9.0,21.5,2.0,0.0,0.049,33.0,1
95.0,20.0,712.51,10.0,37.4,1.0,0.0,0.031,67.0,1
62.0,29.0,3721.35,8.0,47.4,1.0,5.0,0.298,53.0,1
61.0,31.0,2399.67,10.0,7.4,1.0,6.0,0.278,15.0,1
71.0,41.0,16.01,12.0,20.6,0.0,3.0,0.926,5.0,0
16.0,12.0,1316.77,4.0,17.2,1.0,1.0,0.14,,0
70.0,25.0,1810.83,17.0,34.8,1.0,6.0,0.596,,1
82.0,5.0,3302.8,7.0,20.9,2.0,4.0,0.498,45.0,1
118.0,7.0,2833.78,10.0,7.7,1.0,6.0,0.982,46.0,0
101.0,31.0,3630.36,1.0,0.8,1.0,2.0,0.503,74.0,0
12.0,44.0,3364.7,9.0,44.7,1.0,3.0,0.447,68.0,1
77.0,29.0,4726.26,17.0,35.0,2.0,2.0,0.367,87.0,1
61.0,25.0,4963.72,11.0,7.0,1.0,3.0,0.026,45.0,1
14.0,30.0,3110.02,8.0,23.3,0.0,0.0,0.958,21.0,0
78.0,25.0,3500.17,15.0,8.7,0.0,2.0,0.722,0.0,0
38.0,12.0,4531.93,16.0,5.7,2.0,3.0,0.204,52.0,0
14.0,36.0,3579.33,1.0,16.5,0.0,5.0,0.111,63.0,0
11.0,35.0,2840.86,12.0,4.5,2.0,5.0,0.161,96.0,1
28.0,33.0,847.4,7.0,26.9,0.0,3.0,0.616,46.0,0
102.0,46.0,2389.07,9.0,49.6,0.0,3.0,0.704,55.0,1
,31.0,245.68,9.0,22.5,0.0,0.0,0.912,43.0,0
88.0,42.0,4266.76,19.0,,1.0,0.0,0.235,4.0,1
16.0,29.0,4517.56,13.0,26.1,2.0,6.0,0.713,90.0,1
10.0,18.0,4567.32,4.0,16.6,0.0,1.0,0.166,65.0,0
15.0,47.0,4976.6,10.0,37.8,1.0,5.0,0.014,98.0,0
80.0,13.0,286.09,,18.0,0.0,6.0,0.038,43.0,0
100.0,10.0,548.68,2.0,33.8,2.0,5.0,0.92,29.0,0
73.0,36.0,944.6,14.0,14.8,2.0,1.0,0.673,96.0,1
70.0,23.0,1886.57,1.0,48.9,1.0,2.0,0.932,61.0,0
9.0,2.0,2639.89,7.0,20.0,2.0,0.0,0.231,21.0,0
63.0,29.0,123.36,15.0,32.7,2.0,1.0,0.796,98.0,1
45.0,3.0,1904.17,3.0,34.1,1.0,0.0,0.327,58.0,0
108.0,40.0,665.2,19.0,20.0,0.0,6.0,0.025,66.0,1
112.0,1.0,3510.59,8.0,35.9,2.0,5.0,0.915,70.0,1
107.0,37.0,,11.0,47.3,0.0,5.0,0.239,12.0,1
39.0,26.0,750.32,18.0,26.4,0.0,5.0,0.406,33.0,1
111.0,31.0,3077.26,5.0,44.3,0.0,5.0,0.896,21.0,1
1.0,14.0,4660.01,16.0,15.7,1.0,4.0,0.756,85.0,0
95.0,43.0,946.45,17.0,2.8,0.0,6.0,0.657,46.0,1
78.0,20.0,2338.01,8.0,11.9,1.0,1.0,0.62,10.0,1
44.0,45.0,517.04,1.0,13.4,2.0,0.0,0.769,47.0,0
67.0,32.0,3924.87,4.0,1.0,0.0,1.0,0.676,47.0,0
39.0,25.0,4162.96,1.0,22.5,2.0,6.0,0.524,47.0,0
108.0,42.0,2891.36,,17.1,2.0,1.0,0.667,77.0,1
35.0,6.0,3086.73,10.0,31.6,0.0,3.0,0.377,23.0,1
96.0,39.0,1124.93,9.0,38.5,1.0,0.0,0.254,98.0,1
63.0,22.0,3902.48,11.0,39.0,1.0,1.0,0.91,89.0,0
14.0,5.0,4502.47,7.0,29.5,2.0,5.0,0.853,38.0,0
97.0,17.0,1243.0,18.0,,1.0,5.0,0.103,87.0,1
109.0,26.0,4301.49,15.0,34.4,0.0,4.0,0.051,26.0,1
76.0,9.0,3628.75,11.0,12.0,0.0,5.0,0.056,62.0,1
50.0,42.0,4519.56,19.0,37.8,0.0,2.0,0.988,,1
9.0,36.0,1966.07,4.0,6.2,0.0,6.0,0.039,4.0,0
18.0,16.0,3313.38,2.0,19.4,2.0,2.0,0.89,75.0,0
53.0,14.0,3753.15,10.0,16.7,1.0,3.0,0.429,14.0,0
54.0,24.0,3770.04,6.0,38.4,0.0,1.0,0.487,88.0,1
88.0,20.0,4485.26,16.0,48.8,2.0,1.0,0.977,10.0,1
61.0,15.0,1641.77,13.0,39.5,2.0,2.0,0.461,24.0,1
116.0,29.0,4171.96,,27.2,1.0,0.0,0.965,59.0,1
29.0,42.0,3613.62,6.0,48.6,2.0,1.0,0.621,44.0,0
91.0,46.0,1016.17,0.0,32.2,1.0,0.0,0.253,28.0,0
45.0,21.0,368.37,6.0,0.8,,6.0,0.439,0.0,0
19.0,11.0,872.02,,10.9,2.0,6.0,0.266,97.0,1
22.0,27.0,1891.58,16.0,28.8,2.0,1.0,0.667,59.0,1
99.0,8.0,2460.42,5.0,26.7,1.0,,0.663,37.0,0
66.0,1.0,1768.14,19.0,49.1,0.0,2.0,0.266,0.0,1
43.0,5.0,2262.83,8.0,21.5,0.0,1.0,0.132,2.0,0
16.0,46.0,4432.94,2.0,2.2,0.0,0.0,0.368,17.0,0
103.0,42.0,3480.08,5.0,10.9,,4.0,0.472,24.0,0
103.0,45.0,2851.64,7.0,,2.0,4.0,0.368,75.0,1
89.0,8.0,2731.35,10.0,44.9,1.0,0.0,0.94,85.0,1
7.0,46.0,929.87,11.0,10.6,0.0,1.0,0.705,31.0,0
6.0,10.0,3726.57,4.0,30.8,2.0,5.0,0.684,62.0,0
17.0,3.0,1338.62,19.0,18.7,1.0,3.0,0.244,94.0,1
112.0,12.0,1589.85,17.0,46.2,2.0,0.0,0.021,23.0,1
16.0,6.0,1725.6,7.0,2.0,1.0,3.0,0.244,15.0,0
15.0,17.0,1406.26,15.0,39.1,0.0,5.0,0.317,45.0,0
82.0,1.0,1923.66,0.0,40.0,0.0,1.0,0.714,54.0,1
92.0,,644.13,7.0,10.8,0.0,3.0,0.817,66.0,1
69.0,31.0,3293.89,0.0,20.9,,2.0,0.54,70.0,0
51.0,6.0,3433.91,8.0,11.5,2.0,4.0,0.71,,0
44.0,9.0,102.41,8.0,45.5,1.0,1.0,0.075,43.0,0
58.0,38.0,4019.08,6.0,39.3,2.0,2.0,0.114,5.0,1
97.0,7.0,843.13,17.0,26.9,0.0,1.0,0.298,30.0,1
,6.0,4224.12,16.0,,0.0,2.0,0.779,13.0,0
66.0,25.0,3556.22,16.0,18.8,1.0,1.0,0.214,85.0,1
106.0,8.0,3049.9,5.0,36.5,1.0,1.0,0.86,63.0,1
60.0,35.0,3949.68,7.0,37.0,2.0,0.0,0.852,65.0,0
30.0,11.0,1239.44,19.0,13.6,0.0,2.0,0.663,93.0,1
73.0,8.0,3367.21,3.0,0.6,2.0,6.0,0.681,94.0,0
105.0,6.0,3162.61,6.0,0.7,0.0,1.0,0.498,53.0,0
59.0,23.0,86.42,4.0,41.8,1.0,6.0,0.702,21.0,1
33.0,47.0,1452.56,3.0,18.8,0.0,3.0,0.831,51.0,0
80.0,17.0,3702.88,9.0,11.1,1.0,,,4.0,0
94.0,18.0,3394.36,14.0,6.7,,6.0,0.533,96.0,1
95.0,3.0,524.5,6.0,32.4,1.0,1.0,0.369,62.0,0
4.0,32.0,2062.43,10.0,2.1,,5.0,0.751,37.0,0
104.0,5.0,3812.68,19.0,41.8,2.0,5.0,0.683,86.0,1
101.0,25.0,4465.65,0.0,34.0,1.0,3.0,0.499,24.0,0
47.0,34.0,1845.87,7.0,3.3,2.0,3.0,0.537,95.0,0
9.0,,4398.39,19.0,35.4,0.0,0.0,0.547,17.0,1
82.0,49.0,2617.61,18.0,31.8,2.0,4.0,0.417,66.0,1
26.0,43.0,1019.45,10.0,7.8,2.0,3.0,0.553,55.0,0
25.0,13.0,4306.81,2.0,44.6,1.0,6.0,0.746,90.0,0
67.0,15.0,2368.05,15.0,42.9,2.0,4.0,0.276,92.0,1
34.0,11.0,4947.87,12.0,38.4,2.0,1.0,0.098,28.0,1
1.0,41.0,4634.59,12.0,13.1,1.0,5.0,0.402,82.0,0
19.0,8.0,4966.34,19.0,36.8,2.0,2.0,0.74,55.0,1
14.0,37.0,3733.34,8.0,17.5,0.0,6.0,0.181,84.0,0
86.0,3.0,4060.81,9.0,6.1,0.0,5.0,0.682,38.0,0
79.0,4.0,4619.62,1.0,25.0,2.0,1.0,0.751,7.0,0
80.0,29.0,1526.51,2.0,30.1,1.0,6.0,0.789,31.0,0
67.0,6.0,2219.63,3.0,1.4,0.0,1.0,0.022,53.0,0
12.0,8.0,,2.0,18.0,0.0,1.0,0.904,7.0,0
79.0,5.0,171.89,17.0,43.6,1.0,1.0,0.203,58.0,1
28.0,,2368.63,2.0,16.7,1.0,3.0,0.763,43.0,0
21.0,22.0,2106.46,2.0,,0.0,5.0,0.199,12.0,0
98.0,47.0,4160.95,11.0,35.6,1.0,2.0,0.076,50.0,1
43.0,12.0,4187.71,14.0,33.6,2.0,1.0,0.131,52.0,1
65.0,37.0,126.23,0.0,40.3,,6.0,0.48,16.0,0
115.0,12.0,4535.07,15.0,40.4,1.0,6.0,0.999,34.0,1
83.0,38.0,2879.36,1.0,39.2,2.0,0.0,0.573,53.0,0
37.0,20.0,1382.17,7.0,17.5,2.0,3.0,0.152,47.0,0
84.0,4.0,198.13,19.0,48.6,2.0,5.0,0.166,8.0,1
101.0,26.0,3939.53,0.0,0.0,2.0,5.0,0.333,77.0,1
75.0,44.0,1580.76,17.0,1.0,0.0,4.0,0.986,74.0,0
100.0,6.0,,,19.9,1.0,0.0,0.547,27.0,0
93.0,3.0,2649.56,11.0,49.8,1.0,2.0,0.774,66.0,0
81.0,2.0,3203.07,2.0,32.3,1.0,6.0,0.56,23.0,0
61.0,,2344.13,18.0,37.4,0.0,6.0,0.37,45.0,1
49.0,22.0,2046.33,0.0,20.1,,2.0,0.223,22.0,0
53.0,,2005.72,17.0,15.2,1.0,5.0,0.023,89.0,1
119.0,41.0,2236.14,12.0,48.4,2.0,1.0,0.442,90.0,1
,7.0,3934.78,12.0,45.5,0.0,6.0,0.784,40.0,0
,2.0,2537.58,3.0,24.8,1.0,5.0,0.88,93.0,1
40.0,25.0,3693.94,11.0,49.8,2.0,4.0,0.728,51.0,0
71.0,34.0,912.06,1.0,20.8,2.0,4.0,0.122,37.0,0
65.0,24.0,3542.31,7.0,44.9,0.0,2.0,0.649,35.0,1
57.0,46.0,4667.88,9.0,26.9,0.0,3.0,0.761,53.0,1
11.0,29.0,4318.37,,17.0,0.0,1.0,0.812,2.0,0
50.0,25.0,40.33,11.0,30.8,1.0,2.0,0.624,53.0,0
66.0,21.0,1312.07,10.0,47.8,2.0,6.0,0.684,8.0,0
90.0,,2686.22,2.0,49.0,2.0,6.0,0.275,68.0,1
100.0,36.0,4641.24,13.0,6.2,1.0,3.0,0.017,81.0,1
34.0,14.0,263.54,5.0,17.2,1.0,0.0,0.058,77.0,0
5.0,21.0,4917.96,8.0,,2.0,0.0,0.176,67.0,1
96.0,5.0,4362.93,1.0,6.0,0.0,4.0,0.852,16.0,0
20.0,5.0,2052.29,1.0,20.4,2.0,1.0,0.36,75.0,0
27.0,16.0,2492.71,10.0,38.3,0.0,0.0,0.046,7.0,0
84.0,11.0,4056.74,12.0,37.4,0.0,6.0,0.714,77.0,1
,30.0,2071.26,3.0,44.9,2.0,1.0,0.108,83.0,1
26.0,48.0,4468.48,7.0,6.1,2.0,6.0,0.841,59.0,0
97.0,39.0,4402.82,,8.9,1.0,0.0,0.125,98.0,1
81.0,38.0,2570.84,10.0,30.7,1.0,6.0,0.161,54.0,1
22.0,,2789.09,3.0,40.6,2.0,1.0,0.623,71.0,0
58.0,12.0,1042.27,14.0,23.2,1.0,0.0,0.743,30.0,1
32.0,36.0,4206.66,8.0,26.6,2.0,0.0,0.737,61.0,0
116.0,5.0,4039.62,9.0,25.0,0.0,2.0,0.758,62.0,1
70.0,12.0,1421.09,8.0,44.1,0.0,6.0,0.34,77.0,1
105.0,22.0,549.39,0.0,5.8,0.0,6.0,0.417,8.0,0
28.0,42.0,2165.04,5.0,39.3,0.0,3.0,0.41,80.0,1
12.0,43.0,3922.56,15.0,8.1,2.0,3.0,0.238,12.0,1
2.0,22.0,4750.74,1.0,16.4,1.0,6.0,0.043,53.0,0
53.0,47.0,139.96,2.0,34.6,1.0,3.0,0.423,78.0,0
16.0,28.0,1734.01,6.0,31.1,0.0,2.0,0.619,46.0,0
99.0,43.0,4289.36,19.0,24.8,2.0,2.0,0.479,97.0,1
66.0,48.0,4005.69,19.0,27.4,0.0,5.0,0.341,19.0,1
48.0,6.0,1299.67,15.0,42.5,0.0,3.0,0.615,47.0,1
94.0,21.0,18.84,17.0,8.5,0.0,1.0,0.883,50.0,0
32.0,20.0,535.63,3.0,21.8,0.0,5.0,0.774,27.0,0
31.0,1.0,25.63,17.0,34.4,1.0,5.0,0.576,61.0,0
93.0,27.0,144.71,7.0,18.5,0.0,6.0,0.414,50.0,1
66.0,30.0,2251.14,1.0,29.1,0.0,6.0,0.71,83.0,0
9.0,13.0,1595.51,18.0,7.4,1.0,4.0,0.444,32.0,0
55.0,13.0,1145.23,12.0,7.8,1.0,2.0,0.128,75.0,1
28.0,17.0,3227.13,1.0,43.7,2.0,5.0,0.512,13.0,0
70.0,33.0,1966.54,7.0,46.6,1.0,5.0,0.118,69.0,1
113.0,17.0,4917.79,9.0,2.4,0.0,5.0,0.956,,0
19.0,25.0,,12.0,29.1,,6.0,0.583,69.0,1
103.0,12.0,1150.28,16.0,15.4,1.0,4.0,0.902,95.0,1
46.0,27.0,2768.9,8.0,0.2,2.0,1.0,0.81,60.0,0
33.0,40.0,4748.64,19.0,11.1,1.0,4.0,0.096,45.0,1
110.0,2.0,2275.99,18.0,25.2,1.0,4.0,0.249,59.0,1
119.0,41.0,4876.4,7.0,33.6,2.0,4.0,0.814,10.0,1
87.0,4.0,293.12,11.0,41.3,1.0,3.0,0.006,79.0,1
91.0,27.0,1687.71,12.0,46.8,0.0,1.0,0.754,87.0,1
26.0,41.0,3624.99,17.0,17.5,2.0,6.0,0.133,13.0,0
32.0,29.0,2723.91,14.0,9.0,0.0,2.0,0.915,55.0,0
24.0,31.0,3330.82,2.0,47.1,2.0,5.0,0.068,60.0,1
43.0,39.0,334.86,19.0,5.2,2.0,0.0,0.29,71.0,1
1.0,44.0,4188.46,,31.9,2.0,0.0,0.175,46.0,1
,38.0,3288.2,1.0,30.7,1.0,6.0,0.146,46.0,1
51.0,28.0,1500.83,12.0,30.9,0.0,4.0,0.273,78.0,0
80.0,21.0,2225.77,15.0,33.8,2.0,3.0,0.121,39.0,1
84.0,45.0,298.05,3.0,30.3,0.0,6.0,0.605,7.0,0
46.0,25.0,2331.48,11.0,10.0,2.0,3.0,0.813,24.0,0
58.0,22.0,,1.0,25.9,2.0,2.0,0.79,30.0,0
18.0,31.0,3239.11,10.0,25.7,1.0,1.0,0.042,40.0,1
34.0,45.0,4803.3,17.0,10.6,0.0,3.0,0.895,50.0,0
78.0,31.0,4788.91,3.0,22.5,0.0,5.0,0.552,36.0,1
113.0,23.0,,14.0,28.5,1.0,6.0,0.917,17.0,0
114.0,29.0,2139.59,4.0,50.0,0.0,1.0,0.798,64.0,0
57.0,17.0,1456.8,17.0,40.2,2.0,1.0,0.966,74.0,1
99.0,39.0,1198.33,8.0,3.4,0.0,0.0,0.031,63.0,1
7.0,7.0,2135.85,12.0,33.3,1.0,1.0,0.613,70.0,0
30.0,44.0,4607.36,18.0,32.6,0.0,5.0,0.016,54.0,1
29.0,12.0,1715.85,15.0,43.7,1.0,1.0,0.239,51.0,1
26.0,28.0,4397.13,2.0,48.5,2.0,1.0,0.335,16.0,1
79.0,2.0,41.14,0.0,37.5,1.0,4.0,0.275,57.0,0
60.0,42.0,90.67,1.0,13.2,2.0,6.0,0.747,83.0,0
70.0,,1370.19,14.0,30.4,2.0,2.0,0.207,93.0,1
44.0,31.0,3011.25,16.0,34.9,0.0,2.0,0.312,5.0,1
34.0,20.0,3417.64,10.0,19.1,1.0,6.0,0.417,58.0,0
103.0,41.0,488.63,8.0,49.1,1.0,5.0,0.63,60.0,1
36.0,34.0,4178.69,10.0,5.3,1.0,5.0,0.41,91.0,1
102.0,17.0,4821.83,0.0,46.0,0.0,3.0,0.613,89.0,1
72.0,28.0,1535.86,0.0,32.6,1.0,1.0,0.122,63.0,0
8.0,36.0,1410.94,9.0,24.7,2.0,4.0,0.473,51.0,0
97.0,29.0,916.74,18.0,22.8,2.0,2.0,0.278,48.0,1
108.0,42.0,251.14,11.0,35.4,0.0,5.0,0.366,73.0,1
94.0,26.0,506.92,4.0,34.9,1.0,6.0,0.576,28.0,0
70.0,39.0,2322.96,18.0,40.5,0.0,0.0,0.647,83.0,0
9.0,5.0,13.84,19.0,22.5,0.0,1.0,0.045,10.0,0
75.0,38.0,1526.66,2.0,2.8,0.0,0.0,0.316,17.0,0
76.0,36.0,4844.43,2.0,6.0,2.0,1.0,0.643,63.0,0
63.0,44.0,1401.67,17.0,32.5,2.0,0.0,0.379,30.0,1
71.0,29.0,1086.16,8.0,45.0,1.0,4.0,0.071,65.0,1
91.0,49.0,567.46,3.0,7.5,2.0,5.0,0.389,80.0,1
61.0,18.0,2179.95,0.0,20.8,1.0,4.0,0.249,65.0,0
65.0,45.0,4165.8,0.0,24.6,0.0,3.0,0.192,36.0,1
84.0,12.0,3451.55,6.0,1.2,0.0,3.0,0.171,81.0,1
43.0,31.0,1238.67,1.0,22.0,1.0,1.0,0.396,1.0,0
40.0,6.0,1908.6,19.0,30.4,1.0,3.0,0.302,79.0,1
117.0,36.0,1927.06,9.0,38.9,2.0,1.0,0.455,13.0,1
50.0,49.0,985.11,17.0,22.5,0.0,2.0,0.661,70.0,0
21.0,21.0,2866.09,2.0,14.6,1.0,2.0,0.184,30.0,0
48.0,42.0,688.31,10.0,13.3,0.0,4.0,,16.0,1
40.0,48.0,3286.92,7.0,29.2,2.0,0.0,0.626,73.0,0
54.0,48.0,2266.6,4.0,1.8,0.0,3.0,0.58,28.0,0
111.0,8.0,1695.93,7.0,46.9,2.0,5.0,0.712,47.0,1
80.0,8.0,2657.28,9.0,6.8,2.0,4.0,0.539,52.0,1
78.0,22.0,321.16,2.0,4.9,2.0,0.0,0.614,11.0,0
98.0,29.0,1810.97,2.0,41.8,0.0,4.0,0.903,63.0,0
62.0,22.0,2223.58,2.0,32.2,0.0,1.0,0.518,1.0,0
70.0,34.0,,0.0,26.9,1.0,4.0,0.861,23.0,0
95.0,2.0,3393.64,5.0,8.1,2.0,4.0,0.394,44.0,1
116.0,43.0,3307.95,17.0,35.8,,1.0,0.325,52.0,1
89.0,17.0,2304.76,13.0,33.8,2.0,3.0,0.22,19.0,1
6.0,20.0,3032.51,5.0,18.0,2.0,2.0,0.29,93.0,1
110.0,48.0,726.14,5.0,,1.0,0.0,0.416,67.0,0
111.0,30.0,2641.65,1.0,18.7,1.0,4.0,0.5,62.0,0
117.0,35.0,1692.25,7.0,24.3,0.0,2.0,0.268,24.0,0
71.0,48.0,2582.02,2.0,21.6,1.0,3.0,0.823,12.0,0
86.0,23.0,2750.64,12.0,47.3,2.0,5.0,0.236,95.0,1
60.0,37.0,722.5,17.0,5.6,2.0,2.0,0.841,70.0,0
23.0,29.0,1455.02,19.0,8.6,2.0,3.0,0.658,95.0,0
41.0,6.0,47.15,18.0,44.2,,1.0,0.903,70.0,0
64.0,14.0,592.51,3.0,,0.0,4.0,0.587,43.0,0
13.0,19.0,3681.66,17.0,36.6,1.0,0.0,0.537,7.0,1
37.0,44.0,3350.05,18.0,27.6,1.0,2.0,0.908,44.0,1
9.0,20.0,2898.29,10.0,5.5,1.0,,0.614,44.0,0
44.0,9.0,1753.25,10.0,32.0,2.0,4.0,0.386,77.0,1
25.0,9.0,2795.46,16.0,11.0,2.0,0.0,0.43,93.0,1
98.0,39.0,3680.5,5.0,5.9,2.0,6.0,0.434,83.0,1
17.0,10.0,944.66,12.0,15.6,1.0,6.0,0.973,19.0,0
46.0,48.0,4434.54,14.0,24.7,2.0,3.0,0.151,95.0,1
75.0,16.0,3701.88,18.0,47.7,1.0,1.0,0.523,16.0,1
8.0,46.0,3003.89,10.0,29.9,0.0,0.0,0.614,72.0,1
7.0,35.0,485.13,7.0,3.1,0.0,2.0,0.593,24.0,0
94.0,43.0,1324.64,7.0,12.4,2.0,5.0,0.694,49.0,1
108.0,37.0,3159.79,18.0,36.2,2.0,2.0,0.88,29.0,1
2.0,30.0,4555.46,5.0,30.7,1.0,2.0,0.487,60.0,0
114.0,19.0,2421.85,19.0,37.9,2.0,4.0,0.849,30.0,1
7.0,10.0,4155.72,8.0,24.0,0.0,3.0,0.965,33.0,0
57.0,6.0,3669.99,4.0,4.1,2.0,0.0,0.875,17.0,0
47.0,28.0,1258.42,1.0,1.1,1.0,4.0,0.931,94.0,0
21.0,14.0,3962.08,10.0,5.1,1.0,1.0,0.892,19.0,0
47.0,8.0,4598.12,16.0,43.5,1.0,6.0,0.324,86.0,1
103.0,24.0,4599.47,16.0,34.0,2.0,2.0,0.708,35.0,1
101.0,29.0,235.64,10.0,38.4,0.0,0.0,0.623,5.0,0
84.0,12.0,4143.21,9.0,38.4,1.0,2.0,0.977,33.0,1
5.0,20.0,4879.29,17.0,21.9,0.0,6.0,0.314,51.0,1
9.0,18.0,378.52,6.0,30.8,1.0,0.0,0.958,63.0,0
32.0,31.0,236.63,5.0,19.2,1.0,0.0,0.004,33.0,0
100.0,26.0,1997.06,16.0,8.5,0.0,2.0,0.432,50.0,1
63.0,27.0,2630.4,14.0,20.5,1.0,4.0,0.932,27.0,0
119.0,7.0,3940.54,13.0,35.8,1.0,6.0,0.068,84.0,1
56.0,32.0,2035.7,6.0,38.5,1.0,4.0,0.149,19.0,0
43.0,24.0,62.33,3.0,26.5,1.0,4.0,0.821,90.0,0
51.0,7.0,3023.44,11.0,9.2,1.0,2.0,0.905,14.0,0
43.0,25.0,54.45,14.0,46.7,0.0,0.0,0.975,64.0,1
,12.0,3413.91,12.0,37.7,0.0,6.0,0.249,98.0,1
23.0,14.0,75.57,3.0,35.0,1.0,2.0,0.087,25.0,0
79.0,49.0,1064.93,2.0,6.4,2.0,5.0,0.205,95.0,1
52.0,7.0,1141.2,13.0,17.4,2.0,5.0,0.803,84.0,0
34.0,30.0,1910.31,2.0,13.5,2.0,1.0,0.826,52.0,1
87.0,12.0,3663.62,1.0,43.5,1.0,5.0,0.913,9.0,0
119.0,39.0,89.31,8.0,37.9,1.0,5.0,0.347,88.0,1
7.0,1.0,3244.11,4.0,45.2,1.0,1.0,0.511,78.0,0
70.0,,2842.57,13.0,18.5,0.0,5.0,0.635,37.0,0
115.0,25.0,29.81,19.0,10.8,0.0,4.0,0.678,89.0,0
62.0,28.0,1222.99,6.0,6.5,1.0,5.0,0.122,19.0,0
84.0,10.0,1140.98,8.0,24.1,0.0,5.0,0.457,37.0,0
13.0,12.0,2703.42,2.0,8.6,0.0,,0.489,1.0,0
102.0,24.0,866.64,14.0,17.3,2.0,2.0,0.007,74.0,1
89.0,5.0,4158.15,7.0,15.6,0.0,6.0,0.828,60.0,0
12.0,10.0,3287.27,9.0,0.9,0.0,1.0,0.868,20.0,0
55.0,14.0,4078.0,16.0,41.8,1.0,2.0,0.299,17.0,1
84.0,13.0,1219.24,7.0,42.2,1.0,2.0,0.563,,0
62.0,24.0,3102.17,17.0,17.4,0.0,6.0,0.695,69.0,1
75.0,14.0,1934.95,12.0,38.8,2.0,6.0,0.906,77.0,1
43.0,6.0,4792.84,18.0,44.9,0.0,2.0,0.618,70.0,1
56.0,,2744.05,19.0,29.6,1.0,0.0,0.415,77.0,1
7.0,14.0,4223.06,10.0,22.6,0.0,1.0,0.976,,0
39.0,48.0,630.41,4.0,17.6,0.0,0.0,0.804,16.0,0
17.0,22.0,4393.1,6.0,40.3,2.0,0.0,0.596,44.0,1
2.0,47.0,499.64,15.0,9.6,0.0,3.0,0.671,89.0,1
77.0,10.0,4581.51,10.0,28.3,0.0,1.0,0.747,70.0,1
8.0,10.0,136.0,11.0,41.2,1.0,0.0,0.159,60.0,1
35.0,4.0,4593.11,17.0,6.7,1.0,0.0,0.026,57.0,1
115.0,19.0,3755.9,17.0,12.3,2.0,1.0,0.848,19.0,1
98.0,15.0,4607.04,19.0,29.2,1.0,3.0,0.799,80.0,1
3.0,3.0,1632.56,15.0,6.7,1.0,5.0,0.678,52.0,0
88.0,45.0,844.97,18.0,19.9,2.0,0.0,0.61,31.0,1
86.0,12.0,2715.31,15.0,9.1,2.0,1.0,0.52,84.0,0
54.0,32.0,3471.11,14.0,47.9,0.0,4.0,0.897,82.0,1
57.0,33.0,3846.29,2.0,,0.0,2.0,0.396,53.0,1
118.0,34.0,4945.0,17.0,3.8,,3.0,0.302,48.0,0
115.0,21.0,4586.68,8.0,25.0,0.0,4.0,0.258,4.0,0
12.0,6.0,132.65,11.0,1.0,1.0,0.0,0.455,83.0,0
30.0,21.0,714.5,13.0,19.0,1.0,1.0,0.175,31.0,0
109.0,43.0,4692.89,4.0,,1.0,4.0,0.138,87.0,1
17.0,39.0,4188.41,16.0,2.1,2.0,2.0,0.171,22.0,0
22.0,14.0,3563.4,7.0,17.5,1.0,1.0,0.009,97.0,0
46.0,46.0,4533.39,11.0,26.6,0.0,0.0,0.968,5.0,0
51.0,9.0,1316.23,6.0,46.7,2.0,4.0,0.977,10.0,0
85.0,33.0,3007.14,12.0,28.1,1.0,1.0,0.936,5.0,0
108.0,7.0,881.09,3.0,45.5,2.0,5.0,0.506,15.0,0
54.0,,4487.86,15.0,15.9,2.0,0.0,0.992,7.0,0
87.0,24.0,347.6,1.0,47.8,0.0,4.0,0.023,74.0,1
43.0,26.0,3227.21,18.0,30.7,0.0,0.0,0.694,25.0,1
17.0_err,19.0,3593.97,17.0,36.8,1.0,2.0,0.638,83.0,1
77.0,22.0,814.17,9.0,30.1,2.0,2.0,0.936,15.0,0
49.0,32.0,524.12,16.0,14.2,1.0,6.0,0.664,63.0,1
3.0,34.0,4603.04,1.0,36.3,0.0,5.0,0.593,11.0,0
68.0,13.0,3618.86,6.0,48.8,0.0,6.0,0.834,47.0,0
115.0,28.0,4509.05,3.0,17.9,0.0,1.0,0.344,48.0,1
61.0,14.0,2481.87,6.0,39.3,0.0,0.0,0.02,40.0,1
64.0,23.0,1056.78,7.0,4.9,0.0,4.0,0.458,51.0,0
84.0,37.0,3886.89,11.0,2.6,1.0,1.0,0.181,14.0,0
85.0,17.0,241.53,13.0,3.6,2.0,5.0,0.152,63.0,1
67.0,11.0,465.64,8.0,12.0,0.0,3.0,0.143,87.0,0
45.0,29.0,3039.25,16.0,28.3,2.0,0.0,0.756,24.0,1
34.0,20.0,531.26,18.0,17.8,0.0,1.0,0.669,88.0,1
83.0,7.0,4705.62,1.0,26.9,2.0,5.0,0.652,48.0,0
109.0,16.0,1956.53,10.0,42.4,2.0,0.0,0.359,57.0,1
