loan_amount,annual_income,credit_score,loan_term_years,employment_years,num_open_loans,debt_to_income,collateral_value,missed_payments,defaulted
1663604.21,3220626.08,683.0,2.0,12.6,1.0,,308547.91,4.0,1
1201245.11,1987667.18,515.0,10.0,16.3,4.0,0.425,1108608.14,2.0,1
1630935.86,4687407.48,481.0,2.0,19.5,1.0,0.595,1493292.39,2.0,1
1506447.64,1507373.49,596.0,3.0,26.4,3.0,0.486,109902.34,1.0,0
1950680.52,2288035.75,812.0,15.0,6.4,7.0,0.383,1446823.31,5.0,1
729980.37,,735.0,5.0,10.0,1.0,0.559,666293.99,1.0,0
1666795.01,3446509.98,840.0,2.0,13.8,4.0,0.199,711898.09,2.0,0
1384174.73,1000458.0,646.0,15.0,0.2,4.0,0.543,1706537.78,3.0,1
1649788.48,3812693.84,551.0,20.0,28.8,5.0,0.22,1259827.87,3.0,1
1606919.4,4866698.26,406.0,20.0,21.1,6.0,0.399,1348546.65,5.0,1
472880.02,1284603.77,463.0,5.0,15.2,2.0,0.329,1136545.07,0.0,1
1153644.12,1871164.84,454.0,2.0,17.9,0.0,0.057,1468311.69,1.0,0
291540.98,1811501.21,329.0,15.0,1.6,1.0,0.164,2335724.89,2.0,0
151503.06,3388430.51,433.0,10.0,12.9,1.0,0.211,1570927.28,4.0,0
1177176.88,2054826.71,380.0,20.0,,5.0,,262193.35,0.0,1
633754.94,1421288.8,469.0,15.0,5.8,4.0,0.089,997781.93,2.0,1
1217707.49,,790.0,1.0,7.1,6.0,0.317,2880464.64,2.0,0
735616.73,2830764.04,847.0,2.0,9.6,1.0,0.178,975630.85,5.0,0
409739.39,4200743.48,358.0,1.0,17.2,0.0,0.344,2135610.44,2.0,0
46449.67,4271950.9,780.0,1.0,9.8,0.0,0.448,760052.98,4.0,0
336803.62,1813748.86,785.0,3.0,24.8,5.0,0.222,2942062.4,2.0,0
438347.52,4670630.21,592.0,10.0,26.8,4.0,0.289,837393.28,3.0,0
109492.83,3518529.01,418.0,10.0,23.9,4.0,0.292,2467414.46,4.0,0
370104.83,2611637.46,690.0,5.0,0.8,3.0,0.218,2168154.34,3.0,0
937608.54,4645462.37,309.0,10.0,25.9,4.0,0.528,2379724.66,2.0,1
236534.69,2786024.19,804.0,5.0,20.8,2.0,0.139,190104.69,0.0,0
805658.28,1411156.23,579.0,20.0,17.9,4.0,0.433,2300034.6,1.0,0
1500645.15,2260282.82,454.0,10.0,24.0,6.0,0.107,328974.29,5.0,1
638502.52,456838.87,664.0,10.0,17.4,3.0,0.323,806588.54,2.0,1
525775.95,377185.9,520.0,15.0,4.7,4.0,0.214,105567.86,4.0,1
778585.47,4482093.98,408.0,5.0,17.8,5.0,0.18,1720909.6,0.0,0
24589.42,2637841.62,578.0,5.0,28.6,2.0,0.335,2028024.6,3.0,0
1476841.74,4532275.29,371.0,10.0,4.9,3.0,0.155,592280.77,0.0,1
310919.34,3966039.55,572.0,5.0,23.9,3.0,0.065,1960090.6,5.0,0
282139.84,1672347.73,467.0,3.0,25.1,4.0,0.433,1469942.61,0.0,0
621113.55,3828819.46,,15.0,1.1,7.0,0.423,955279.59,2.0,0
1664634.93,2416052.31,644.0,3.0,0.4,4.0,0.453,2812045.17,4.0,1
1987724.02,1772953.55,629.0,10.0,26.4,1.0,0.571,2632151.5,1.0,0
406318.58,3732413.45,804.0,3.0,15.1,4.0,0.284,1788685.75,2.0,0
882825.08,2894167.25,526.0,15.0,20.9,4.0,0.065,2794284.42,5.0,0
1304272.51,4643780.52,567.0,1.0,3.8,5.0,0.19,1667032.27,2.0,0
,1027906.68,473.0,20.0,18.8,0.0,0.264,2220480.73,2.0,1
1630774.74,2831726.89,624.0,20.0,28.7,2.0,0.502,2900088.23,2.0,0
474289.46,1871101.33,743.0,1.0,,0.0,0.401,1967255.52,3.0,0
509824.08,3750139.11,604.0,1.0,14.0,6.0,0.173,578720.08,2.0,0
1575271.98,3254162.46,480.0,20.0,11.8,0.0,,2249755.67,1.0,1
44367.9,1440822.66,770.0,5.0,16.4,0.0,0.273,1893026.99,1.0,0
724164.79,1275886.31,324.0,15.0,9.5,3.0,0.562,9770.58,4.0,1
458298.48,4399075.49,600.0,10.0,26.8,3.0,0.589,532736.14,0.0,0
1083911.63,4601167.68,673.0,5.0,4.7,5.0,0.535,,3.0,1
1695425.91,3449376.99,480.0,15.0,13.9,7.0,0.402,1074271.49,0.0,1
1720769.85,4120905.45,810.0,3.0,2.3,1.0,0.108,709087.32,2.0,0
1835905.79,3762975.02,719.0,15.0,7.0,0.0,0.419,1586593.75,4.0,1
1177652.26,2907256.98,825.0,10.0,24.6,7.0,0.542,2361782.29,0.0,0
384473.35,4683179.13,609.0,3.0,26.1,5.0,0.117,2633391.16,4.0,0
1498990.37,2008213.61,816.0,15.0,2.1,7.0,0.285,2189473.18,0.0,1
1524532.96,3919667.36,706.0_err,1.0,6.1,0.0,0.207,1822816.19,4.0,0
794476.59,1313379.98,360.0,1.0,2.9,3.0,0.526,1415023.91,2.0,1
338764.73,607555.12,846.0,1.0,4.4,4.0,0.338,2199184.51,4.0,1
1193073.33,914359.99,619.0,2.0,4.5,0.0,0.512,2488819.23,4.0,1
265122.94,1289821.69,831.0,5.0,27.4,7.0,0.069,984420.68,5.0,0
1696438.62,410927.01,403.0,5.0,6.8,3.0,0.308,748899.81,1.0,1
562719.16,4541247.45,842.0,15.0,2.1,1.0,,1489469.72,3.0,0
676016.91,753963.96,782.0,5.0,28.2,,0.211,1130035.33,1.0,1
757121.39,,525.0,15.0,27.2,5.0,0.336,2275427.04,5.0,1
1357491.81,103651.39,308.0,3.0,23.2,6.0,0.443,1280230.09,4.0,1
1031907.53,2360596.81,412.0,10.0,20.8,0.0,0.376,,4.0,1
706465.39,2229516.58,656.0,2.0,7.6,0.0,0.372,16787.46,4.0,1
977030.3,1798002.63,402.0,1.0,23.8,7.0,0.412,2609827.23,2.0,1
1375670.4,1830064.15,808.0,2.0,11.6,2.0,0.471,959797.58,3.0,0
382234.19,1384592.04,766.0,1.0,21.8,4.0,0.47,558105.9,4.0,1
1304018.49,3157316.08,622.0,10.0,21.4,1.0,0.326,236602.09,5.0,1
1202077.63,3177024.39,527.0,,9.8,0.0,0.354,578811.49,0.0,0
1451610.22,2325519.76,414.0,15.0,16.0,2.0,0.439,1685205.47,2.0,1
1662485.96,2794559.26,,10.0,15.2,4.0,0.451,2530954.63,4.0,1
1542843.82,2213181.46,649.0,2.0,0.7,4.0,,1839735.9,5.0,1
1014432.82,4487782.5,720.0,10.0,12.0,4.0,0.065,2787526.13,1.0,0
821470.86,3670258.41,839.0,20.0,27.1,3.0,0.551,1609068.42,0.0,0
477694.83,3894409.23,307.0,1.0,14.0,,0.15,1250917.16,3.0,0
235176.44,1370680.97,682.0,5.0,12.6,1.0,0.327,267139.35,4.0,1
,2313065.87,543.0,2.0,13.7,4.0,0.447,2956596.1,3.0,1
1014903.52,3001318.77,633.0,15.0,16.8,5.0,0.413,2784521.71,5.0,1
1721261.57,297987.34,755.0,10.0,18.4,6.0,,1770137.94,4.0,1
538452.61,1717278.32,648.0,2.0,6.2,1.0,0.313,2986352.4,3.0,0
63882.28,2539992.16,831.0,5.0,,3.0,0.288,1715677.99,3.0,0
1756725.95,3298991.74,820.0,3.0,17.5,0.0,0.483,2111480.19,2.0,0
1382394.8,2504211.41,355.0,2.0,0.0,7.0,0.593,234491.06,2.0,1
1704188.0,326648.93,614.0,15.0,9.7,3.0,0.206,2238253.99,5.0,1
144538.08,2797642.27,525.0,3.0,20.7,7.0,0.339,2015090.85,0.0,0
1143682.58,4316722.6,783.0,10.0,3.3,,0.108,593721.48,4.0,1
556437.46,1818111.59,839.0,1.0,15.9,6.0,0.259,702244.99,3.0,1
1154460.56,2296497.38,507.0,20.0,24.2,4.0,0.3,2438456.23,4.0,1
175009.37,4275349.48,326.0,5.0,22.6,6.0,0.286,2315802.91,2.0,0
369522.69,1809286.06,574.0,2.0,23.6,1.0,0.362,2257827.67,1.0,0
1837876.49,1104131.59,683.0,1.0,8.7,0.0,0.171,2711516.63,0.0,0
196942.96,2900806.27,460.0,20.0,19.1,1.0,0.442,1479711.48,1.0,0
1600753.16,4682095.27,379.0,2.0,19.8,2.0,0.241,2173716.11,3.0,1
182103.59,683387.46,311.0,1.0,,4.0,0.532,2594137.78,2.0,1
1740131.58,3748224.31,374.0,5.0,27.3,6.0,0.329,2343291.11,5.0,1
837874.44,1630516.39,527.0,2.0,9.3,0.0,0.476,2691258.29,5.0,1
133403.53,3278953.38,671.0,20.0,19.7,7.0,0.519,1918450.48,0.0,0
119528.29,3663103.23,643.0,20.0,0.9,6.0,0.368,858509.91,3.0,0
1728591.62,908250.23,331.0,1.0,29.5,4.0,0.098,1487696.98,0.0,1
748110.53,283256.81,453.0,15.0,21.6,0.0,0.139,2384340.16,5.0,1
860016.22,2167351.14,333.0,1.0,26.3,5.0,0.278,2809873.17,1.0,1
1166890.5,1973066.82,592.0,,18.5,6.0,0.455,47103.56,5.0,1
1791787.57,1634992.25,788.0,20.0,4.2,1.0,0.586,80432.04,2.0,1
1270994.81,4206359.36,310.0,3.0,16.7,3.0,0.451,928116.79,3.0,1
1018389.88,3548228.63,622.0,10.0,30.0,4.0,0.559,1093812.25,4.0,1
1475980.18,2102533.51,497.0,3.0,13.1,4.0,0.091,517323.56,0.0,0
1508216.49,4001711.37,391.0,3.0,5.9,7.0,0.15,1490498.1,2.0,0
751825.84,3848730.81,401.0,10.0,18.9,7.0,0.234,1195894.61,4.0,1
1578313.89,2309262.33,559.0,15.0,6.5,7.0,0.195,2338374.68,0.0,1
178802.63,2579455.9,660.0,5.0,11.0,2.0,0.415,1514847.34,3.0,0
1212770.75,2262919.6,644.0,1.0,20.1,2.0,0.569,357187.73,4.0,1
425973.06,,606.0,2.0,6.6,0.0,0.546,2444959.93,2.0,0
1518542.46,352167.05,714.0,3.0,17.3,3.0,0.305,559551.36,1.0,0
1811962.41,,845.0,3.0,21.2,1.0,0.3,2965859.74,5.0,0
1525248.57,4741227.66,619.0,2.0,8.9,3.0,0.503,454583.77,1.0,0
1399446.18,1757603.95,354.0,20.0,0.7,3.0,0.433,1593047.37,3.0,1
330956.36,2054895.08,476.0,1.0,23.6,7.0,0.082,2104989.32,3.0,0
1171394.69,4162600.74,429.0,10.0,18.8,6.0,0.518,27944.66,5.0,1
1406624.77,3241898.15,568.0,2.0,10.6,2.0,0.308,347153.47,5.0,1
1726024.33,2980885.69,520.0,3.0,8.9,1.0,0.27,302650.38,2.0,1
1703343.94,4552600.95,559.0,3.0,26.9,4.0,0.309,2229364.28,5.0,1
1525272.8,3703885.84,432.0,1.0,7.7,6.0,0.358,,1.0,1
12694.9,3336139.8,619.0,20.0,14.5,1.0,0.233,41420.96,2.0,0
725314.8,4537245.81,501.0,15.0,10.7,4.0,0.198,531356.26,3.0,0
127760.86,3778578.83,512.0,15.0,19.4,2.0,0.375,2154624.57,0.0,0
1518224.82,3851293.02,656.0,10.0,1.0,6.0,0.301,1223.33,5.0,1
1756958.51,4637358.31,430.0,10.0,28.8,5.0,0.488,2602585.84,3.0,1
588159.97,2896960.48,556.0,3.0,14.8,3.0,0.132,2913212.99,4.0,0
1516187.08,2010023.92,356.0,1.0,7.5,4.0,0.303,1123856.97,1.0,1
1841151.07,4683855.08,513.0,5.0,24.3,0.0,0.101,39503.9,0.0,0
126728.45,4362087.76,331.0,1.0,11.7,5.0,0.438,,4.0,0
258872.71,,828.0,1.0,14.3,3.0,0.223,1948498.85,5.0,0
98529.49,1205589.7,578.0,2.0,28.2,1.0,0.323,63866.21,0.0,0
1005226.36,748862.12,691.0,1.0,9.2,7.0,0.496,2327401.53,2.0,0
68562.66,3739405.93,518.0,3.0,19.3,1.0,0.371,1301348.98,3.0,0
496319.99,639772.41,449.0,2.0,17.7,4.0,,1119207.41,5.0,1
262324.86,517917.89,804.0,15.0,22.4,5.0,0.135,2195662.73,4.0,0
629177.01,1129094.55,651.0,3.0,7.6,6.0,0.138,1139193.06,3.0,1
255414.31,,689.0,5.0,15.1,6.0,0.352,1291626.2,1.0,0
1384359.68,571297.89,830.0,5.0,20.1,6.0,0.119,115998.97,1.0,0
408321.36,4758493.05,303.0,3.0,18.0,5.0,0.558,1967678.55,1.0,0
549978.75,1075609.15,661.0,15.0,11.2,3.0,0.24,565510.95,5.0,1
594933.0,504642.31,301.0,15.0,,2.0,0.352,1848968.58,0.0,1
751387.72,4344338.06,633.0,3.0,10.5,4.0,0.326,1938361.04,5.0,0
858250.54,2362553.08,377.0,1.0,25.4,,0.368,1984140.14,4.0,0
1792994.69,2067624.06,437.0,15.0,25.9,3.0,0.07,1024008.2,1.0,1
487981.18,1613227.82,677.0,1.0,26.5,5.0,0.154,1307466.45,2.0,0
291410.88,2040512.46,513.0,2.0,2.0,1.0,0.549,2987850.14,2.0,0
157979.81,3180688.41,696.0,2.0,24.2,5.0,0.148,2169976.22,1.0,0
296827.74,1741157.19,751.0,15.0,4.6,7.0,0.222,2317165.49,1.0,0
1024891.04,1452788.15,550.0,2.0,11.8,7.0,0.438,1235412.27,2.0,1
73108.76,4890502.72,760.0,2.0,,6.0,0.59,2573045.19,0.0,0
523192.75,371306.09,673.0,2.0,20.7,5.0,0.502,2701717.93,,0
1861023.78,4957729.6,306.0,2.0,14.1,7.0,0.587,841406.73,3.0,1
688069.39,2009788.74,700.0,20.0,22.2,0.0,0.348,163998.69,1.0,0
1725879.77,3244544.5,436.0,10.0,11.8,3.0,0.206,2296733.7,4.0,1
381354.9,3322132.3,744.0,5.0,24.7,3.0,0.571,1804405.59,3.0,0
1549736.14,2158600.87,315.0,20.0,19.1,4.0,0.532,982631.6,3.0,1
55077.02,3810041.75,331.0,3.0,20.0,3.0,0.279,1449660.64,5.0,1
288587.01,4473718.98,572.0,10.0,22.9,5.0,0.319,15898.58,4.0,0
481467.11,3107534.68,597.0,2.0,7.5,7.0,0.597,1926382.12,4.0,0
1075466.01,1705020.35,427.0,2.0,2.0,6.0,0.459,2082709.58,3.0,1
1620146.24,4304849.16,653.0,5.0,25.0,0.0,0.321,2456959.47,1.0,0
510085.78,2779155.77,380.0,10.0,29.3,2.0,0.096,1429031.48,1.0,0
1671980.27,853962.99,822.0,2.0,10.1,4.0,0.284,1711914.12,1.0,0
1673545.73,1592168.93,567.0,5.0,15.0,1.0,0.29,954601.64,0.0,0
974172.13,1113149.75,671.0,3.0,8.9,7.0,0.184,2484871.15,1.0,0
1020131.37,2670905.67,622.0,20.0,3.3,1.0,0.294,2886730.06,1.0,0
1513072.09,1296517.28,511.0,15.0,,7.0,0.425,1817839.02,3.0,1
78920.85,3283007.33,441.0,10.0,23.3,7.0,0.136,2392984.4,4.0,0
1732666.44,4860631.86,787.0,3.0,10.6,0.0,0.129,1826905.53,2.0,0
1398104.81,1393874.82,309.0,2.0,16.0,1.0,0.167,2196344.1,1.0,0
1559776.03,3719448.0,457.0,1.0,16.2,2.0,0.492,108307.01,2.0,0
1943563.59,4074237.25,840.0,20.0,9.9,6.0,0.47,1455691.35,3.0,0
1527546.31,3539027.93,550.0,10.0,4.7,2.0,0.328,2268182.57,0.0,0
1870072.89,1234990.46,769.0,1.0,13.8,5.0,0.362,1151069.01,,0
,3552206.85,,20.0,21.6,3.0,0.375,828041.62,1.0,0
1870573.44,4632518.42,453.0,15.0,15.1,3.0,0.394,2261891.65,0.0,0
356244.49,,643.0,20.0,0.2,3.0,0.473,1795581.81,3.0,1
409328.61,4841914.55,456.0,1.0,10.6,3.0,0.464,1019815.81,5.0,0
1437918.53,4254257.89,627.0,10.0,18.2,,0.545,1081081.19,3.0,0
1438807.43,1013994.56,343.0,10.0,21.6,5.0,0.517,1058601.67,2.0,1
1829422.72,1245886.84,701.0,2.0,27.5,4.0,0.499,522945.88,2.0,1
1706039.94,4415998.64,678.0,3.0,8.2,7.0,0.377,4991.7,1.0,1
526217.4,4020254.8,302.0,5.0,0.9,0.0,0.245,2648974.73,2.0,1
1765024.11,3564244.66,683.0,10.0,4.4,4.0,0.192,2631291.62,0.0,0
1472799.96,1832449.07,499.0,1.0,11.5,5.0,,1888931.6,0.0,1
341558.36,532535.01,788.0,20.0,17.8,6.0,0.485,1466083.2,2.0,1
812388.69,3135117.56,730.0,15.0,1.3,0.0,0.299,2598462.66,1.0,0
776246.3,3647969.0,834.0,3.0,10.1,1.0,0.553,519289.56,1.0,0
1746900.27,4857467.41,571.0,10.0,18.5,0.0,0.219,815777.78,5.0,1
928100.74,487160.37,554.0,3.0,21.0,4.0,0.446,2097638.66,1.0,1
1230111.32,1890885.29,494.0,1.0,10.8,3.0,0.366,2609327.39,2.0,0
1268405.57,2968432.09,327.0,20.0,3.1,0.0,0.249,947100.83,0.0,1
1033429.97,832172.2,798.0,10.0,21.7,3.0,0.599,1550948.18,1.0,0
1906713.75,2701473.0,529.0,5.0,0.3,3.0,0.072,470204.93,2.0,1
1798923.1,664864.66,313.0,20.0,13.9,1.0,0.549,1250941.57,1.0,1
1561696.45,2350050.72,515.0,5.0,22.6,5.0,0.493,1942628.36,0.0,1
1196877.28,4824643.56,406.0,20.0,5.1,7.0,0.501,1865988.47,4.0,1
344696.73,1342431.9,502.0,5.0,21.8,2.0,0.132,1868957.1,2.0,0
,4046680.79,837.0,20.0,7.8,0.0,0.287,1489858.27,0.0,0
161792.04,3883131.04,447.0,20.0,14.7,4.0,0.294,1269525.1,1.0,0
1602617.75,213889.13,742.0,1.0,15.2,4.0,,2404923.21,5.0,1
1002421.71,552018.82,404.0,20.0,,0.0,0.406,1636759.01,2.0,1
1376070.92,3921663.67,514.0,5.0,18.7,1.0,0.346,1203850.02,4.0,0
488410.93,3803429.87,302.0,3.0,6.2,7.0,0.479,2376347.83,4.0,1
1439997.19,1334413.11,728.0,1.0,7.4,2.0,0.09,1140907.61,4.0,1
618378.62,799160.7,694.0,1.0,9.4,4.0,0.508,1378556.55,2.0,0
1512629.93,1796151.98,551.0,5.0,22.4,7.0,0.064,610824.32,,1
191886.45,3259020.53,329.0,15.0,15.7,6.0,0.284,484099.54,0.0,0
911685.2,2313819.09,823.0,15.0,13.5,2.0,0.167,25938.37,5.0,1
1266708.32,3998094.99,456.0,1.0,1.8,6.0,0.122,1504757.03,5.0,1
1618136.61,2783211.76,436.0,1.0,21.6,6.0,0.513,309865.59,5.0,1
972603.61,3920278.08,,3.0,0.8,3.0,0.242,2510985.84,0.0,0
574524.33,3142535.05,782.0,2.0,9.2,1.0,0.472,2554007.75,0.0,0
288712.74,3900194.26,305.0,5.0,8.2,4.0,0.463,898408.5,3.0,0
1679665.28,782865.66,359.0,20.0,7.4,2.0,0.527,2079634.54,0.0,1
,4075711.27,784.0,1.0,7.0,1.0,0.446,856529.88,1.0,0
326128.62,3697337.72,731.0,10.0,9.1,3.0,0.311,1251549.64,4.0,0
1641490.43,776395.54,679.0,3.0,18.6,7.0,0.232,2377281.4,2.0,1
1851211.66,1048724.51,659.0,1.0,28.3,3.0,0.173,666694.65,5.0,1
1030198.69,4425194.44,462.0,5.0,2.6,7.0,0.073,81312.72,2.0,1
1873235.45,3684495.75,759.0,5.0,6.1,3.0,0.393,990757.18,0.0,0
1650461.86,2083146.68,793.0,5.0,28.6,1.0,0.13,2056627.92,1.0,0
1042632.71,4231491.78,723.0,3.0,15.0,2.0,0.412,1840604.68,2.0,0
728007.31,4036811.16,,2.0,22.9,2.0,0.316,392254.73,3.0,0
315811.41,2741680.2,788.0,20.0,28.4,6.0,0.116,534026.98,4.0,0
229947.18,3031377.59,316.0,10.0,11.4,2.0,0.445,,2.0,1
733521.37,,664.0,2.0,0.9,4.0,0.145,1149363.6,3.0,0
131583.95,1992226.34,434.0,2.0,6.1,7.0,0.072,658905.13,0.0,0
314854.8,2642830.46,777.0,10.0,,6.0,0.088,1653847.72,1.0,0
1788593.7,4657469.59,420.0,3.0,3.6,7.0,0.485,870762.45,3.0,1
353324.36,3157222.42,311.0,1.0,15.5,4.0,0.313,2604191.79,1.0,0
803486.25,2264510.54,582.0,10.0,27.6,5.0,0.139,391249.57,0.0,0
277912.89,4871091.53,487.0,20.0,15.5,0.0,0.519,2295548.02,3.0,1
1855289.35,1452753.43,842.0,2.0,7.6,7.0,0.146,2977719.73,3.0,0
1681328.45,733389.62,837.0,20.0,2.7,7.0,0.324,1752852.1,2.0,0
440727.0,1330899.26,554.0,15.0,17.5,4.0,0.558,2151500.97,4.0,1
914197.94,1987275.03,720.0,10.0,5.2,3.0,0.14,1509106.14,3.0,1
395337.07,3363429.03,309.0,1.0,13.9,2.0,0.393,2320057.27,0.0,0
1267358.34,3454523.86,747.0,5.0,10.9,2.0,0.412,2878321.54,1.0,0
1156762.23,1351895.35,336.0,5.0,10.8,2.0,0.431,2030272.32,5.0,1
1641843.93,2748645.25,366.0,20.0,15.7,3.0,0.552,1645526.67,2.0,1
953974.08,2091999.02,435.0,15.0,3.8,5.0,0.295,1350263.28,5.0,1
700908.79,1510072.18,353.0,2.0,19.0,5.0,0.502,653174.83,4.0,1
1396697.46,3750504.73,420.0,5.0,18.7,6.0,0.464,2713514.58,1.0,1
1753585.33,3718170.33,597.0,20.0,10.4,3.0,0.271,2301288.11,0.0,0
273437.3,318811.35,697.0,10.0,2.6,0.0,0.137,1531884.86,5.0,1
1709695.13,,812.0,1.0,22.2,2.0,0.424,507487.87,2.0,0
983120.55,2165496.05,671.0,10.0,16.5,2.0,0.518,1676958.79,3.0,1
1852912.32,2482155.76,591.0,20.0,11.3,3.0,0.453,1770238.42,3.0,1
1672536.61,3558879.16,725.0,10.0,18.9,7.0,0.173,851556.65,0.0,0
1600297.03,4807185.86,322.0,3.0,3.0,6.0,0.22,1531198.85,3.0,1
1458786.38,1236224.18,754.0,10.0,9.5,0.0,0.529,231929.04,0.0,0
1771059.93,3946477.29,620.0,3.0,20.8,6.0,0.551,1913916.2,0.0,0
1688557.21,2127859.34,806.0,2.0,19.5,5.0,0.437,486459.1,3.0,0
1691471.31,147168.89,337.0,1.0,,4.0,0.572,2615019.89,5.0,1
1065196.24,2124709.7,522.0,1.0,21.0,4.0,0.585,2323968.81,0.0,0
513427.79,4198162.88,805.0,3.0,26.3,7.0,0.184,125702.69,1.0,0
1997547.48,4014962.31,602.0,5.0,1.5,5.0,0.468,2926744.09,1.0,1
1791879.92,3560039.49,408.0,3.0,14.8,5.0,0.471,919620.12,4.0,1
1495976.88,3565880.0,322.0,1.0,24.8,7.0,0.337,258858.67,5.0,1
167680.92,1303614.02,762.0,3.0,22.4,5.0,0.233,838396.31,,1
1796628.07,4240527.39,499.0,10.0,11.8,1.0,0.101,981582.67,4.0,0
848614.28,4548118.39,592.0,15.0,28.1,7.0,0.189,1903883.76,4.0,1
1652615.26,329151.64,482.0,10.0,12.7,5.0,0.438,2370852.03,3.0,1
277211.6,4382324.02,565.0,1.0,9.5,6.0,0.546,471037.83,4.0,1
311914.58,517047.71,525.0,5.0,4.5,6.0,0.169,395241.69,4.0,1
428683.16,695347.39,474.0,5.0,19.9,6.0,0.412,2481427.92,0.0,0
1220812.21,3128085.52,378.0,5.0,5.6,0.0,0.108,1841166.2,4.0,1
1983306.87,3038705.18,331.0,3.0,1.6,2.0,0.353,1318479.59,2.0,1
1788293.29,459430.7,,5.0,8.3,2.0,0.269,2288429.16,1.0,0
1399871.85,1074453.98,667.0,20.0,12.9,5.0,0.516,1351081.63,2.0,1
718335.07,1954823.47,652.0,3.0,17.1,7.0,0.288,603573.24,1.0,0
875803.46,741536.53,487.0,5.0,29.7,5.0,0.278,2937347.13,2.0,0
286740.73,1751811.85,684.0,1.0,15.3,4.0,0.357,445442.97,5.0,1
239542.28,678190.48,398.0,10.0,,6.0,0.052,2582172.76,5.0,1
,2802616.54,621.0,10.0,26.2,4.0,0.314,214637.78,4.0,1
1318275.73,683038.92,539.0,2.0,1.8,6.0,0.415,1798368.05,3.0,1
66747.58,2056537.1,317.0,15.0,17.1,7.0,0.465,1561326.25,0.0,1
949667.43,1540252.18,467.0,1.0,16.2,2.0,0.104,1139177.23,3.0,0
362963.17,3576800.04,355.0,10.0,26.5,6.0,0.34,2968615.37,4.0,0
1094011.61,3725190.06,620.0,3.0,5.5,1.0,0.096,73925.54,0.0,0
1825001.4,1190720.85,847.0,15.0,17.4,6.0,0.46,1794378.47,1.0,0
1333169.85,3359553.49,666.0,15.0,4.0,2.0,0.108,496923.43,1.0,0
813353.04,814676.82,751.0,5.0,9.6,3.0,0.462,2328294.0,3.0,0
1409200.76,1684777.19,536.0,20.0,12.2,1.0,0.256,1387873.37,3.0,1
972365.04,1783355.33,485.0,1.0,10.6,7.0,0.078,1529148.89,3.0,1
666866.72,4483874.39,448.0,20.0,17.2,2.0,0.422,1163032.63,2.0,0
504078.96,1396347.86,634.0,15.0,2.5,0.0,0.531,2182040.05,1.0,0
427884.89,3695447.33,537.0,20.0,16.7,3.0,0.547,1116581.87,5.0,1
1016002.26,1894640.65,692.0,15.0,19.5,3.0,0.373,315282.05,5.0,1
975588.99,1703723.49,639.0,5.0,4.2,,0.37,2200523.65,3.0,1
468867.13,1400641.18,557.0,10.0,24.0,1.0,,2649968.62,1.0,0
1042832.96,2605292.66,322.0,3.0,26.1,1.0,,2084313.99,2.0,1
697424.08,4189821.98,664.0,20.0,8.2,0.0,0.11,,5.0,0
884939.34,2185525.61,665.0,3.0,7.8,4.0,0.298,2481519.27,0.0,0
653611.27,842698.14,416.0,2.0,20.5,6.0,,917232.87,0.0,1
1561507.84,777644.86,777.0,10.0,26.8,7.0,0.051,2863061.71,1.0,0
313080.85,1186872.45,433.0,20.0,15.3,5.0,0.591,2930457.64,3.0,1
512401.34,285501.08,507.0,1.0,7.3,5.0,0.281,1946063.9,3.0,1
1743897.15,4655330.31,433.0,5.0,7.8,5.0,0.061,1756994.65,1.0,0
1684485.67,4419879.86,,5.0,4.7,5.0,0.458,2121889.68,4.0,0
1149429.73,3502618.02,817.0,20.0,8.6,7.0,0.418,1546981.83,3.0,0
367378.33,1226820.45,610.0,3.0,6.0,2.0,0.107,2237393.28,0.0,0
1019498.9,2050256.76,561.0,10.0,13.2,7.0,0.417,1685135.65,2.0,1
,3156212.88,302.0,10.0,20.3,7.0,0.546,2734951.84,3.0,1
1571446.51,880701.48,323.0,3.0,15.9,3.0,0.394,304182.24,5.0,1
1605768.65,2490032.43,691.0,20.0,26.0,6.0,0.289,1480609.21,5.0,1
277686.86,2624781.29,403.0,2.0,8.7,2.0,0.452,2474925.21,2.0,0
891375.19,537715.86,714.0,1.0,9.3,6.0,0.12,2993060.31,5.0,1
473493.66,1357215.8,388.0,2.0,18.8,3.0,0.243,2177213.23,1.0,0
74479.5,4632121.28,609.0,3.0,26.6,3.0,0.293,978983.52,0.0,0
847256.26,2953608.34,626.0,20.0,18.6,6.0,0.547,1999327.52,0.0,0
1962306.79,280018.73,555.0,20.0,21.7,0.0,0.233,1294059.79,2.0,1
1757408.46,1293657.14,678.0,20.0,11.5,4.0,0.32,2371460.93,4.0,1
100685.52,3993861.24,339.0,5.0,14.8,3.0,0.087,2405026.46,0.0,0
690608.21,353249.91,529.0,10.0,14.6,3.0,0.447,2852982.63,2.0,0
1934958.91,4621589.23,793.0,5.0,25.2,2.0,0.22,2965121.04,2.0,0
403244.09,3983651.6,435.0,3.0,26.8,0.0,0.134,2650186.01,2.0,0
1046393.98,4351549.19,521.0,20.0,24.7,4.0,0.345,1490716.38,4.0,1
872290.78,2209824.96,590.0,10.0,,1.0,0.213,2032939.64,3.0,1
34474.86,1760472.27,342.0,10.0,26.2,3.0,0.108,2691423.59,5.0,1
1631972.89,3348991.09,549.0,1.0,9.1,3.0,0.564,41397.38,5.0,1
53227.89,4859855.64,404.0,1.0,18.6,1.0,0.303,989632.94,5.0,1
